,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,169000000.0,169000000.0,169000000.0,169000000.0
Share Issued,169000000.0,169000000.0,169000000.0,169000000.0
Total Debt,269709021.24,204598237.94,88079273.98,46270584.26
Tangible Book Value,862135327.24,899569903.63,889883274.55,857824761.77
Invested Capital,1130636967.14,1134090713.94,1025573308.67,932671287.77
Working Capital,301062441.75,448591468.11,597154360.77,676118148.91
Net Tangible Assets,862135327.24,899569903.63,889883274.55,857824761.77
Capital Lease Obligations,3078806.08,1507843.83,3079432.17,5211968.47
Common Stock Equity,918562190.84,953939311.16,945500418.39,904684972.29
Total Capitalization,918562190.84,953939311.16,945500418.39,904684972.29
Total Equity Gross Minority Interest,918850619.92,954279560.58,945858076.95,904684972.29
Minority Interest,288429.08,340249.42,357658.56,
Stockholders Equity,918562190.84,953939311.16,945500418.39,904684972.29
Retained Earnings,207380069.38,239870077.96,232142397.64,201706669.36
Additional Paid In Capital,506026457.53,506026457.53,545026457.53,575026457.53
Capital Stock,169000000.0,169000000.0,130000000.0,100000000.0
Common Stock,169000000.0,169000000.0,130000000.0,100000000.0
Total Liabilities Net Minority Interest,401645484.09,340097217.53,177579424.31,115880369.16
Total Non Current Liabilities Net Minority Interest,6948855.66,6367114.23,4919828.79,11605461.26
Non Current Deferred Revenue,,,,
Non Current Deferred Taxes Liabilities,3870049.58,4859270.4,1840396.62,6393492.79
Long Term Debt And Capital Lease Obligation,3078806.08,1507843.83,3079432.17,5211968.47
Long Term Capital Lease Obligation,3078806.08,1507843.83,3079432.17,5211968.47
Current Liabilities,394696628.43,333730103.3,172659595.52,104274907.9
Other Current Liabilities,72201.07,68879.79,179444.03,47111.74
Current Debt And Capital Lease Obligation,266630215.16,203090394.11,84999841.81,41058615.79
Current Debt,212074776.3,180151402.78,80072890.28,27986315.48
Payables,127438819.32,130040984.84,86076430.34,62705185.71
Other Payable,9381681.26,9023968.73,10605815.93,8949049.17
Total Tax Payable,3275571.74,4278954.55,8043088.64,4832108.38
Accounts Payable,114781566.32,116738061.56,67427525.77,48924028.16
Total Assets,1320496104.01,1294376778.11,1123437501.26,1020565341.45
Total Non Current Assets,624737033.83,512055206.7,353623544.97,240172284.64
Other Non Current Assets,4397076.02,6081506.17,2779820.15,2207790.45
Non Current Deferred Assets,130912396.18,117558368.1,74616581.96,40273405.99
Non Current Deferred Taxes Assets,,2101409.61,1897294.47,4536059.19
Long Term Equity Investment,21762784.38,20917676.98,,
Goodwill And Other Intangible Assets,56426863.6,54369407.53,55617143.84,46860210.52
Other Intangible Assets,56426863.6,54369407.53,55617143.84,46860210.52
Net PPE,411237913.65,311026838.31,218712704.55,146294818.49
Accumulated Depreciation,-106748039.6,-82307075.33,-67093326.15,-52332167.4
Gross PPE,517985953.25,393333913.64,285806030.7,198626985.89
Construction In Progress,114481090.32,161286479.9,61219289.24,8402299.28
Other Properties,19292547.27,16054178.16,19257834.42,18721856.11
Machinery Furniture Equipment,165820680.2,124513584.33,114210279.08,81355484.84
Buildings And Improvements,,,,
Properties,218391635.46,91479671.25,91118627.96,90147345.66
Current Assets,695759070.18,782321571.41,769813956.29,780393056.81
Other Current Assets,12487822.04,38049484.78,2302000.0,2732046.58
Prepaid Assets,8918197.11,4711965.29,9050020.88,3794719.7
Inventory,92582238.21,110733417.74,88917782.06,69664204.8
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,
Finished Goods,16948309.44,24879317.77,24301147.75,14698317.08
Work In Process,14612196.25,14798674.94,12740473.05,18282934.76
Raw Materials,61021732.52,71055425.03,51876161.26,36682952.96
Other Receivables,30343343.81,19295713.66,8714594.46,10185062.76
Accounts Receivable,202267476.33,253413231.32,236627473.24,187063549.5
Allowance For Doubtful Accounts Receivable,-14703051.18,-16494148.91,-16919428.77,-12038252.33
Gross Accounts Receivable,216970527.51,269907380.23,253546902.01,199101801.83
Cash Cash Equivalents And Short Term Investments,349159992.68,356117758.62,424202085.65,506953473.47
Other Short Term Investments,30094520.55,100010136.99,103488097.89,
Cash And Cash Equivalents,319065472.13,256107621.63,320713987.76,506953473.47
Cash Equivalents,1802480.49,0.0,3958977.55,1578309.17
Cash Financial,317262991.64,212082286.78,316755010.21,505375164.3
