,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,240606.149394,-3932438.951544,-393962.342637,-26978758.8875
Tax Rate For Calcs,0.228229,0.171449,0.152717,0.25
Normalized EBITDA,1592143447.7,948982655.32,951566350.83,653787994.41
Total Unusual Items,1054230.94,-22936535.64,-2579682.04,-107915035.55
Total Unusual Items Excluding Goodwill,1054230.94,-22936535.64,-2579682.04,-107915035.55
Net Income From Continuing Operation Net Minority Interest,1071123219.17,588697754.52,593046799.96,303080712.74
Reconciled Depreciation,189009998.66,189377344.76,194198838.64,214283962.57
Reconciled Cost Of Revenue,5038014974.44,5772988216.11,5583533055.19,6578229478.09
EBITDA,1593197678.64,926046119.68,948986668.79,545872958.86
EBIT,1404187679.98,736668774.92,754787830.15,331588996.29
Net Interest Income,20888771.0,10935732.91,-20537995.64,-22476474.88
Interest Expense,16310551.31,26154234.34,54848043.46,57213062.92
Interest Income,37736023.4,37707622.51,34939679.07,35638516.52
Normalized Income,1070309594.379394,607701851.208456,595232519.657363,384016989.4025
Net Income From Continuing And Discontinued Operation,1071123219.17,588697754.52,593046799.96,303080712.74
Total Expenses,5244210965.78,5929992880.08,5705281434.84,6743649793.33
Rent Expense Supplemental,,17973.57,19738.05,69896.22
Total Operating Income As Reported,1412353005.25,763475790.81,699903909.62,204350537.62
Diluted Average Shares,1192787549.0,1191695859.0,1193253119.0,1193231153.0
Basic Average Shares,1192787549.0,1191695859.0,1193253119.0,1193231153.0
Diluted EPS,0.898,0.494,0.497,0.254
Basic EPS,0.898,0.494,0.497,0.254
Net Income Common Stockholders,1071123219.17,588697754.52,593046799.96,303080712.74
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1071123219.17,588697754.52,593046799.96,303080712.74
Net Income Including Noncontrolling Interests,1071123219.17,588697754.52,593046799.96,303080712.74
Net Income Continuous Operations,1071123219.17,588697754.52,593046799.96,303080712.74
Tax Provision,316753909.5,121816786.06,106892986.73,-28704779.37
Pretax Income,1387877128.67,710514540.58,699939786.69,274375933.37
Other Non Operating Income Expenses,-24475876.58,-52961250.23,35877.07,70025395.75
Special Income Charges,1124649.06,-23343449.23,-2476326.12,-108935822.8
Other Special Charges,-1119106.06,12822229.81,-75300.2,-312835.23
Write Off,-5543.0,728452.91,6566.99,-693392.76
Impairment Of Capital Assets,,9792766.51,2545059.33,109942050.79
Net Non Operating Interest Income Expense,20888771.0,10935732.91,-20537995.64,-22476474.88
Total Other Finance Cost,536701.09,617655.26,629631.25,901928.48
Interest Expense Non Operating,16310551.31,26154234.34,54848043.46,57213062.92
Interest Income Non Operating,37736023.4,37707622.51,34939679.07,35638516.52
Operating Income,1250759174.68,535192418.03,481272413.22,-67555514.73
Operating Expense,206195991.34,157004663.97,121748379.65,165420315.24
Other Operating Expenses,76689872.8,58827139.2,62128172.74,47266158.66
Depreciation And Amortization In Income Statement,5116699.46,4787324.41,5084270.69,12872724.05
Amortization,1527822.48,738344.46,660114.99,717603.72
Depreciation Income Statement,3588876.98,4048979.95,4424155.7,12155120.33
Research And Development,5934343.51,4051882.49,26215.16,
Selling General And Administration,53742575.18,20730550.33,19155777.94,41016585.49
Selling And Marketing Expense,1635734.66,936231.26,3159021.58,3633316.23
General And Administrative Expense,52106840.52,19794319.07,15996756.36,37383269.26
Rent And Landing Fees,,17973.57,19738.05,69896.22
Gross Profit,1456955166.02,692197082.0,603020792.87,97864800.51
Cost Of Revenue,5038014974.44,5772988216.11,5583533055.19,6578229478.09
Total Revenue,6494970140.46,6465185298.11,6186553848.06,6676094278.6
Operating Revenue,6494970140.46,6465185298.11,6186553848.06,6676094278.6
