,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,944244459.48,830355756.25,801520380.38,506235853.36
Repayment Of Debt,-352955090.74,-961500000.0,-1149530000.0,-1241530000.0
Issuance Of Debt,281918175.71,493500000.0,809500000.0,1080530000.0
Capital Expenditure,-61711096.23,-125571075.89,-50223910.14,-122065406.85
End Cash Position,1808520038.2,1439677993.96,1137712391.43,765119163.04
Beginning Cash Position,1439677993.96,1137712391.43,765119163.04,699182950.68
Changes In Cash,368842044.24,301965602.53,372593228.39,65936212.36
Financing Cash Flow,-242895952.8,-661249132.61,-479756431.69,-327176482.82
Net Other Financing Charges,-1511617.0,-1511617.0,-2132987.19,-2579823.16
Cash Dividends Paid,-170347420.77,-191737515.61,-137593444.5,-163596659.66
Net Issuance Payments Of Debt,-71036915.03,-468000000.0,-340030000.0,-161000000.0
Net Long Term Debt Issuance,-71036915.03,-468000000.0,-340030000.0,-161000000.0
Long Term Debt Payments,-352955090.74,-961500000.0,-1149530000.0,-1241530000.0
Long Term Debt Issuance,281918175.71,493500000.0,809500000.0,1080530000.0
Investing Cash Flow,-394217558.67,7287903.0,605369.56,-235188565.03
Net Other Investing Changes,-363220077.5,-30000000.0,18971150.41,-30403748.0
Net Investment Purchase And Sale,24028369.85,161975678.21,31820526.29,-115741652.28
Sale Of Investment,744028369.85,461975678.21,706820526.29,334258347.72
Purchase Of Investment,-720000000.0,-300000000.0,-675000000.0,-450000000.0
Net PPE Purchase And Sale,-55025851.02,-124687775.21,-50186307.14,-89043164.75
Sale Of PPE,6685245.21,883300.68,37603.0,33022242.1
Purchase Of PPE,-61711096.23,-125571075.89,-50223910.14,-122065406.85
Operating Cash Flow,1005955555.71,955926832.14,851744290.52,628301260.21
Change In Working Capital,-145855904.21,346840206.75,295809036.26,319182925.95
Change In Other Current Assets,9678093.82,-76387303.78,32037969.73,-28910918.12
Change In Payable,-192256638.46,402694415.23,28533435.8,-52003673.9
Change In Inventory,-61762887.15,-85863112.23,140811089.72,375749533.71
Change In Receivables,98485527.58,106396207.53,94426541.01,24347984.26
Other Non Cash Items,16310551.31,26154234.34,54848043.46,57213062.92
Depreciation And Amortization,189009998.66,189377344.76,194198838.64,214283962.57
Amortization Cash Flow,3082270.2,2266667.98,2768260.15,2193722.39
Depreciation,185927728.46,187110676.78,191430578.49,212090240.18
Gain Loss On Investment Securities,-139580410.51,-240691089.1,-241645818.16,-403318350.03
Gain Loss On Sale Of PPE,14953644.29,35027161.45,4118287.32,28610288.03
Net Income From Continuing Operations,1071123219.17,588697754.52,593046799.96,303080712.74
Cash Flowsfromusedin Operating Activities Direct,1005955555.71,955926832.14,851744290.52,628301260.21
Taxes Refund Paid Direct,-673947299.9,-291866231.48,-159725573.09,-79300787.31
Classesof Cash Payments,-5577541770.32,-6216616013.85,-5992879842.68,-6857965865.52
Other Cash Paymentsfrom Operating Activities,-304152073.42,-345664099.05,-400698831.07,-230010529.58
Paymentson Behalfof Employees,-266330797.95,-281842259.3,-244169543.32,-261931023.36
Paymentsto Suppliersfor Goodsand Services,-5007058898.95,-5589109655.5,-5348011468.29,-6366024312.58
Classesof Cash Receiptsfrom Operating Activities,7257444625.93,7464409077.47,7004349706.29,7565567913.04
Other Cash Receiptsfrom Operating Activities,364609005.42,471775504.0,291340786.3,256047188.86
Receiptsfrom Customers,6892835620.51,6992633573.47,6713008919.99,7309520724.18
