,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,200000000.0,200000000.0,200000000.0,200000000.0
Share Issued,200000000.0,200000000.0,200000000.0,200000000.0
Total Debt,255576.26,386947.5,36928787.57,41292951.6
Tangible Book Value,492565351.04,550305503.66,588905975.76,605928974.54
Invested Capital,511495119.7,569598425.08,645090136.66,666869626.7
Working Capital,359761671.37,415904601.56,448809804.61,484745887.46
Net Tangible Assets,492565351.04,550305503.66,588905975.76,605928974.54
Capital Lease Obligations,0.0,53947.01,0.0,146849.78
Common Stock Equity,511495119.7,569598425.08,608586921.68,626007190.63
Total Capitalization,511495119.7,569598425.08,608586921.68,626007190.63
Total Equity Gross Minority Interest,518932779.71,576422766.63,617908135.38,634555478.93
Minority Interest,7437660.01,6824341.55,9321213.7,8548288.3
Stockholders Equity,511495119.7,569598425.08,608586921.68,626007190.63
Retained Earnings,108721001.04,166824306.42,201281303.02,220089371.97
Additional Paid In Capital,169549289.39,169549289.39,169549289.39,169549289.39
Capital Stock,200000000.0,200000000.0,200000000.0,200000000.0
Common Stock,200000000.0,200000000.0,200000000.0,200000000.0
Total Liabilities Net Minority Interest,79376491.73,114102693.4,174961598.16,158965790.91
Total Non Current Liabilities Net Minority Interest,600740.94,934433.06,1195419.99,1649484.69
Non Current Deferred Revenue,567670.47,830389.83,1122375.34,1415125.3
Non Current Deferred Taxes Liabilities,33070.47,50096.22,73044.65,87509.61
Long Term Debt And Capital Lease Obligation,0.0,53947.01,0.0,146849.78
Long Term Capital Lease Obligation,0.0,53947.01,0.0,146849.78
Current Liabilities,78775750.79,113168260.34,173766178.17,157316306.22
Other Current Liabilities,1273000.0,2820983.5,4007200.18,8337629.06
Current Debt And Capital Lease Obligation,255576.26,333000.49,36928787.57,41146101.82
Current Debt,,0.0,36503214.98,40862436.07
Payables,73060226.6,76341335.57,95279997.71,103198801.53
Other Payable,11617274.58,12514233.43,13708060.44,12717846.18
Total Tax Payable,4112308.97,578302.7,2893261.01,1555412.9
Accounts Payable,57330643.05,63248799.44,78678676.26,88925542.45
Total Assets,598309271.44,690525460.03,792869733.54,793521269.84
Total Non Current Assets,159771849.28,161452598.13,170293750.76,151459076.16
Other Non Current Assets,2993401.58,,7241330.44,14562715.0
Non Current Deferred Assets,1190081.58,1584203.58,49659.98,113152.7
Non Current Deferred Taxes Assets,40124639.61,26835039.14,18201098.46,13736765.45
Investmentin Financial Assets,6150000.0,10000000.0,10000000.0,10000000.0
Available For Sale Securities,6150000.0,10000000.0,10000000.0,10000000.0
Goodwill And Other Intangible Assets,18929768.66,19292921.42,19680945.92,20078216.09
Other Intangible Assets,13951118.53,14314271.29,14702295.79,15099565.96
Goodwill,4978650.13,4978650.13,4978650.13,4978650.13
Net PPE,82854710.18,90097019.85,92601075.12,84969087.33
Accumulated Depreciation,-55758699.82,-48934613.05,-44040516.05,-38783505.7
Gross PPE,138613410.0,139031632.9,136641591.17,123752593.03
Construction In Progress,,0.0,11263644.91,249056.6
Other Properties,18141364.88,18381587.78,18276128.1,16877102.16
Machinery Furniture Equipment,11459493.02,11637493.02,11637493.02,11162109.13
Buildings And Improvements,,,,
Properties,109012552.1,109012552.1,95464325.14,95464325.14
Current Assets,438537422.16,529072861.9,622575982.78,642062193.68
Other Current Assets,12776699.77,18285631.86,18687258.25,7052828.72
Prepaid Assets,4903038.53,1440930.2,3927511.94,5622169.25
Inventory,34413613.29,85879040.68,111599093.91,76559856.3
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,8062157.76,48313869.33,57682409.75,32430793.87
Finished Goods,7295202.38,12991436.17,16887653.42,11432798.36
Work In Process,6362857.9,6550938.24,7528337.14,7550573.17
Raw Materials,12693395.25,18022796.94,29500693.6,25145690.9
Other Receivables,64464922.67,112391551.29,128119684.11,99286040.4
Accounts Receivable,240826262.16,268643274.05,248465734.34,238368113.71
Allowance For Doubtful Accounts Receivable,-110278839.83,-70729375.27,-57917564.71,-46832703.57
Gross Accounts Receivable,351105101.99,339372649.32,306383299.05,285200817.28
Cash Cash Equivalents And Short Term Investments,81152885.74,42432433.82,111776700.23,215173185.3
Other Short Term Investments,1124209.2,2009196.7,72391723.58,150560752.9
Cash And Cash Equivalents,80028676.54,40423237.12,39384976.65,64612432.4
Cash Equivalents,2615564.72,2406369.9,1395689.65,5997997.4
Cash Financial,77413111.82,38016867.22,37989287.0,58614435.0
