,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,4421354800.0,4421354800.0,4421354800.0,4421354800.0
Share Issued,4421354800.0,4421354800.0,4421354800.0,4421354800.0
Total Debt,1231825300.0,347448400.0,801218300.0,679700900.0
Tangible Book Value,24094404400.0,22558792100.0,21435277800.0,21646916700.0
Invested Capital,26396524300.0,25014600400.0,24191273900.0,23217128500.0
Working Capital,10594864900.0,8941373000.0,9398670300.0,6950772800.0
Net Tangible Assets,24094404400.0,22558792100.0,21435277800.0,21646916700.0
Capital Lease Obligations,596515400.0,66864200.0,14563100.0,39658900.0
Common Stock Equity,26266520300.0,24794593700.0,23701878900.0,22742071000.0
Total Capitalization,26396524300.0,25014600400.0,23861527700.0,23217128500.0
Total Equity Gross Minority Interest,28275177900.0,26778354600.0,25681469300.0,22758294600.0
Minority Interest,2008657600.0,1983760900.0,1979590400.0,16223600.0
Stockholders Equity,26266520300.0,24794593700.0,23701878900.0,22742071000.0
Retained Earnings,15234056300.0,13956891100.0,12910715800.0,11909723900.0
Additional Paid In Capital,4229702000.0,4229702000.0,4229702000.0,4229702000.0
Capital Stock,4421354800.0,4421354800.0,4421354800.0,4421354800.0
Common Stock,4421354800.0,4421354800.0,4421354800.0,4421354800.0
Total Liabilities Net Minority Interest,19955704800.0,16473308900.0,16957492900.0,11895969200.0
Total Non Current Liabilities Net Minority Interest,1530917400.0,817967500.0,772731700.0,798400800.0
Other Non Current Liabilities,599859600.0,315159000.0,338089900.0,91069300.0
Non Current Deferred Revenue,167564700.0,177077600.0,167137700.0,160059000.0
Non Current Deferred Taxes Liabilities,36973700.0,38860000.0,93292200.0,32556100.0
Long Term Debt And Capital Lease Obligation,726519400.0,286870900.0,174211900.0,514716400.0
Long Term Capital Lease Obligation,596515400.0,66864200.0,14563100.0,39658900.0
Long Term Debt,130004000.0,220006700.0,159648800.0,475057500.0
Current Liabilities,18424787400.0,15655341400.0,16184761200.0,11097568400.0
Other Current Liabilities,584557300.0,539038900.0,581236300.0,489794400.0
Current Debt And Capital Lease Obligation,505305900.0,60577500.0,627006400.0,164984500.0
Current Debt,,,329746200.0,0.0
Payables,15016813600.0,14049314400.0,12972683900.0,9458314800.0
Other Payable,1203860900.0,1139190600.0,1107593400.0,797958900.0
Dividends Payable,,,3100.0,1700.0
Total Tax Payable,552725200.0,381364800.0,199786000.0,140573400.0
Accounts Payable,13260227500.0,12528759000.0,11665301400.0,8519780800.0
Total Assets,48230882700.0,43251663500.0,42638962200.0,34654263800.0
Total Non Current Assets,19211230400.0,18654949100.0,17055530700.0,16605922600.0
Other Non Current Assets,,,,-11676500.0
Non Current Deferred Assets,221684400.0,239903600.0,219342600.0,197540900.0
Non Current Deferred Taxes Assets,460745900.0,379624800.0,245909300.0,318278300.0
Investmentin Financial Assets,2458963300.0,2394529400.0,392960000.0,1721143100.0
Held To Maturity Securities,2388291900.0,2323858000.0,322288600.0,1558119700.0
Available For Sale Securities,70671400.0,70671400.0,70671400.0,163023400.0
Long Term Equity Investment,,,,1529082100.0
Goodwill And Other Intangible Assets,2172115900.0,2235801600.0,2266601100.0,1095154300.0
Other Intangible Assets,2172115900.0,2235801600.0,2266601100.0,1095154300.0
Goodwill,,,,0.0
Net PPE,13897720900.0,13405089700.0,13930717700.0,11744723900.0
Accumulated Depreciation,-15081558400.0,-14136244400.0,-12951728900.0,-11057863100.0
Gross PPE,28979279300.0,27541334100.0,26882446600.0,22802587000.0
Construction In Progress,593302700.0,466517300.0,660850900.0,939209900.0
Other Properties,1004036300.0,270745000.0,208764800.0,205659500.0
Machinery Furniture Equipment,18342562100.0,18057815800.0,17270609000.0,16946864600.0
Buildings And Improvements,,,,4710853000.0
Properties,9039378200.0,8746256000.0,8742221900.0,4710853000.0
Current Assets,29019652300.0,24596714400.0,25583431500.0,18048341200.0
Other Current Assets,434481600.0,1179996600.0,1542343400.0,248212600.0
Prepaid Assets,958452500.0,407451200.0,965835900.0,634282400.0
Inventory,754102600.0,982793700.0,1301077300.0,1151096600.0
Inventories Adjustments Allowances,0.0,-87538500.0,-116511700.0,-66572500.0
Other Inventories,,1070332200.0,1417589000.0,1217669100.0
Raw Materials,754102600.0,509413000.0,,
Other Receivables,3141781800.0,2833025500.0,4768738600.0,2930570300.0
Accounts Receivable,7556818400.0,6147400300.0,6270701000.0,5657219700.0
Allowance For Doubtful Accounts Receivable,-316101500.0,-310412300.0,-114351500.0,-74030000.0
Gross Accounts Receivable,7872919900.0,6457812600.0,6385052500.0,5731249700.0
Cash Cash Equivalents And Short Term Investments,16174015400.0,13046047100.0,10734735300.0,7426959600.0
Other Short Term Investments,10106973200.0,8725235800.0,8611728400.0,6256179000.0
Cash And Cash Equivalents,6067042200.0,4320811300.0,2123006900.0,1170780600.0
Cash Equivalents,994463100.0,,,
Cash Financial,5072579100.0,4320811300.0,2123006900.0,1170780600.0
