,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,12669594.666206,14481858.93534,-19184858.770424,-18029073.680708
Tax Rate For Calcs,0.164115,0.183505,0.147284,0.176588
Normalized EBITDA,4065707400.0,4059554400.0,3387226100.0,2971602900.0
Total Unusual Items,77199700.0,78918100.0,-130257200.0,-102096900.0
Total Unusual Items Excluding Goodwill,77199700.0,78918100.0,-130257200.0,-102096900.0
Net Income From Continuing Operation Net Minority Interest,2084436100.0,2161396600.0,1620506300.0,1458888000.0
Reconciled Depreciation,1594590800.0,1440974200.0,1333941400.0,1095354500.0
Reconciled Cost Of Revenue,23401540100.0,26274802200.0,27446261900.0,26719271000.0
EBITDA,4142907100.0,4138472500.0,3256968900.0,2869506000.0
EBIT,2548316300.0,2697498300.0,1923027500.0,1774151500.0
Net Interest Income,68210000.0,83683000.0,27686600.0,-3846900.0
Interest Expense,22137000.0,19841900.0,11090300.0,11767100.0
Interest Income,116415700.0,124570900.0,59316600.0,22164400.0
Normalized Income,2019905994.666206,2096960358.93534,1731578641.229576,1542955826.319292
Net Income From Continuing And Discontinued Operation,2084436100.0,2161396600.0,1620506300.0,1458888000.0
Total Expenses,24959615400.0,27744337900.0,29037636500.0,28334112000.0
Rent Expense Supplemental,12038600.0,10158000.0,10798200.0,7567500.0
Total Operating Income As Reported,2589943600.0,2636584700.0,1903167600.0,1712945600.0
Diluted Average Shares,,4411013469.0,4379746757.0,4420872727.0
Basic Average Shares,,4411013469.0,4379746757.0,4420872727.0
Diluted EPS,,0.49,0.37,0.33
Basic EPS,,0.49,0.37,0.33
Net Income Common Stockholders,2084436100.0,2161396600.0,1620506300.0,1458888000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2084436100.0,2161396600.0,1620506300.0,1458888000.0
Minority Interests,-27160400.0,-24896700.0,-9832300.0,7719300.0
Net Income Including Noncontrolling Interests,2111596500.0,2186293300.0,1630338600.0,1451168700.0
Net Income Continuous Operations,2111596500.0,2186293300.0,1630338600.0,1451168700.0
Tax Provision,414582800.0,491363100.0,281598600.0,311215700.0
Pretax Income,2526179300.0,2677656400.0,1911937200.0,1762384400.0
Other Non Operating Income Expenses,-63764300.0,41071700.0,8769600.0,49438800.0
Special Income Charges,-17092600.0,-28055100.0,-243764700.0,-113825300.0
Other Special Charges,-124000.0,-196800.0,548400.0,-113000.0
Write Off,1422400.0,1881700.0,197538200.0,39874800.0
Impairment Of Capital Assets,15794200.0,26370200.0,45678100.0,74063500.0
Net Non Operating Interest Income Expense,68210000.0,83683000.0,27686600.0,-3846900.0
Total Other Finance Cost,26068700.0,21046000.0,20539700.0,14244200.0
Interest Expense Non Operating,22137000.0,19841900.0,11090300.0,11767100.0
Interest Income Non Operating,116415700.0,124570900.0,59316600.0,22164400.0
Operating Income,2203817800.0,2210078000.0,1714401000.0,1024256300.0
Operating Expense,1558075300.0,1469535700.0,1591374600.0,1614841000.0
Other Operating Expenses,157428500.0,140954900.0,146701600.0,182698400.0
Depreciation And Amortization In Income Statement,41697200.0,35292700.0,32298900.0,16659300.0
Depreciation Income Statement,41697200.0,35292700.0,32298900.0,16659300.0
Research And Development,1190690900.0,1227337300.0,1186283400.0,1121935300.0
Selling General And Administration,124619000.0,118274800.0,83084300.0,48631100.0
Selling And Marketing Expense,37618800.0,17309600.0,8363300.0,3707500.0
General And Administrative Expense,87000200.0,100965200.0,74721000.0,44923600.0
Rent And Landing Fees,12038600.0,10158000.0,10798200.0,7567500.0
Gross Profit,3761893100.0,3679613700.0,3305775600.0,2639097300.0
Cost Of Revenue,23401540100.0,26274802200.0,27446261900.0,26719271000.0
Total Revenue,27163433200.0,29954415900.0,30752037500.0,29358368300.0
Operating Revenue,27163433200.0,29954415900.0,30752037500.0,29358368300.0
