,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-853140.655034,-16128.585855,14187312.733431,461294.332925
Tax Rate For Calcs,0.078558,0.150734,0.052646,0.007237
Normalized EBITDA,5267238000.0,4282081000.0,3794677000.0,4547305000.0
Total Unusual Items,-10860000.0,97651000.0,269487000.0,63743000.0
Total Unusual Items Excluding Goodwill,-10860000.0,97651000.0,269487000.0,63743000.0
Net Income From Continuing Operation Net Minority Interest,685131000.0,492748000.0,902526000.0,1817942000.0
Reconciled Depreciation,3810010000.0,3223063000.0,2667291000.0,2271361000.0
Reconciled Cost Of Revenue,7370200000.0,6581953000.0,5103816000.0,4511636000.0
EBITDA,5256378000.0,4207090000.0,4064164000.0,4611048000.0
EBIT,1446368000.0,984027000.0,1396873000.0,2339687000.0
Net Interest Income,24969000.0,,527167000.0,223553000.0
Interest Expense,373111000.0,,209424000.0,125582000.0
Interest Income,398080000.0,,736591000.0,349135000.0
Normalized Income,695137859.344966,492838871.414145,647226312.733431,1754660294.332925
Net Income From Continuing And Discontinued Operation,685131000.0,492748000.0,902526000.0,1817942000.0
Total Expenses,8285957000.0,7555914000.0,5965068000.0,5483792000.0
Total Operating Income As Reported,1109937000.0,473900000.0,357747000.0,1835679000.0
Diluted Average Shares,8009003248.0,7983943046.0,7964014744.0,7939473313.0
Basic Average Shares,7988352563.0,,7928909712.0,7907846013.0
Diluted EPS,0.09,0.06,0.11,0.23
Basic EPS,0.09,0.06,0.11,0.23
Diluted NI Availto Com Stockholders,685131000.0,492748000.0,902526000.0,1817955000.0
Average Dilution Earnings,,,0.0,13000.0
Net Income Common Stockholders,685131000.0,492748000.0,902526000.0,1817942000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Preferred Stock Dividends,,,,0.0
Net Income,685131000.0,492748000.0,902526000.0,1817942000.0
Minority Interests,-303813000.0,-237245000.0,-222409000.0,-380140000.0
Net Income Including Noncontrolling Interests,988944000.0,729993000.0,1124935000.0,2198082000.0
Net Income Continuous Operations,988944000.0,729993000.0,1124935000.0,2198082000.0
Tax Provision,84313000.0,129565000.0,62514000.0,16023000.0
Pretax Income,1073257000.0,859558000.0,1187449000.0,2214105000.0
Other Non Operating Income Expenses,-73410000.0,189425000.0,-5641000.0,9207000.0
Special Income Charges,-23448000.0,-107000.0,218222000.0,51486000.0
Other Special Charges,19133000.0,,-216967000.0,-52091000.0
Write Off,4315000.0,107000.0,-1255000.0,605000.0
Impairment Of Capital Assets,,,,
Net Non Operating Interest Income Expense,24969000.0,,527167000.0,223553000.0
Interest Expense Non Operating,373111000.0,297111000.0,209424000.0,125582000.0
Interest Income Non Operating,398080000.0,546061000.0,736591000.0,349135000.0
Operating Income,1040842000.0,474007000.0,356492000.0,1789492000.0
Operating Expense,915757000.0,973961000.0,861252000.0,972156000.0
Other Operating Expenses,73410000.0,,,
Research And Development,773634000.0,765279000.0,707275000.0,733096000.0
Selling General And Administration,569200000.0,619888000.0,518424000.0,527564000.0
Selling And Marketing Expense,42963000.0,39847000.0,36162000.0,33834000.0
General And Administrative Expense,526237000.0,580041000.0,482262000.0,493730000.0
Gross Profit,1956599000.0,1447968000.0,1217744000.0,2761648000.0
Cost Of Revenue,7370200000.0,6581953000.0,5103816000.0,4511636000.0
Total Revenue,9326799000.0,8029921000.0,6321560000.0,7273284000.0
Operating Revenue,9326799000.0,8029921000.0,6321560000.0,7273284000.0
