,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-5209168000.0,-4494336000.0,-4275153000.0,-912630000.0
Repurchase Of Capital Stock,,,0.0,-38314000.0
Repayment Of Debt,-5721097000.0,-1873404000.0,-2918575000.0,-1311295000.0
Issuance Of Debt,6475526000.0,3412203000.0,4657043000.0,3763758000.0
Issuance Of Capital Stock,46502000.0,52197000.0,56777000.0,58116000.0
Capital Expenditure,-8403471000.0,-7669891000.0,-7633447000.0,-6260546000.0
End Cash Position,5872500000.0,6364189000.0,6215058000.0,6932587000.0
Beginning Cash Position,6364189000.0,6215058000.0,6932587000.0,8581746000.0
Effect Of Exchange Rate Changes,132905000.0,-116323000.0,-334589000.0,-219860000.0
Changes In Cash,-624594000.0,265454000.0,-382940000.0,-1429299000.0
Financing Cash Flow,2676455000.0,1608336000.0,2466338000.0,3614290000.0
Net Other Financing Charges,1892838000.0,49685000.0,723074000.0,1238784000.0
Net Common Stock Issuance,46502000.0,52197000.0,56777000.0,19802000.0
Common Stock Payments,,,0.0,-38314000.0
Common Stock Issuance,46502000.0,52197000.0,56777000.0,58116000.0
Net Issuance Payments Of Debt,754429000.0,1538799000.0,1738468000.0,2452463000.0
Net Short Term Debt Issuance,,,,-238042000.0
Short Term Debt Payments,,,,-238042000.0
Short Term Debt Issuance,,,,
Net Long Term Debt Issuance,754429000.0,1538799000.0,1738468000.0,2452463000.0
Long Term Debt Payments,-5721097000.0,-1873404000.0,-2918575000.0,-1311295000.0
Long Term Debt Issuance,6475526000.0,3412203000.0,4657043000.0,3763758000.0
Investing Cash Flow,-6495352000.0,-4518437000.0,-6207572000.0,-10391505000.0
Net Other Investing Changes,,24136000.0,-24168000.0,33300000.0
Dividends Received Cfi,6458000.0,2985000.0,8934000.0,8243000.0
Net Investment Purchase And Sale,1993641000.0,2163218000.0,1339027000.0,-4196323000.0
Sale Of Investment,4870685000.0,3826329000.0,9163033000.0,15700158000.0
Purchase Of Investment,-2877044000.0,-1663111000.0,-7824006000.0,-19896481000.0
Net Business Purchase And Sale,-140121000.0,931910000.0,98492000.0,-47319000.0
Sale Of Business,,1006426000.0,208544000.0,53378000.0
Purchase Of Business,-140121000.0,-74516000.0,-110052000.0,-100697000.0
Net Intangibles Purchase And Sale,29120000.0,-5676000.0,-3040000.0,-82115000.0
Sale Of Intangibles,32765000.0,0.0,0.0,6325000.0
Purchase Of Intangibles,-3645000.0,-5676000.0,-3040000.0,-88440000.0
Net PPE Purchase And Sale,-8384450000.0,-7635010000.0,-7626817000.0,-6107291000.0
Sale Of PPE,15376000.0,29205000.0,3590000.0,64815000.0
Purchase Of PPE,-8399826000.0,-7664215000.0,-7630407000.0,-6172106000.0
Operating Cash Flow,3194303000.0,3175555000.0,3358294000.0,5347916000.0
Taxes Refund Paid,-74044000.0,-48305000.0,17179000.0,-53571000.0
Interest Received Cfo,671949000.0,304667000.0,496399000.0,212428000.0
Interest Paid Cfo,-216867000.0,,-210951000.0,-165205000.0
Change In Working Capital,-2079503000.0,-652054000.0,-510096000.0,893576000.0
Change In Other Current Liabilities,47795000.0,75976000.0,-10217000.0,80306000.0
Change In Other Current Assets,-609485000.0,,78714000.0,814232000.0
Change In Payable,-179568000.0,,465987000.0,792311000.0
Change In Inventory,-759009000.0,,-1013972000.0,-781763000.0
Change In Receivables,-579236000.0,323804000.0,-30608000.0,-11510000.0
Other Non Cash Items,-22914000.0,-241746000.0,-526202000.0,-223618000.0
Stock Based Compensation,28039000.0,,86885000.0,153085000.0
Provisionand Write Offof Assets,,,,
Deferred Tax,84313000.0,129565000.0,62514000.0,16023000.0
Depreciation And Amortization,3810010000.0,3223063000.0,2667291000.0,2271361000.0
Amortization Cash Flow,7516000.0,14266000.0,14391000.0,18967000.0
Depreciation,3802494000.0,3223063000.0,2652900000.0,2252394000.0
Gain Loss On Investment Securities,-12588000.0,,-51265000.0,-12257000.0
Net Foreign Currency Exchange Gain Loss,-77836000.0,13930000.0,259936000.0,166935000.0
Gain Loss On Sale Of PPE,-26400000.0,,-858000.0,-46792000.0
Gain Loss On Sale Of Business,19133000.0,-95668000.0,-216967000.0,-5299000.0
Net Income From Continuing Operations,988944000.0,729993000.0,1124935000.0,2198082000.0
