,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-3896039811.56,-126193918.94,1620941530.12,2689118483.38
Repayment Of Debt,-5732338770.0,-4712334160.0,-9160899241.0,-9203678580.0
Issuance Of Debt,10252918252.64,3636100000.0,6735955736.78,6063089000.0
Capital Expenditure,-4664264429.24,-1755780855.96,-2240230512.35,-969489668.06
End Cash Position,2798475801.12,2270231843.58,3026154124.01,3336986716.39
Beginning Cash Position,2270231843.58,3029497233.57,3336986716.39,2739904521.16
Effect Of Exchange Rate Changes,43843781.35,-146089.52,3338036.63,-726807.37
Changes In Cash,484400176.19,-759119300.47,-314170629.01,597809002.6
Financing Cash Flow,4263251106.4,-216203534.56,-2937210905.24,-4121816479.87
Net Other Financing Charges,523336783.78,1446117606.05,474818390.49,-397515525.04
Cash Dividends Paid,-532387372.34,-393814280.61,-345194791.51,-552278225.12
Net Issuance Payments Of Debt,4520579482.64,-1076234160.0,-2424943504.22,-3140589580.0
Net Long Term Debt Issuance,4520579482.64,-1076234160.0,-2424943504.22,-3140589580.0
Long Term Debt Payments,-5732338770.0,-4712334160.0,-9160899241.0,-9203678580.0
Long Term Debt Issuance,10252918252.64,3636100000.0,6735955736.78,6063089000.0
Investing Cash Flow,-4547075547.89,-2172502702.93,-1238131766.24,1061017331.03
Net Other Investing Changes,,-11860000.0,-15104752.92,-33244.5
Net Investment Purchase And Sale,-594012015.88,-661391259.87,979875003.3,1952002382.23
Sale Of Investment,154343276.67,106108740.13,1765375003.3,2003752382.23
Purchase Of Investment,-748355292.55,-767500000.0,-785500000.0,-51750000.0
Net Business Purchase And Sale,150160268.13,,,
Sale Of Business,150160268.13,,,
Net PPE Purchase And Sale,-4103223800.14,-1499251443.06,-2202902016.62,-890951806.7
Sale Of PPE,561040629.1,256529412.9,37328495.73,78537861.36
Purchase Of PPE,-4664264429.24,-1755780855.96,-2240230512.35,-969489668.06
Operating Cash Flow,768224617.68,1629586937.02,3861172042.47,3658608151.44
Change In Working Capital,-1313703156.39,-297179168.79,293260712.11,-604567091.13
Change In Other Current Assets,-24892577.38,38469079.79,18752952.84,7635777.78
Change In Payable,-563980429.57,47105339.32,-714862165.34,-220658848.07
Change In Inventory,-197785430.5,-391533759.22,161203110.58,-393125680.78
Change In Receivables,-527044718.94,8780171.32,828166814.03,1581659.94
Other Non Cash Items,183655616.67,243414696.82,332287013.61,502661586.92
Depreciation And Amortization,1228843849.42,1118024770.05,1097363146.64,1103742823.31
Amortization Cash Flow,12779803.75,9263596.52,6969811.63,8532833.63
Depreciation,1216064045.67,1108761173.53,1090393335.01,1095209989.68
Gain Loss On Investment Securities,-376442949.18,-410337799.15,-619778553.4,-139319079.05
Gain Loss On Sale Of PPE,-38534247.17,94729385.59,-2345441.97,85949695.26
Net Income From Continuing Operations,893723240.87,804523780.74,2729482975.33,2079248579.2
Cash Flowsfromusedin Operating Activities Direct,768224617.68,1629586937.02,3861172042.47,3658608151.44
Taxes Refund Paid Direct,-107061966.17,-525965183.22,-1015038407.5,-580384138.87
Classesof Cash Payments,-12602188113.71,-10081775089.01,-7324786747.7,-10804930229.03
Other Cash Paymentsfrom Operating Activities,-777269105.71,-1545360554.39,-844109940.66,-806033762.31
Paymentson Behalfof Employees,-918967856.03,-809242253.73,-803809996.37,-722483542.6
Paymentsto Suppliersfor Goodsand Services,-10905951151.97,-7727172280.89,-5676866810.67,-9276412924.12
Classesof Cash Receiptsfrom Operating Activities,13477474697.56,12237327209.25,12200997197.67,15043922519.34
Other Cash Receiptsfrom Operating Activities,817026530.88,687247026.35,761094322.92,122327965.49
Receiptsfrom Customers,12660448166.68,11550080182.9,11439902874.75,14921594553.85
