,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-1646087059.13,1243251237.88,1308397328.45,2088298974.07
Repayment Of Debt,-10789794575.61,-8254158355.59,-7055912183.73,-5053005472.93
Issuance Of Debt,11521492361.88,10186571144.91,8919803812.81,5216488055.14
Capital Expenditure,-6298299227.33,-4590796086.04,-3128301238.77,-3924169429.77
End Cash Position,5574955555.5,9341911915.9,7324897851.86,2452740191.82
Beginning Cash Position,9341911915.9,7324897851.86,2452740191.82,2762682355.08
Effect Of Exchange Rate Changes,-94866599.56,30567144.97,21779519.0,83938026.67
Changes In Cash,-3672089760.84,1986446919.07,4850378141.04,-393880189.93
Financing Cash Flow,731895341.8,2414422893.76,1411423691.57,-1048078401.69
Net Other Financing Charges,595737906.41,1061808977.92,174997801.74,-686780828.95
Cash Dividends Paid,-595540350.88,-579798873.48,-627465739.25,-524780154.95
Net Issuance Payments Of Debt,731697786.27,1932412789.32,1863891629.08,163482582.21
Net Long Term Debt Issuance,731697786.27,1932412789.32,1863891629.08,163482582.21
Long Term Debt Payments,-10789794575.61,-8254158355.59,-7055912183.73,-5053005472.93
Long Term Debt Issuance,11521492361.88,10186571144.91,8919803812.81,5216488055.14
Investing Cash Flow,-9056197270.84,-6262023298.61,-997744117.75,-5358270192.08
Net Other Investing Changes,-3329603.82,19290000.0,-32150000.0,
Net Investment Purchase And Sale,-1233550524.47,-213569075.03,2100267376.0,-1571190961.61
Sale Of Investment,22512949475.53,17891130924.97,18181267376.0,12789809011.39
Purchase Of Investment,-23746500000.0,-18104700000.0,-16081000000.0,-14360999973.0
Net Business Purchase And Sale,-1573505214.85,-1496059471.38,,30301123.4
Sale Of Business,,,,30301123.4
Purchase Of Business,-1573505214.85,-1496059471.38,,
Net PPE Purchase And Sale,-6245811927.7,-4571684752.2,-3065861493.75,-3817380353.87
Sale Of PPE,52487299.63,19111333.84,62439745.02,106789075.9
Purchase Of PPE,-6298299227.33,-4590796086.04,-3128301238.77,-3924169429.77
Operating Cash Flow,4652212168.2,5834047323.92,4436698567.22,6012468403.84
Change In Working Capital,-1385015875.71,169474536.47,-858794100.34,-1264636433.39
Change In Other Current Assets,-47254411.2,-347422888.08,-153486701.65,-102537570.85
Change In Payable,-540998318.54,1841557070.76,-75888365.52,-1954780129.41
Change In Inventory,-153670227.6,-363444009.02,-74027766.8,5057599.54
Change In Receivables,-643092918.37,-961215637.19,-555391266.37,787623667.33
Other Non Cash Items,354406004.86,339590381.69,232438862.33,80324118.68
Stock Based Compensation,,-14018409.0,13380097.68,96286640.61
Depreciation And Amortization,4125449295.87,3628983569.54,3529053269.15,3789963503.99
Amortization Cash Flow,68935428.96,75480910.73,68611046.13,88949137.08
Depreciation,4056513866.91,3553502658.81,3460442223.02,3701014366.91
Gain Loss On Investment Securities,-116531415.83,25895625.79,-19352935.17,-91427365.31
Gain Loss On Sale Of PPE,-333794.89,4670478.82,-7882722.81,-51815519.61
Net Income From Continuing Operations,1570137941.26,1612030058.42,1470244724.6,3230988205.53
Cash Flowsfromusedin Operating Activities Direct,4652212168.2,5834047323.92,4436698567.22,6012468403.84
Taxes Refund Paid Direct,329123237.37,43972809.27,-296683891.12,-235733076.48
Classesof Cash Payments,-36321566942.28,-31753546903.9,-26085824854.89,-30306217000.07
Other Cash Paymentsfrom Operating Activities,-613209792.04,-513254099.09,-403030421.61,-426810629.92
Paymentson Behalfof Employees,-5729731323.25,-4734998100.28,-3984775565.9,-4275349916.63
Paymentsto Suppliersfor Goodsand Services,-29978625826.99,-26505294704.53,-21698018867.38,-25604056453.52
Classesof Cash Receiptsfrom Operating Activities,40644655873.11,37543621418.55,30819207313.23,36554418480.39
Other Cash Receiptsfrom Operating Activities,581922509.7,647270185.41,386472798.84,321607461.82
Receiptsfrom Customers,40062733363.41,36896351233.14,30432734514.39,36232811018.57
