,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,1789414570.0,1789414570.0,1788827976.0,1779553000.0
Share Issued,1789414570.0,1789414570.0,1788827976.0,1779553000.0
Net Debt,2248043543.72,,147594054.17,1436136787.09
Total Debt,12425180581.76,12994298197.08,9493590407.5,7552812242.68
Tangible Book Value,24021537292.9,22937704150.26,23155402456.0,21950044186.83
Invested Capital,36494163216.29,36259329959.45,33538127022.83,28537741184.1
Working Capital,4560669006.89,6903893619.0,7936906561.91,3110116878.29
Net Tangible Assets,24021537292.9,22937704150.26,23155402456.0,21950044186.83
Capital Lease Obligations,530365563.55,456983632.9,529747252.88,562296395.6
Common Stock Equity,28671164117.07,27618582589.14,26065635116.8,24642733205.19
Total Capitalization,35464610183.39,34621669027.06,31842242062.55,27364079770.44
Total Equity Gross Minority Interest,31287738017.53,29542644956.24,26151174269.45,24642733205.19
Minority Interest,2616573900.46,1924062367.1,85539152.65,
Stockholders Equity,28671164117.07,27618582589.14,26065635116.8,24642733205.19
Retained Earnings,10812179220.28,9666007594.12,8239465764.81,7154205453.29
Additional Paid In Capital,15627739618.9,15627739618.9,15613134280.27,15441908504.51
Capital Stock,1789414570.0,1789414570.0,1788827976.0,1779553000.0
Common Stock,1789414570.0,1789414570.0,1788827976.0,1779553000.0
Total Liabilities Net Minority Interest,24228765583.91,24517183369.86,16428297566.2,14764998533.82
Total Non Current Liabilities Net Minority Interest,9089473584.4,9229316708.67,6746132839.56,3731844658.34
Other Non Current Liabilities,32612685.85,3050070.37,41315749.98,54846225.0
Tradeand Other Payables Non Current,739173455.66,987100503.66,14015994.05,13389171.1
Non Current Deferred Revenue,753550625.33,530594905.7,384446896.9,340094213.64
Non Current Deferred Taxes Liabilities,240325187.69,248501158.12,,39872087.75
Long Term Debt And Capital Lease Obligation,7323811629.87,7460070070.82,6306354198.63,3283642960.85
Long Term Capital Lease Obligation,530365563.55,456983632.9,529747252.88,562296395.6
Long Term Debt,6793446066.32,7003086437.92,5776606945.75,2721346565.25
Current Liabilities,15139291999.51,15287866661.19,9682164726.64,11033153875.48
Other Current Liabilities,2093981.67,1643726.06,2714238.81,4239629.26
Current Debt And Capital Lease Obligation,5101368951.89,5534228126.26,3187236208.87,4269169281.83
Current Debt,1029553032.9,1637660932.39,1695884960.28,1173661413.66
Payables,9722781487.13,9424449039.65,6306870274.06,6545793296.54
Other Payable,1413190758.66,1456950735.25,1134251130.32,1362908447.68
Total Tax Payable,293609438.71,363976979.16,167366147.49,209938755.99
Accounts Payable,8015981289.76,7603521325.24,5005252996.25,4972946092.87
Total Assets,55516503601.44,54059828326.1,42579471835.65,39407731739.01
Total Non Current Assets,35816542595.04,31868068045.91,24960400547.1,25264460985.24
Other Non Current Assets,519699548.29,294230.15,48331216.36,60721026.89
Non Current Deferred Assets,30065162.36,18249958.18,17466561.24,27492584.66
Non Current Deferred Taxes Assets,774339009.82,740196326.13,363940620.9,247000720.32
Investmentin Financial Assets,575082409.14,451374233.62,446872287.77,439781515.16
Available For Sale Securities,575082409.14,451374233.62,446872287.77,439781515.16
Long Term Equity Investment,1172952132.86,821492564.24,694779780.69,764958779.08
Investment Properties,78781519.02,82227257.76,85677087.57,89126917.38
Goodwill And Other Intangible Assets,4649626824.17,4680878438.88,2910232660.8,2692689018.36
Other Intangible Assets,776168592.58,756773670.66,662649797.61,482583322.94
Goodwill,3873458231.59,3924104768.22,2247582863.19,2210105695.42
Net PPE,28011402647.85,25022343275.43,20360444452.07,20902460370.73
Accumulated Depreciation,-31047680754.84,-28602702274.61,-25750554036.26,-23125248262.6
Gross PPE,59059083402.69,53625045550.04,46110998488.33,44027708633.33
Construction In Progress,3894315261.29,2855710347.15,1053272069.42,807229339.59
Other Properties,3656437026.03,3168259441.82,2955976187.24,2712105305.13
Machinery Furniture Equipment,41780504779.97,38598243965.16,33954386584.67,32616345395.69
Properties,9727826335.4,9002831795.91,8147363647.0,7892028592.92
Current Assets,19699961006.4,22191760280.19,17619071288.55,14143270753.77
Other Current Assets,781036890.93,582667786.2,375282510.39,278942785.19
Hedging Assets Current,909861.43,,3598413.33,17845064.39
Assets Held For Sale Current,,,,
Prepaid Assets,153186868.79,154321233.81,104125792.45,110398637.34
Inventory,3810987995.81,3792359920.18,3195516876.32,3151740146.87
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,797252861.89,958806682.77,995631709.34,545121939.14
Work In Process,980337369.62,1046322702.84,663215751.19,560155646.65
Raw Materials,2033397764.3,1787230534.57,1536669415.79,2046462561.08
Other Receivables,105917571.55,175080312.61,125103270.92,120018079.08
Accounts Receivable,6072438994.33,5795364187.75,4184804015.74,3688976849.08
Allowance For Doubtful Accounts Receivable,,-68591572.41,-69562556.55,-64297437.54
Gross Accounts Receivable,,5863955760.16,4254366572.29,3753274286.62
Cash Cash Equivalents And Short Term Investments,8775482823.56,11691966839.64,9630640409.4,6775349191.82
Other Short Term Investments,3200527268.06,2350054923.74,2305742557.54,4316478000.0
Cash And Cash Equivalents,5574955555.5,9341911915.9,7324897851.86,2458871191.82
Cash Equivalents,0.0,0.0,0.0,6131000.0
Cash Financial,5574955555.5,9341911915.9,7324897851.86,2452740191.82
