,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,302973182.0,302973182.0,302973182.0,227223182.0
Share Issued,302973182.0,302973182.0,302973182.0,227223182.0
Total Debt,9995325.11,13692684.86,13508802.48,75676877.46
Tangible Book Value,1966777954.16,1967141566.54,1947040998.54,905761198.08
Invested Capital,2069046256.53,2051869168.64,2020740866.3,1030266389.36
Working Capital,1529356819.35,1617529422.62,1682584477.61,640172862.73
Net Tangible Assets,1966777954.16,1967141566.54,1947040998.54,905761198.08
Capital Lease Obligations,5640199.09,8729000.52,11103320.82,4912708.13
Common Stock Equity,2067677905.41,2050064475.87,2020740866.3,981629200.61
Total Capitalization,2067677905.41,2050064475.87,2020740866.3,981629200.61
Total Equity Gross Minority Interest,2132041774.97,2072903659.25,2028546728.92,983549159.71
Minority Interest,64363869.56,22839183.38,7805862.62,1919959.1
Stockholders Equity,2067677905.41,2050064475.87,2020740866.3,981629200.61
Treasury Stock,33514149.96,,,
Retained Earnings,631455938.16,586505400.74,561607917.38,458930510.73
Additional Paid In Capital,1109703717.26,1109703717.26,1110723999.78,261101520.18
Capital Stock,302973182.0,302973182.0,302973182.0,227223182.0
Common Stock,302973182.0,302973182.0,302973182.0,227223182.0
Total Liabilities Net Minority Interest,245905532.84,200187008.1,239014644.14,225828239.38
Total Non Current Liabilities Net Minority Interest,115253768.1,117285356.75,118993624.28,41928676.09
Other Non Current Liabilities,81495353.57,77688611.69,74059687.13,
Non Current Deferred Revenue,28026894.28,30740441.49,33641465.79,37015967.96
Non Current Deferred Taxes Liabilities,91321.16,127303.05,189150.54,
Long Term Debt And Capital Lease Obligation,5640199.09,8729000.52,11103320.82,4912708.13
Long Term Capital Lease Obligation,5640199.09,8729000.52,11103320.82,4912708.13
Current Liabilities,130651764.74,82901651.35,120021019.86,183899563.29
Other Current Liabilities,3368452.98,1919791.55,740713.45,603054.89
Current Debt And Capital Lease Obligation,4355126.02,4963684.34,2405481.66,70764169.33
Current Debt,1368351.12,1804692.77,,48637188.75
Payables,100667168.88,65296231.0,98055870.35,86048545.23
Other Payable,37775224.18,31913260.2,33804726.65,33323820.5
Total Tax Payable,5363472.81,7202780.85,27374982.37,14473716.45
Accounts Payable,57528471.89,26180189.95,36876161.33,38251008.28
Total Assets,2377947307.81,2273090667.35,2267561373.06,1209377399.09
Total Non Current Assets,717938723.72,572659593.38,464955875.59,385304973.07
Other Non Current Assets,24578237.67,25141932.12,5041495.96,9433268.92
Non Current Deferred Assets,8434828.23,2964486.0,1404860.58,2563768.42
Non Current Deferred Taxes Assets,14567509.92,10952020.16,7407837.19,5428528.33
Goodwill And Other Intangible Assets,100899951.25,82922909.33,73699867.76,75868002.53
Other Intangible Assets,100899951.25,82922909.33,73699867.76,75868002.53
Net PPE,569458196.65,450678245.77,377401814.1,292011404.87
Accumulated Depreciation,-197330247.08,-173422943.93,-147172483.98,-121655079.42
Gross PPE,766788443.73,624101189.7,524574298.08,413666484.29
Construction In Progress,220595221.29,78648071.34,26662548.33,48589532.73
Other Properties,25122207.29,26808240.75,24866811.44,15715306.49
Machinery Furniture Equipment,285232954.68,287205682.29,247697500.13,138191978.68
Properties,235838060.47,231439195.32,225347438.18,211169666.39
Current Assets,1660008584.09,1700431073.97,1802605497.47,824072426.02
Other Current Assets,50891655.1,25765260.79,8951763.28,8266496.74
Prepaid Assets,10431502.81,10937109.87,11697627.81,6268602.91
Inventory,74663549.41,27414590.98,20566150.13,27351728.51
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,2079872.89,103209.7,3055922.0,4948799.9
Finished Goods,23633293.5,8129808.63,8564260.79,12186242.9
Work In Process,6732699.88,1429957.0,5480.0,94432.99
Raw Materials,42217683.14,17751615.65,8940487.34,10122252.72
Other Receivables,10767049.84,17638677.19,13918975.52,7970187.07
Accounts Receivable,624760285.1,627380610.29,589077284.38,528261014.97
Allowance For Doubtful Accounts Receivable,-39128146.93,-39715016.3,-31839713.0,-22182285.68
Gross Accounts Receivable,663888432.03,667095626.59,620916997.38,550443300.65
Cash Cash Equivalents And Short Term Investments,888494541.83,991294824.85,1158393696.35,245954395.82
Other Short Term Investments,5007459.88,,,
Cash And Cash Equivalents,883487081.95,991294824.85,1158393696.35,245954395.82
Cash Equivalents,89726.65,1745610.14,14124.12,224682.97
Cash Financial,883397355.3,989037595.78,1158379572.23,245729712.85
