,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-270993.325,-2201896.957103,-954911.3305,-589073.690432
Tax Rate For Calcs,0.25,0.090946,0.096156,0.068415
Normalized EBITDA,87919955.45,161676549.1,172790882.24,217569040.66
Total Unusual Items,-1083973.3,-24211020.5,-9930890.08,-8610296.85
Total Unusual Items Excluding Goodwill,-1083973.3,-24211020.5,-9930890.08,-8610296.85
Net Income From Continuing Operation Net Minority Interest,47243489.87,88628176.14,111564927.17,156409837.62
Reconciled Depreciation,38207001.14,35830106.16,33161673.84,36691920.48
Reconciled Cost Of Revenue,528305898.59,546297813.39,542282202.98,517483244.02
EBITDA,86835982.15,137465528.6,162859992.16,208958743.81
EBIT,48628981.01,101635422.44,129698318.32,172266823.33
Net Interest Income,2746923.07,6760960.67,-5322413.92,-4589861.97
Interest Expense,5032791.26,4951154.71,6556726.05,4481943.99
Interest Income,7922294.93,11862824.8,1391621.34,95080.2
Normalized Income,48056469.845,110637299.682897,120540905.9195,164431060.779568
Net Income From Continuing And Discontinued Operation,47243489.87,88628176.14,111564927.17,156409837.62
Total Expenses,607856728.5,626831541.87,616412266.46,601179528.71
Rent Expense Supplemental,101181.36,66338.49,459226.51,936493.89
Total Operating Income As Reported,43359418.06,96828383.96,123607632.85,171250020.71
Diluted Average Shares,300340050.0,305614400.0,227683525.0,226680924.0
Basic Average Shares,300340050.0,305614400.0,227683525.0,226680924.0
Diluted EPS,0.1573,0.29,0.49,0.69
Basic EPS,0.1573,0.29,0.49,0.69
Net Income Common Stockholders,47243489.87,88628176.14,111564927.17,156409837.62
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,47243489.87,88628176.14,111564927.17,156409837.62
Minority Interests,3273066.76,736961.76,264096.48,103965.31
Net Income Including Noncontrolling Interests,43970423.11,87891214.38,111300830.69,156305872.31
Net Income Continuous Operations,43970423.11,87891214.38,111300830.69,156305872.31
Tax Provision,-374233.36,8793053.35,11840761.58,11479007.03
Pretax Income,43596189.75,96684267.73,123141592.27,167784879.34
Other Non Operating Income Expenses,236771.69,-144116.23,-466040.58,-3465141.37
Special Income Charges,-1046993.82,-24178986.12,-9884242.9,-8610296.85
Other Special Charges,4371974.31,5120.54,-197330.67,-28064.6
Write Off,-1451033.4,12839635.05,9932878.66,8584235.37
Impairment Of Capital Assets,-1873947.09,11334230.53,148694.91,54126.08
Net Non Operating Interest Income Expense,2746923.07,6760960.67,-5322413.92,-4589861.97
Total Other Finance Cost,142580.6,150709.42,157309.21,202998.18
Interest Expense Non Operating,5032791.26,4951154.71,6556726.05,4481943.99
Interest Income Non Operating,7922294.93,11862824.8,1391621.34,95080.2
Operating Income,33311401.47,103196886.51,135803148.76,180541392.64
Operating Expense,79550829.91,80533728.48,74130063.48,83696284.69
Other Operating Expenses,8662577.95,9071124.03,10650502.18,9801374.18
Depreciation And Amortization In Income Statement,12704814.66,8514154.37,6920401.18,5827550.28
Depreciation Income Statement,12704814.66,8514154.37,6920401.18,5827550.28
Research And Development,16630670.55,17766842.27,17759674.3,26725595.86
Selling General And Administration,41027143.01,44536477.98,40401996.35,43229063.42
Selling And Marketing Expense,818955.83,573704.5,440801.89,715072.99
General And Administrative Expense,40208187.18,43962773.48,39961194.46,42513990.43
Rent And Landing Fees,101181.36,66338.49,459226.51,936493.89
Gross Profit,112862231.38,183730614.99,209933212.24,264237677.33
Cost Of Revenue,528305898.59,546297813.39,542282202.98,517483244.02
Total Revenue,641168129.97,730028428.38,752215415.22,781720921.35
Operating Revenue,641168129.97,730028428.38,752215415.22,781720921.35
