,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-9639671.14329,-16895981.364223,-46002975.298494,-70383790.588878
Tax Rate For Calcs,0.212655,0.202698,0.246731,0.08886
Normalized EBITDA,3568626280.0,2294554878.66,2160533100.7,1258898085.16
Total Unusual Items,-45330101.51,-83355243.37,-186450113.2,-792077977.4
Total Unusual Items Excluding Goodwill,-45330101.51,-83355243.37,-186450113.2,-792077977.4
Net Income From Continuing Operation Net Minority Interest,1039952625.12,340696536.7,287718532.36,-909330033.76
Reconciled Depreciation,1941327723.68,1667464722.26,1428853014.2,1314265524.43
Reconciled Cost Of Revenue,44337498674.2,39213951690.87,32195944681.44,24667044068.07
EBITDA,3523296178.49,2211199635.29,1974082987.5,466820107.76
EBIT,1581968454.81,543734913.03,545229973.3,-847445416.67
Net Interest Income,-238106064.66,-181072213.71,-190226607.0,-156447687.8
Interest Expense,278400210.05,125633886.22,182010992.66,152886965.77
Interest Income,44962817.29,70630379.09,92051252.06,74646446.33
Normalized Income,1075643055.48671,407155798.705777,428165670.261506,-187635846.948878
Net Income From Continuing And Discontinued Operation,1039952625.12,340696536.7,287718532.36,-909330033.76
Total Expenses,45563742415.73,40213146257.11,32909183937.5,25335866596.36
Rent Expense Supplemental,2097105.24,5780548.48,3362059.08,4469390.81
Total Operating Income As Reported,1355629961.38,460198697.09,486852353.34,-927044977.52
Diluted Average Shares,1529342096.0,1548620621.0,1514308065.0,1515550056.0
Basic Average Shares,1507177718.0,1481289290.0,1514308065.0,1515550056.0
Diluted EPS,0.68,0.22,0.19,-0.6
Basic EPS,0.69,0.23,0.19,-0.6
Net Income Common Stockholders,1039952625.12,340696536.7,287718532.36,-909330033.76
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1039952625.12,340696536.7,287718532.36,-909330033.76
Minority Interests,13594639.63,7343953.68,14116841.34,2113139.62
Net Income Including Noncontrolling Interests,1026357985.49,333352583.02,273601691.02,-911443173.38
Net Income Continuous Operations,1026357985.49,333352583.02,273601691.02,-911443173.38
Tax Provision,277210259.27,84748443.79,89617289.62,-88889209.06
Pretax Income,1303568244.76,418101026.81,363218980.64,-1000332382.44
Other Non Operating Income Expenses,-52061716.62,-42097670.28,-123633372.7,-73287404.92
Special Income Charges,-76675243.52,-85466182.38,-174666747.52,-803863574.6
Other Special Charges,-9083388.08,16091512.4,23638071.6,25254941.59
Write Off,33346111.87,17873512.79,77634903.47,49580520.07
Impairment Of Capital Assets,52412519.73,51501157.19,73393772.45,729028112.94
Net Non Operating Interest Income Expense,-238106064.66,-181072213.71,-190226607.0,-156447687.8
Total Other Finance Cost,4668671.9,126068706.58,100266866.4,78207168.36
Interest Expense Non Operating,278400210.05,125633886.22,182010992.66,152886965.77
Interest Income Non Operating,44962817.29,70630379.09,92051252.06,74646446.33
Operating Income,1605750849.92,710492262.86,761509408.53,-81089482.56
Operating Expense,1226243741.53,999194566.24,713239256.06,668822528.29
Other Operating Expenses,105730864.48,95096048.91,68053936.04,51544025.78
Depreciation And Amortization In Income Statement,157236353.56,101872551.15,80135201.14,80551518.57
Depreciation Income Statement,157236353.56,101872551.15,80135201.14,80551518.57
Research And Development,178196911.07,167074627.78,123915290.27,108323420.88
Selling General And Administration,727901984.36,730305561.12,650168609.85,519715065.05
Selling And Marketing Expense,24855217.39,47597483.35,50352061.94,28552165.49
General And Administrative Expense,703046766.97,682708077.77,599816547.91,491162899.56
Rent And Landing Fees,2097105.24,5780548.48,3362059.08,4469390.81
Gross Profit,2831994591.45,1709686829.1,1474748664.59,587733045.73
Cost Of Revenue,44337498674.2,39213951690.87,32195944681.44,24667044068.07
Total Revenue,47169493265.65,40923638519.97,33670693346.03,25254777113.8
Operating Revenue,47169493265.65,40923638519.97,33670693346.03,25254777113.8
