,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1530802166.0,1530802166.0,1530802166.0,1530802166.0
Share Issued,1530802166.0,1530802166.0,1530802166.0,1530802166.0
Net Debt,2973274426.81,2060015731.58,471346234.39,2602226221.68
Total Debt,8004367112.31,7426579412.83,6532986585.07,6562341687.13
Tangible Book Value,7322369953.86,6372955332.45,5808883574.71,5554305656.93
Invested Capital,14780959112.89,13280934951.42,10806975940.73,12664757802.37
Working Capital,-4609602868.21,-3840636237.39,-3819428332.89,-1210036350.1
Net Tangible Assets,7322369953.86,6372955332.45,5808883574.71,5554305656.93
Capital Lease Obligations,2331590934.56,2237990922.75,2250393167.92,1306382432.68
Common Stock Equity,9806680991.31,8788032892.39,8169398344.55,7827957573.48
Total Capitalization,11126881654.14,10282565237.61,8898088266.68,8992869482.28
Total Equity Gross Minority Interest,9807872252.61,8818778615.17,8207490342.44,7877063218.89
Minority Interest,1191261.3,30745722.78,38091997.89,49105645.41
Stockholders Equity,9806680991.31,8788032892.39,8169398344.55,7827957573.48
Treasury Stock,99622000.15,69522203.0,77113667.62,236039015.62
Retained Earnings,5829541951.23,4537065998.14,4197341141.68,3910676963.35
Additional Paid In Capital,2957503320.73,2957503320.73,3015057088.35,3173982436.35
Capital Stock,422012153.0,422012153.0,422012153.0,422012153.0
Common Stock,422012153.0,422012153.0,422012153.0,422012153.0
Total Liabilities Net Minority Interest,15504277613.9,13930891356.71,12124655026.53,10889844237.89
Total Non Current Liabilities Net Minority Interest,3806814578.62,3854181178.66,3101999292.52,2581178789.56
Other Non Current Liabilities,20523858.87,34292420.23,37532402.51,19765553.12
Tradeand Other Payables Non Current,148320.0,1780061.87,8697361.74,
Non Current Deferred Revenue,122221310.03,75256911.14,64831361.81,55988197.16
Non Current Deferred Taxes Liabilities,12129492.33,10328517.45,11855076.41,34130697.8
Long Term Debt And Capital Lease Obligation,3651791597.39,3732523267.97,2979083090.05,2471294341.48
Long Term Capital Lease Obligation,2331590934.56,2237990922.75,2250393167.92,1306382432.68
Long Term Debt,1320200662.83,1494532345.22,728689922.13,1164911908.8
Current Liabilities,11697463035.28,10076710178.05,9022655734.01,8308665448.33
Other Current Liabilities,207112545.15,350842361.97,137594334.08,112638244.93
Current Debt And Capital Lease Obligation,4352575514.92,3694056144.86,3553903495.02,4091047345.65
Current Debt,3654077458.75,2998369713.81,1908887674.05,3671888320.09
Payables,5598688115.2,4713005061.78,4205109373.6,3199664378.89
Other Payable,1471210397.06,1026386287.46,817690970.75,570160866.54
Total Tax Payable,326176550.86,245145397.81,126339233.6,116180643.19
Accounts Payable,3801301167.28,3441473376.51,3261079169.25,2513322869.16
Total Assets,25312149866.51,22749669971.88,20332145368.97,18766907456.78
Total Non Current Assets,18224289699.44,16513596031.22,15128917967.85,11668278358.55
Other Non Current Assets,657380721.79,362191351.77,304133757.08,146193283.03
Non Current Deferred Assets,638419243.38,437757764.3,395367062.91,343233583.09
Non Current Deferred Taxes Assets,222104879.95,174352923.22,177432954.9,273955814.46
Investmentin Financial Assets,560725606.07,767033595.07,471727633.73,390772536.42
Available For Sale Securities,560725606.07,767033595.07,471727633.73,390772536.42
Long Term Equity Investment,25070934.11,42539632.44,94138035.16,97798814.14
Investment Properties,150085895.68,,,
Goodwill And Other Intangible Assets,2484311037.45,2415077559.94,2360514769.84,2273651916.55
Other Intangible Assets,1692320130.92,1623086653.41,1568523863.31,1468032914.34
Goodwill,791990906.53,791990906.53,791990906.53,805619002.21
Net PPE,13470883525.58,12293458967.27,11325603754.23,8142672410.86
Accumulated Depreciation,-4930072094.23,-3949417150.93,-3232739366.14,-2518928318.28
Gross PPE,18400955619.81,16242876118.2,14558343120.37,10661600729.14
Construction In Progress,407647337.52,226496962.47,1246811128.54,727151193.39
Other Properties,3228533733.01,3109230408.34,3143807246.38,2103678918.73
Machinery Furniture Equipment,9827763747.11,7996481258.02,6463743519.12,5392593240.58
Properties,4937010802.17,4910667489.37,3703981226.33,2438177376.44
Current Assets,7087860167.07,6236073940.66,5203227401.12,7098629098.23
Other Current Assets,2898092276.52,1939719097.4,1478721573.22,1044095574.68
Prepaid Assets,332628490.79,289976100.29,303839278.38,245994337.48
Inventory,84577996.59,87797279.66,43580550.8,54538855.03
Other Inventories,,46507702.72,,
Finished Goods,35232561.47,34997534.37,28955007.98,23866826.58
Raw Materials,49345435.12,52799745.29,14625542.82,30672028.45
Other Receivables,245574074.81,211355725.24,216844617.26,186222336.25
Accounts Receivable,1095271590.05,841526240.09,935274754.78,850718390.38
Allowance For Doubtful Accounts Receivable,-141831199.5,-124766798.71,-139192325.72,-68725316.54
Gross Accounts Receivable,1237102789.55,966293038.8,1074467080.5,919443706.92
Cash Cash Equivalents And Short Term Investments,2431715738.31,2865699497.98,2224966626.68,4717059604.41
Other Short Term Investments,430712043.54,432813170.53,58735264.89,2482485597.2
Cash And Cash Equivalents,2001003694.77,2432886327.45,2166231361.79,2234574007.21
Cash Equivalents,13973897.06,28880340.42,21689863.37,29605910.2
Cash Financial,1987029797.71,2404005987.03,2144541498.42,2204968097.01
