,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-11877161.55637,-6468443.127051,-9021681.249517,-3426556.147855
Tax Rate For Calcs,0.160707,0.106684,0.144031,0.112009
Normalized EBITDA,501041559.83,733062286.76,671364570.37,799239132.75
Total Unusual Items,-73905562.2,-60631917.77,-62637238.28,-30591833.71
Total Unusual Items Excluding Goodwill,-73905562.2,-60631917.77,-62637238.28,-30591833.71
Net Income From Continuing Operation Net Minority Interest,101381622.75,287232798.94,224374022.03,272869187.71
Reconciled Depreciation,218096213.93,236710354.01,243546083.75,247330446.89
Reconciled Cost Of Revenue,4996367504.59,5232265213.44,5133065370.34,5119370598.76
EBITDA,427135997.63,672430368.99,608727332.09,768647299.04
EBIT,209039783.7,435720014.98,365181248.34,521316852.15
Net Interest Income,-16601773.69,-27755008.36,-38980302.05,-87164881.51
Interest Expense,23538286.46,39698422.94,51787695.9,100192087.78
Interest Income,7835746.67,12729596.56,13539280.07,14001665.86
Normalized Income,163410023.39363,341396273.582949,277989579.060483,300034465.272145
Net Income From Continuing And Discontinued Operation,101381622.75,287232798.94,224374022.03,272869187.71
Total Expenses,5689832307.02,5996820546.71,5969513501.34,5906518662.55
Total Operating Income As Reported,254847477.53,385033141.02,316322506.73,451510112.04
Diluted Average Shares,2027632455.0,1914885326.0,1869783517.0,1819127918.0
Basic Average Shares,2027632455.0,1914885326.0,1869783517.0,1819127918.0
Diluted EPS,0.05,0.15,0.12,0.15
Basic EPS,0.05,0.15,0.12,0.15
Net Income Common Stockholders,101381622.75,287232798.94,224374022.03,272869187.71
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,101381622.75,287232798.94,224374022.03,272869187.71
Minority Interests,-54308434.24,-66539706.49,-43881257.82,-101085875.62
Net Income Including Noncontrolling Interests,155690056.99,353772505.43,268255279.85,373955063.33
Net Income Continuous Operations,155690056.99,353772505.43,268255279.85,373955063.33
Tax Provision,29811440.25,42249086.61,45138272.59,47169701.04
Pretax Income,185501497.24,396021592.04,313393552.44,421124764.37
Other Non Operating Income Expenses,-69345980.29,10988451.02,-2928954.29,-30385347.67
Special Income Charges,-73905562.2,-60631917.77,-62637238.28,-30591833.71
Other Special Charges,2291981.97,-17801.27,4520.24,423078.87
Write Off,67628076.48,53126703.33,62632718.04,30168754.84
Impairment Of Capital Assets,3985503.75,7523015.71,,
Net Non Operating Interest Income Expense,-16601773.69,-27755008.36,-38980302.05,-87164881.51
Total Other Finance Cost,899233.9,786181.98,731886.22,974459.59
Interest Expense Non Operating,23538286.46,39698422.94,51787695.9,100192087.78
Interest Income Non Operating,7835746.67,12729596.56,13539280.07,14001665.86
Operating Income,342429745.55,464020768.75,380512325.69,565347672.41
Operating Expense,693464802.43,764555333.27,836448131.0,787148063.79
Other Operating Expenses,25012693.95,27426488.11,28185564.31,28703381.29
Depreciation And Amortization In Income Statement,108324977.9,108624897.8,117782330.21,116318892.96
Depreciation Income Statement,108324977.9,108624897.8,117782330.21,116318892.96
Research And Development,4586715.51,4672953.58,1207144.17,1937593.59
Selling General And Administration,333358697.7,394161449.2,482152181.11,427781937.67
Selling And Marketing Expense,238332566.6,275613905.37,332234849.4,300594369.98
General And Administrative Expense,95026131.1,118547543.83,149917331.71,127187567.69
Gross Profit,1035894547.98,1228576102.02,1216960456.69,1352495736.2
Cost Of Revenue,4996367504.59,5232265213.44,5133065370.34,5119370598.76
Total Revenue,6032262052.57,6460841315.46,6350025827.03,6471866334.96
Operating Revenue,6032262052.57,6460841315.46,6350025827.03,6471866334.96
