,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1943851868.0,1943851868.0,1943851868.0,2027228611.0
Share Issued,1943851868.0,1943851868.0,1943851868.0,2027228611.0
Net Debt,,,444061285.63,737642348.38
Total Debt,776342226.84,821809658.54,1367777175.34,1387102526.89
Tangible Book Value,5916762926.21,6068474319.01,5996633762.71,5794765626.13
Invested Capital,7462396917.97,7648686715.47,8151595009.97,7982052004.21
Working Capital,3445216840.53,3352963480.42,3119370263.29,2821750966.71
Net Tangible Assets,5916762926.21,6068474319.01,5996633762.71,5794765626.13
Capital Lease Obligations,20997348.79,21124303.26,22022788.08,24812526.89
Common Stock Equity,6710056421.59,6852401324.17,6808352979.02,6619762004.21
Total Capitalization,6870056421.59,6852401324.17,6808352979.02,6619762004.21
Total Equity Gross Minority Interest,7019921652.03,7142086620.37,7064899974.98,6828501595.87
Minority Interest,309865230.44,289685296.2,256546995.96,208739591.66
Stockholders Equity,6710056421.59,6852401324.17,6808352979.02,6619762004.21
Treasury Stock,199928716.66,127491540.85,,455380297.37
Retained Earnings,456752286.93,532315149.83,373113296.39,271508171.06
Additional Paid In Capital,4302679931.16,4302679931.16,4301741732.02,4673745286.39
Capital Stock,1943851868.0,1943851868.0,1943851868.0,2027228611.0
Common Stock,1943851868.0,1943851868.0,1943851868.0,2027228611.0
Total Liabilities Net Minority Interest,2008414826.86,2102884529.82,2728603407.2,2800143777.11
Total Non Current Liabilities Net Minority Interest,201540445.37,44315595.01,41792672.26,45526373.38
Other Non Current Liabilities,292906.0,307906.0,322906.0,337906.0
Non Current Deferred Revenue,19515977.91,22039139.27,18886493.46,20375940.49
Non Current Deferred Taxes Liabilities,734212.67,844246.48,560484.72,
Long Term Debt And Capital Lease Obligation,180997348.79,21124303.26,22022788.08,24812526.89
Long Term Capital Lease Obligation,20997348.79,21124303.26,22022788.08,24812526.89
Long Term Debt,160000000.0,,,
Current Liabilities,1806874381.49,2058568934.81,2686810734.94,2754617403.73
Other Current Liabilities,1647132.93,2019914.19,3096900.32,6534762.86
Current Debt And Capital Lease Obligation,595344878.05,800685355.28,1345754387.26,1362290000.0
Current Debt,592340496.38,796285391.3,1343242030.95,1362290000.0
Payables,1183945996.89,1227879574.07,1304720918.37,1330356894.52
Other Payable,232104666.18,286545962.2,293593888.71,298932536.38
Dividends Payable,606957.57,606957.57,606957.57,606957.57
Total Tax Payable,23267208.02,37576838.09,33284163.38,37386785.01
Accounts Payable,927967165.12,903149816.21,977235908.71,993430615.56
Total Assets,9028336478.89,9244971150.19,9793503382.18,9628645372.98
Total Non Current Assets,3776245256.87,3833438734.96,3987322383.95,4052277002.54
Other Non Current Assets,32740070.3,,,
Non Current Deferred Assets,69298011.3,81840623.76,97213518.72,118361847.46
Non Current Deferred Taxes Assets,81871272.31,74137989.3,62811642.21,55614574.02
Investmentin Financial Assets,337465156.74,340471682.97,343838520.67,347413184.89
Available For Sale Securities,337465156.74,340471682.97,343838520.67,347413184.89
Investment Properties,35827761.32,34999618.94,,
Goodwill And Other Intangible Assets,793293495.38,783927005.16,811719216.31,824996378.08
Other Intangible Assets,189544200.13,180177709.91,204372575.94,217649737.71
Goodwill,603749295.25,603749295.25,607346640.37,607346640.37
Net PPE,2425749489.52,2518061814.83,2671739486.04,2705891018.09
Accumulated Depreciation,-1973550753.48,-1803273461.96,-1659436470.7,-1461530282.76
Gross PPE,4399300243.0,4321335276.79,4331175956.74,4167421300.85
Construction In Progress,145022006.06,58062889.68,24981048.64,92375183.05
Other Properties,322651019.12,326123508.94,329582640.24,330935298.26
Machinery Furniture Equipment,1414469088.99,1421537844.37,1399040301.52,1348518642.95
Properties,2517158128.83,2515611033.8,2577571966.34,2395592176.59
Current Assets,5252091222.02,5411532415.23,5806180998.23,5576368370.44
Other Current Assets,8870403.95,4856484.85,3654754.38,4695244.43
Prepaid Assets,162131632.76,243026140.74,333536362.37,332541232.68
Inventory,1060430088.41,1000779296.71,1032717630.49,935707688.64
Inventories Adjustments Allowances,0.0,0.0,,
Other Inventories,7475040.61,9743279.39,9401633.3,8923960.86
Finished Goods,699421665.2,722664108.56,698492368.13,624899401.34
Work In Process,49894284.65,67817745.53,82205562.58,111388467.93
Raw Materials,303639097.95,200554163.23,242618066.48,190495858.51
Other Receivables,470803378.49,481612810.35,624267865.99,787092043.78
Accounts Receivable,2534340405.01,2875274703.44,2912823639.68,2891684509.29
Allowance For Doubtful Accounts Receivable,-369929341.27,-330569413.06,-276316598.6,-236901093.83
Gross Accounts Receivable,2904269746.28,3205844116.5,3189140238.28,3128585603.12
Cash Cash Equivalents And Short Term Investments,1015515313.4,805982979.14,899180745.32,624647651.62
Cash And Cash Equivalents,1015515313.4,805982979.14,899180745.32,624647651.62
Cash Equivalents,82900562.82,97511219.73,75132289.32,80769836.65
Cash Financial,932614750.58,708471759.41,824048456.0,543877814.97
