,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,13258663400.0,13258663400.0,13258663400.0,13258663400.0
Share Issued,13258663400.0,13258663400.0,13258663400.0,13258663400.0
Net Debt,33749606000.0,41115503000.0,,24061779000.0
Total Debt,64392816000.0,73521584000.0,84229826000.0,97406021000.0
Tangible Book Value,96157496000.0,87848322000.0,122175512000.0,106029551000.0
Invested Capital,215280386000.0,216580762000.0,214722186000.0,211332188000.0
Working Capital,10889619000.0,21510256000.0,18912852000.0,17468753000.0
Net Tangible Assets,96157496000.0,87848322000.0,122175512000.0,106029551000.0
Capital Lease Obligations,819727000.0,823196000.0,372460000.0,419448000.0
Common Stock Equity,151707297000.0,143882374000.0,130864820000.0,114345615000.0
Total Capitalization,197547211000.0,194650371000.0,183348581000.0,188962194000.0
Total Equity Gross Minority Interest,192028699000.0,182523561000.0,165168143000.0,143071261000.0
Minority Interest,40321402000.0,38641187000.0,34303323000.0,28725646000.0
Stockholders Equity,151707297000.0,143882374000.0,130864820000.0,114345615000.0
Gains Losses Not Affecting Retained Earnings,,,15105108000.0,11725859000.0
Other Equity Adjustments,,,15105108000.0,11725859000.0
Retained Earnings,86241352000.0,77280846000.0,64747561000.0,51527928000.0
Additional Paid In Capital,,37753488000.0,37753488000.0,37833165000.0
Capital Stock,13258663000.0,13258663000.0,13258663000.0,13258663000.0
Common Stock,13258663000.0,13258663000.0,13258663000.0,13258663000.0
Total Liabilities Net Minority Interest,165765797000.0,166631766000.0,175055030000.0,179539134000.0
Total Non Current Liabilities Net Minority Interest,63589852000.0,68473801000.0,70056840000.0,91599531000.0
Other Non Current Liabilities,68068000.0,33126000.0,6018472000.0,4258397000.0
Non Current Pension And Other Postretirement Benefit Plans,113677000.0,108237000.0,,
Tradeand Other Payables Non Current,4615273000.0,5304384000.0,4315655000.0,4186614000.0
Non Current Deferred Liabilities,,,6866492000.0,8118493000.0
Non Current Deferred Revenue,959022000.0,993739000.0,2218612000.0,2329550000.0
Non Current Deferred Taxes Liabilities,4443628000.0,4661399000.0,4647880000.0,5788943000.0
Long Term Debt And Capital Lease Obligation,46567646000.0,51484087000.0,52856221000.0,75036027000.0
Long Term Capital Lease Obligation,727732000.0,716090000.0,372460000.0,419448000.0
Long Term Debt,45839914000.0,50767997000.0,52483761000.0,74616579000.0
Long Term Provisions,6822538000.0,5888829000.0,,
Current Liabilities,102175945000.0,98157965000.0,104998190000.0,87939603000.0
Other Current Liabilities,,30321721000.0,22875142000.0,19104147000.0
Current Deferred Liabilities,,,6236819000.0,5372787000.0
Current Deferred Revenue,,,6236819000.0,5372787000.0
