,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,5351801936.0,5351793530.0,2507826471.0,2350879797.0
Share Issued,5351801936.0,5351793530.0,2507826471.0,2350879797.0
Net Debt,1589381101.58,,,
Total Debt,7866534745.93,5903169059.65,5610243235.14,6292680190.81
Tangible Book Value,14837968179.57,14146089136.3,11024181883.63,5775060193.36
Invested Capital,23274925970.78,21340561366.13,18310342329.57,15791380969.46
Working Capital,1736438919.74,4384299605.28,2953643632.56,1550541050.56
Net Tangible Assets,14837968179.57,14146089136.3,11024181883.63,5775060193.36
Capital Lease Obligations,1284697.43,8043061.78,15626219.36,22882828.45
Common Stock Equity,16880930621.74,16011101536.17,12894174671.24,9753806918.75
Total Capitalization,23198819058.46,20934013235.2,16163655135.15,12529255345.74
Total Equity Gross Minority Interest,17299687998.16,16443920870.16,13324256711.36,10395918711.89
Minority Interest,418757376.42,432819333.99,430082040.12,642111793.14
Stockholders Equity,16880930621.74,16011101536.17,12894174671.24,9753806918.75
Other Equity Interest,319432133.9,319436302.4,319455339.71,398926788.42
Retained Earnings,6151243507.92,5472100046.81,4488920453.76,2233641564.14
Additional Paid In Capital,3621633312.99,3621613322.89,2395185248.72,2103054972.11
Capital Stock,5351801936.0,5351793530.0,4611017009.0,2350879797.0
Common Stock,5351801936.0,5351793530.0,4611017009.0,2350879797.0
Total Liabilities Net Minority Interest,16061208085.57,14389454644.4,13913596475.38,15451295330.48
Total Non Current Liabilities Net Minority Interest,8138305372.93,7272699120.14,5772801963.82,5499625642.68
Other Non Current Liabilities,511906189.7,981679702.97,964612871.67,1062924566.52
Tradeand Other Payables Non Current,957470180.84,1025841384.14,1195406374.56,1404978715.6
Non Current Deferred Revenue,340350668.99,280437603.19,269895639.15,233391105.12
Non Current Deferred Taxes Liabilities,9405199.25,53785669.03,57780395.17,
Long Term Debt And Capital Lease Obligation,6319173134.15,4930954760.81,3285106683.27,2798331255.44
Long Term Capital Lease Obligation,1284697.43,8043061.78,15626219.36,22882828.45
Long Term Debt,6317888436.72,4922911699.03,3269480463.91,2775448426.99
Current Liabilities,7922902712.64,7116755524.26,8140794511.56,9951669687.8
Other Current Liabilities,46257552.81,50300200.94,91131577.5,123325342.27
Current Debt And Capital Lease Obligation,1547361611.78,972214298.84,2325136551.87,3494348935.37
Current Debt,76106912.32,406548130.93,2146687194.42,3262125623.72
Payables,6169476453.41,5796578511.87,5156220842.78,5688353423.96
Other Payable,1458934851.29,1541115517.65,1615881044.07,2133202502.52
Total Tax Payable,192977838.43,298098526.89,352071253.07,553310519.44
Accounts Payable,4517563763.69,3957364467.33,3188268545.64,3001840402.0
Total Assets,33360896083.73,30833375514.56,27237853186.74,25847214042.37
Total Non Current Assets,23701554451.35,19332320385.02,16143415042.62,14345003304.01
Other Non Current Assets,1179449593.97,596089099.01,397958369.71,297059521.74
Non Current Deferred Assets,107607549.16,196655477.54,114529539.25,240989.94
Non Current Deferred Taxes Assets,381965335.8,406116513.34,351559058.07,331908025.94
Investmentin Financial Assets,39155704.46,185380680.79,179428727.41,10191168.72
Held To Maturity Securities,30138750.0,175314863.03,169487363.03,
Available For Sale Securities,9016954.46,10065817.76,9941364.38,10191168.72
Investment Properties,24310649.48,,,25554553.78
Goodwill And Other Intangible Assets,2042962442.17,1865012399.87,1869992787.61,3978746725.39
Other Intangible Assets,2042962442.17,1865012399.87,1869992787.61,3978746725.39
Net PPE,19926103176.31,16083066214.47,13229946560.57,9701302318.5
Accumulated Depreciation,-12149065156.27,-11270028910.28,-10087267742.28,-4314350657.1
Gross PPE,32075168332.58,27353095124.75,23317214302.85,14015652975.6
Construction In Progress,7281412666.95,4396699919.37,1758580764.5,1235480994.93
Other Properties,775505579.8,1063600467.55,990674432.26,4582356167.16
Machinery Furniture Equipment,10243632828.46,9202091921.93,8300160113.58,3768758374.15
Buildings And Improvements,,,,2697457610.74
Properties,13774617257.37,12690702815.9,12267798992.51,4429057439.36
Current Assets,9659341632.38,11501055129.54,11094438144.12,11502210738.36
Other Current Assets,1788207934.27,1024306085.63,300000381.42,307982380.82
Prepaid Assets,55661787.18,55384927.37,88770262.14,133526209.21
Inventory,1001860775.42,780555803.88,538807384.29,275791041.05
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,2374368.77,741326.55,127033386.41
Finished Goods,830569147.15,602131360.22,400859278.85,60210206.65
Work In Process,5752960.08,7773367.21,10175098.16,7791686.02
Raw Materials,165538668.19,168276707.68,127031680.73,80755761.97
Other Receivables,356320527.32,421061938.99,564777214.75,1823845747.11
Accounts Receivable,885249127.86,991555786.79,743335381.45,734956852.71
Allowance For Doubtful Accounts Receivable,-243677289.49,-232458723.08,-230016620.02,-122656932.01
Gross Accounts Receivable,1128926417.35,1224014509.87,973352001.47,414535080.55
Cash Cash Equivalents And Short Term Investments,5572041480.33,8228190586.88,8858747520.07,8226108507.46
Other Short Term Investments,767427232.87,20045500.0,1290903616.45,1815813325.12
Cash And Cash Equivalents,4804614247.46,8208145086.88,7567843903.62,6410295182.34
Cash Equivalents,10519459.5,21732378.78,56127957.08,463016.85
Cash Financial,4794094787.96,8186412708.1,7511715946.54,4635748250.23
