,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-3178770155.98,-1170160379.4,2360697825.67,2350389627.04
Repayment Of Debt,-782247530.94,-2550388000.0,-6501800000.0,-6274900000.0
Issuance Of Debt,2732447578.94,2783198330.94,5678867200.0,6340400000.0
Capital Expenditure,-5290058555.96,-3019957913.97,-2704298059.97,-1953378422.93
End Cash Position,4794094787.96,8186412708.1,7511715946.54,6259603560.93
Beginning Cash Position,8186412708.1,7511715946.54,6259603560.93,6016734688.87
Changes In Cash,-3392317920.14,674696761.56,1252112385.61,242868872.06
Financing Cash Flow,1018961093.4,1454003650.69,-1276723813.61,-315294378.19
Net Other Financing Charges,-180919755.32,2101407542.74,55811757.79,279464997.52
Cash Dividends Paid,-750319199.28,-880214222.99,-509602771.4,-660259375.71
Net Issuance Payments Of Debt,1950200048.0,232810330.94,-822932800.0,65500000.0
Net Long Term Debt Issuance,1950200048.0,232810330.94,-822932800.0,65500000.0
Long Term Debt Payments,-782247530.94,-2550388000.0,-6501800000.0,-6274900000.0
Long Term Debt Issuance,2732447578.94,2783198330.94,5678867200.0,6340400000.0
Investing Cash Flow,-6522567413.52,-2629104423.7,-2536159686.42,-3745604799.72
Net Other Investing Changes,20671947.86,-674970000.0,-108330000.0,-16980000.0
Net Investment Purchase And Sale,-1264229680.28,1060608131.83,631690905.79,-1775413434.39
Sale Of Investment,245516789.67,4120608131.83,2632162905.79,754586565.61
Purchase Of Investment,-1509746469.95,-3060000000.0,-2000472000.0,-2530000000.0
Net Business Purchase And Sale,,,-419255541.08,
Purchase Of Business,,,-419255541.08,
Net PPE Purchase And Sale,-5279009681.1,-3014742555.53,-2640265051.13,-1953211365.33
Sale Of PPE,11048874.86,5215358.44,64033008.84,167057.6
Purchase Of PPE,-5290058555.96,-3019957913.97,-2704298059.97,-1953378422.93
Operating Cash Flow,2111288399.98,1849797534.57,5064995885.64,4303768049.97
Change In Working Capital,-1240201247.33,-1974104432.64,287894263.19,865718804.87
Change In Other Current Assets,-20229292.24,-58552181.41,30069599.44,-126771177.25
Change In Payable,-260826416.04,-318185178.51,403358936.65,297596808.54
Change In Inventory,-382850247.03,-229789808.81,-308610710.46,75316913.45
Change In Receivables,-576295292.02,-1367577263.91,163076437.56,619576260.13
Other Non Cash Items,439248130.31,445948658.69,315547422.15,379310349.02
Depreciation And Amortization,1332615751.87,1387198866.84,1144918127.93,1217995117.56
Amortization Cash Flow,151928446.47,166076363.69,161841688.97,142423474.35
Depreciation,1180687305.4,1221122503.15,983076438.96,1075571643.21
Gain Loss On Investment Securities,-9603325.5,-18787674.78,-17739239.92,-18171210.6
Gain Loss On Sale Of PPE,10647983.12,60879.78,11691449.98,30094377.24
Net Income From Continuing Operations,1215461195.34,1743097540.95,3195000831.12,2039749601.73
Cash Flowsfromusedin Operating Activities Direct,2111288399.98,1849797534.57,5064995885.64,4303768049.97
Taxes Refund Paid Direct,-1602317439.17,-1848378706.91,-2138401616.28,-1708628795.8
Classesof Cash Payments,-7268074870.23,-9176543974.79,-8148068402.99,-6918774922.53
Other Cash Paymentsfrom Operating Activities,-669105024.52,-603355021.93,-633763443.82,-864512115.37
Paymentson Behalfof Employees,-4212504874.76,-4257630841.07,-3999345309.46,-3663440884.54
Paymentsto Suppliersfor Goodsand Services,-2386464970.95,-4315558111.79,-3514959649.71,-2390821922.62
Classesof Cash Receiptsfrom Operating Activities,10981680709.38,12874720216.27,15351465904.91,12931171768.3
Other Cash Receiptsfrom Operating Activities,402271061.68,400122664.58,430286127.49,433979986.82
Receiptsfrom Customers,10579409647.7,12474597551.69,14921179777.42,12497191781.48
