,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,91670000.0,91670000.0,91670000.0,68750000.0
Share Issued,91670000.0,91670000.0,91670000.0,68750000.0
Total Debt,1665928.55,2253882.3,2816292.0,18576354.1
Tangible Book Value,1824351328.58,1924380462.34,1864638835.08,720764614.09
Invested Capital,1886913269.9,1945625202.37,1886612015.06,761415748.91
Working Capital,1466355613.17,1536714297.98,1499869430.27,343432087.94
Net Tangible Assets,1824351328.58,1924380462.34,1864638835.08,720764614.09
Capital Lease Obligations,1010139.34,1665928.55,2253882.3,
Common Stock Equity,1886913269.9,1945625202.37,1886612015.06,742839394.81
Total Capitalization,1886913269.9,1945625202.37,1886612015.06,742839394.81
Total Equity Gross Minority Interest,1886913269.9,1945625202.37,1886612015.06,742839394.81
Stockholders Equity,1886913269.9,1945625202.37,1886612015.06,742839394.81
Treasury Stock,20141709.46,,,
Retained Earnings,624968060.47,663538283.48,604525096.17,463887472.79
Additional Paid In Capital,1143631284.87,1143631284.87,1143631284.87,163416288.0
Capital Stock,91670000.0,91670000.0,91670000.0,68750000.0
Common Stock,91670000.0,91670000.0,91670000.0,68750000.0
Total Liabilities Net Minority Interest,200840818.36,170454664.53,211750708.62,227466681.73
Total Non Current Liabilities Net Minority Interest,55595616.7,58350303.61,61838996.82,54300001.75
Non Current Deferred Revenue,36988205.5,35273647.42,38375085.5,36419523.55
Non Current Deferred Taxes Liabilities,17597271.86,21410727.64,21210029.02,17880478.2
Long Term Debt And Capital Lease Obligation,1010139.34,1665928.55,2253882.3,
Long Term Capital Lease Obligation,1010139.34,1665928.55,2253882.3,
Current Liabilities,145245201.66,112104360.92,149911711.8,173166679.98
Other Current Liabilities,575729.24,2872600.43,3181693.59,2880608.03
Current Debt And Capital Lease Obligation,655789.21,587953.75,562409.7,18576354.1
Current Debt,,,,18576354.1
Payables,142591688.45,106547677.96,137452456.69,144982355.42
Other Payable,18852531.26,19425343.18,17684306.55,15368174.26
Total Tax Payable,5493112.16,2155813.53,4906778.46,4657437.46
Accounts Payable,118246045.03,84966521.25,114861371.68,124956743.7
Total Assets,2087754088.26,2116079866.9,2098362723.68,970306076.54
Total Non Current Assets,476153273.43,467261208.0,448581581.61,453707308.62
Other Non Current Assets,4518584.67,25514810.34,8177312.54,6311010.59
Non Current Deferred Assets,3278452.81,4547531.29,,
Non Current Deferred Taxes Assets,66866.17,5986.95,1960.56,1608821.06
Investmentin Financial Assets,5000001.0,26266071.85,,
Available For Sale Securities,5000001.0,26266071.85,,
Investment Properties,1817341.6,2066258.2,2315174.8,2564091.4
Goodwill And Other Intangible Assets,62561941.32,21244740.03,21973179.98,22074780.72
Other Intangible Assets,62561941.32,21244740.03,21973179.98,22074780.72
Net PPE,398910085.86,387615809.34,416113953.73,421148604.85
Accumulated Depreciation,-365586735.99,-324549533.42,-275729472.27,-228922313.03
Gross PPE,764496821.85,712165342.76,691843426.0,650070917.88
Construction In Progress,38150115.63,1488909.7,431616.32,12171837.93
Other Properties,10175055.98,10233406.12,10555273.85,6673275.23
Machinery Furniture Equipment,461994460.58,447022054.4,429296654.87,377734419.87
Properties,254177189.66,253420972.54,251559880.96,253491384.85
Current Assets,1611600814.83,1648818658.9,1649781142.07,516598767.92
Other Current Assets,5983343.96,5114141.54,3456836.08,1456582.58
Prepaid Assets,764948.12,3473429.49,5096926.46,2954836.22
Inventory,154827314.83,157088457.15,122688096.16,68597809.23
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,7455005.82
Finished Goods,102324193.33,128144633.98,77851099.06,45562066.84
Work In Process,24222563.83,7796243.16,20813352.53,292085.91
Raw Materials,28280557.67,21147580.01,24023644.57,15288650.66
Other Receivables,14678727.8,3758896.29,5732083.15,4458483.63
Accounts Receivable,87511380.56,60085626.7,92142877.25,85459927.55
Allowance For Doubtful Accounts Receivable,-4667447.5,-3162401.41,-5242232.52,-4814252.74
Gross Accounts Receivable,92178828.06,63248028.11,97385109.77,90274180.29
Cash Cash Equivalents And Short Term Investments,1347835099.56,1419298107.73,1420664322.97,353671128.71
Other Short Term Investments,1123108330.35,1069563009.76,1160976414.43,21613860.21
Cash And Cash Equivalents,224726769.21,349735097.97,259687908.54,332057268.5
Cash Equivalents,16006071.11,11920749.67,0.0,19438666.56
Cash Financial,208720698.1,337814348.3,259687908.54,312618601.94
