,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,951034969.0,951034969.0,951034969.0,978571946.0
Share Issued,951034969.0,951034969.0,951034969.0,978571946.0
Net Debt,726702787.14,735267644.23,637449187.77,512135481.98
Total Debt,1305749007.05,1543983061.04,1447129427.2,1196347483.45
Tangible Book Value,1846841612.92,1896405215.14,1960225561.94,2022607022.12
Invested Capital,3450890890.58,3789865889.98,3804610031.05,3583396407.52
Working Capital,632863255.32,539450853.45,768389421.06,869415906.7
Net Tangible Assets,1846841612.92,1896405215.14,1960225561.94,2022607022.12
Capital Lease Obligations,6365163.37,2449914.91,2250738.66,2227813.33
Common Stock Equity,2230763332.57,2292216094.57,2361881610.56,2430054621.42
Total Capitalization,2421748392.57,2400716094.57,2411881610.56,2430054621.42
Total Equity Gross Minority Interest,2263479840.49,2338551314.14,2414900069.88,2487794432.52
Minority Interest,32716507.92,46335219.57,53018459.32,57739811.1
Stockholders Equity,2230763332.57,2292216094.57,2361881610.56,2430054621.42
Treasury Stock,,,,111328641.49
Retained Earnings,353744829.51,424968602.98,497621926.76,572029257.76
Additional Paid In Capital,813012989.67,813012989.67,813012989.67,896804654.16
Capital Stock,951034969.0,951034969.0,951034969.0,978571946.0
Common Stock,951034969.0,951034969.0,951034969.0,978571946.0
Total Liabilities Net Minority Interest,2142301726.99,2443227456.61,2123818026.97,1934634050.18
Total Non Current Liabilities Net Minority Interest,226204624.61,143636489.37,89268527.62,44757174.68
Non Current Deferred Revenue,25044435.19,29008729.74,33146898.97,38636919.22
Non Current Deferred Taxes Liabilities,3809966.05,3677844.72,3870889.99,3892442.13
Long Term Debt And Capital Lease Obligation,197350223.37,110949914.91,52250738.66,2227813.33
Long Term Capital Lease Obligation,6365163.37,2449914.91,2250738.66,2227813.33
Long Term Debt,190985060.0,108500000.0,50000000.0,
Current Liabilities,1916097102.38,2299590967.24,2034549499.35,1889876875.5
Other Current Liabilities,2878959.83,3934829.89,3309086.83,3759428.16
Current Debt And Capital Lease Obligation,1108398783.68,1433033146.13,1394878688.54,1194119670.12
Current Debt,1029142498.01,1389149795.41,1392728420.49,1153341786.1
Payables,782673513.83,832355074.92,610856925.41,662920586.46
Other Payable,28492364.18,28024428.56,25827537.34,33088399.37
Dividends Payable,,0.0,0.0,
Total Tax Payable,14377874.77,19271042.46,24456310.03,9101070.07
Accounts Payable,739803274.88,785059603.9,560573078.04,620731117.02
Total Assets,4405781567.48,4781778770.75,4538718096.85,4422428482.7
Total Non Current Assets,1856821209.78,1942736950.06,1735779176.44,1663135700.5
Other Non Current Assets,5359472.14,7372943.16,33866399.89,10888185.79
Non Current Deferred Assets,10676736.37,11666527.09,15702421.71,9372104.41
Non Current Deferred Taxes Assets,45285120.9,41832517.11,33056222.94,26746983.25
Long Term Equity Investment,23098375.18,19902977.88,17828776.47,16603290.36
Goodwill And Other Intangible Assets,383921719.65,395810879.43,401656048.62,407447599.3
Other Intangible Assets,120963605.76,132852765.54,138697934.73,144489485.41
Goodwill,262958113.89,262958113.89,262958113.89,262958113.89
Net PPE,1388479785.54,1466151105.39,1233669306.81,1192077537.39
Accumulated Depreciation,-899876522.92,-786475412.05,-708560919.16,-614717867.25
Gross PPE,2288356308.46,2252626517.44,1942230225.97,1806795404.64
Construction In Progress,337310371.02,312572723.66,425485144.37,329366725.7
Other Properties,71400939.64,67730167.84,65823487.87,38422579.1
Machinery Furniture Equipment,1096400749.35,1090330124.8,976568329.08,966578790.93
Properties,783244248.45,781993501.14,474353264.65,472427308.91
Current Assets,2548960357.7,2839041820.69,2802938920.41,2759292782.2
Other Current Assets,35849519.42,29906737.27,24880572.67,42886119.48
Prepaid Assets,22429693.56,33405373.64,32801646.49,26889931.14
Inventory,355105415.31,352505822.86,390439010.18,415717363.42
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,100804528.66,136739411.04,162838553.31,191789886.8
Work In Process,148634093.89,114448679.78,104876826.04,105174784.91
Raw Materials,105666792.76,101317732.04,122723630.83,118752691.71
Other Receivables,310905904.03,410307183.1,344784940.0,297157995.99
Accounts Receivable,1326715021.63,1246005345.79,1195253518.35,1160435068.05
Allowance For Doubtful Accounts Receivable,-190467253.48,-152973526.5,-123337958.32,-99302729.37
Gross Accounts Receivable,1517182275.11,1398978872.29,1318591476.67,1259737797.42
Cash Cash Equivalents And Short Term Investments,497954803.75,766911358.03,814779232.72,816206304.12
Other Short Term Investments,4530032.88,4529206.85,9500000.0,175000000.0
Cash And Cash Equivalents,493424770.87,762382151.18,805279232.72,641206304.12
Cash Equivalents,155278736.77,110201384.18,89291677.58,95864052.74
Cash Financial,338146034.1,652180767.0,715987555.14,545342251.38
