,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-5029695.175533,-9847129.24,-8179575.585,-1243581.494152
Tax Rate For Calcs,0.134196,0.25,0.25,0.042271
Normalized EBITDA,220902588.16,191466473.55,198175919.81,269130976.85
Total Unusual Items,-37480262.99,-39388516.96,-32718302.34,-29419028.64
Total Unusual Items Excluding Goodwill,-37480262.99,-39388516.96,-32718302.34,-29419028.64
Net Income From Continuing Operation Net Minority Interest,33650734.9,25437980.91,26927904.7,84311938.66
Reconciled Depreciation,122335789.41,99799165.74,104683529.82,108525203.56
Reconciled Cost Of Revenue,2068893705.55,2248968928.59,2211569633.86,2201601406.55
EBITDA,183422325.17,152077956.59,165457617.47,239711948.21
EBIT,61086535.76,52278790.85,60774087.65,131186744.65
Net Interest Income,-33100195.08,-37721883.43,-36895352.65,-48437333.45
Interest Expense,37949637.08,43209165.69,40382900.21,47728430.1
Interest Income,5966683.3,6493135.71,4851407.4,2275662.99
Normalized Income,66101302.714467,54979368.63,51466631.455,112487385.805848
Net Income From Continuing And Discontinued Operation,33650734.9,25437980.91,26927904.7,84311938.66
Total Expenses,2330494348.67,2496045009.61,2456945506.11,2431741240.76
Total Operating Income As Reported,23036986.3,10334966.34,12591632.27,76534972.4
Diluted Average Shares,950585732.0,952733367.0,951516067.0,843119387.0
Basic Average Shares,950585732.0,952733367.0,951516067.0,843119387.0
Diluted EPS,0.0354,0.0267,0.0283,0.1
Basic EPS,0.0354,0.0267,0.0283,0.1
Net Income Common Stockholders,33650734.9,25437980.91,26927904.7,84311938.66
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,33650734.9,25437980.91,26927904.7,84311938.66
Minority Interests,13618711.65,6683239.75,4721351.78,4381518.14
Net Income Including Noncontrolling Interests,20032023.25,18754741.16,22206552.92,79930420.52
Net Income Continuous Operations,20032023.25,18754741.16,22206552.92,79930420.52
Tax Provision,3104875.43,-9685116.0,-1815365.48,3527894.03
Pretax Income,23136898.68,9069625.16,20391187.44,83458314.55
Other Non Operating Income Expenses,99912.38,-1265341.18,7799555.17,6923342.15
Special Income Charges,-37510295.87,-39388516.96,-32718302.34,-29419028.64
Other Special Charges,284937.47,-71576.5,236628.49,15816.49
Write Off,25455777.79,38214697.5,27521787.78,29267601.41
Impairment Of Capital Assets,11769580.61,1245395.96,4959886.07,135610.74
Net Non Operating Interest Income Expense,-33100195.08,-37721883.43,-36895352.65,-48437333.45
Total Other Finance Cost,1117241.3,1005853.45,1363859.84,2984566.34
Interest Expense Non Operating,37949637.08,43209165.69,40382900.21,47728430.1
Interest Income Non Operating,5966683.3,6493135.71,4851407.4,2275662.99
Operating Income,87107356.72,75011404.55,59293962.88,159534265.13
Operating Expense,261600643.12,247076081.02,245375872.25,230139834.21
Other Operating Expenses,21391996.71,19440057.49,16270275.35,16231113.13
Depreciation And Amortization In Income Statement,43114599.21,34392916.45,13570758.1,13078424.77
Depreciation Income Statement,43114599.21,34392916.45,13570758.1,13078424.77
Research And Development,125837406.5,120391427.08,125160210.13,118860803.99
Selling General And Administration,30530525.12,34785722.33,30196715.5,28848004.69
Selling And Marketing Expense,12350258.74,12378070.15,8270242.97,9190105.01
General And Administrative Expense,18180266.38,22407652.18,21926472.53,19657899.68
Gross Profit,348707999.84,322087485.57,304669835.13,389674099.34
Cost Of Revenue,2068893705.55,2248968928.59,2211569633.86,2201601406.55
Total Revenue,2417601705.39,2571056414.16,2516239468.99,2591275505.89
Operating Revenue,2417601705.39,2571056414.16,2516239468.99,2591275505.89
