Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2025-09-30 00:00:00+08:00,,,,,0,0.1,0.0
2025-09-29 00:00:00+08:00,32.540000915527344,32.880001068115234,31.149999618530273,32.09000015258789,5877861,0.0,0.0
2025-09-26 00:00:00+08:00,31.18000030517578,32.40999984741211,30.989999771118164,32.09000015258789,4320200,0.0,0.0
2025-09-25 00:00:00+08:00,32.33000183105469,32.58000183105469,31.979999542236328,32.540000915527344,3657380,0.0,0.0
2025-09-24 00:00:00+08:00,32.58000183105469,32.58000183105469,30.610000610351562,30.899999618530273,6100513,0.0,0.0
2025-09-23 00:00:00+08:00,31.170000076293945,32.0,30.0,31.25,7911680,0.0,0.0
2025-09-22 00:00:00+08:00,31.3700008392334,32.599998474121094,30.8799991607666,31.979999542236328,7619980,0.0,0.0
2025-09-19 00:00:00+08:00,32.0,32.68000030517578,31.969999313354492,32.0099983215332,3862400,0.0,0.0
2025-09-18 00:00:00+08:00,32.220001220703125,32.86000061035156,31.739999771118164,32.400001525878906,5208093,0.0,0.0
2025-09-17 00:00:00+08:00,32.47999954223633,33.970001220703125,32.0,33.150001525878906,6216820,0.0,0.0
2025-09-16 00:00:00+08:00,33.040000915527344,33.31999969482422,32.0,32.15999984741211,7759860,0.0,0.0
2025-09-15 00:00:00+08:00,32.209999084472656,32.79999923706055,31.739999771118164,32.7599983215332,6049528,0.0,0.0
2025-09-12 00:00:00+08:00,32.65999984741211,33.20000076293945,31.90999984741211,32.38999938964844,6337152,0.0,0.0
2025-09-11 00:00:00+08:00,32.400001525878906,33.0,31.049999237060547,31.299999237060547,9049338,0.0,0.0
2025-09-10 00:00:00+08:00,31.440000534057617,32.09000015258789,31.309999465942383,31.610000610351562,3791733,0.0,0.0
2025-09-09 00:00:00+08:00,31.709999084472656,32.2400016784668,31.239999771118164,32.06999969482422,7199347,0.0,0.0
2025-09-08 00:00:00+08:00,32.0,32.22999954223633,31.010000228881836,31.489999771118164,10993737,0.0,0.0
2025-09-05 00:00:00+08:00,31.34000015258789,31.34000015258789,28.489999771118164,28.489999771118164,12692159,0.0,0.0
2025-09-04 00:00:00+08:00,28.489999771118164,29.43000030517578,27.959999084472656,29.110000610351562,9176999,0.0,0.0
2025-09-03 00:00:00+08:00,28.8700008392334,30.43000030517578,28.299999237060547,30.399999618530273,11087664,0.0,0.0
2025-09-02 00:00:00+08:00,30.440000534057617,31.200000762939453,29.709999084472656,30.68000030517578,7074309,0.0,0.0
2025-09-01 00:00:00+08:00,30.690000534057617,30.989999771118164,30.030000686645508,30.860000610351562,5610321,0.0,0.0
2025-08-29 00:00:00+08:00,30.799999237060547,30.940000534057617,30.020000457763672,30.59000015258789,8991890,0.0,0.0
2025-08-28 00:00:00+08:00,30.389999389648438,30.6299991607666,29.0,29.229999542236328,9574359,0.0,0.0
2025-08-27 00:00:00+08:00,29.239999771118164,30.479999542236328,29.079999923706055,29.84000015258789,8567940,0.0,0.0
2025-08-26 00:00:00+08:00,29.760000228881836,30.450000762939453,29.389999389648438,29.5,5696271,0.0,0.0
2025-08-25 00:00:00+08:00,29.729999542236328,30.329999923706055,29.229999542236328,30.309999465942383,9082094,0.0,0.0
2025-08-22 00:00:00+08:00,29.829999923706055,30.06999969482422,29.200000762939453,29.610000610351562,9565233,0.0,0.0
2025-08-21 00:00:00+08:00,29.610000610351562,29.8799991607666,29.309999465942383,29.3799991607666,9256542,0.0,0.0
2025-08-20 00:00:00+08:00,29.549999237060547,29.899999618530273,27.100000381469727,27.299999237060547,15478120,0.0,0.0
2025-08-19 00:00:00+08:00,27.31999969482422,27.68000030517578,26.799999237060547,27.670000076293945,8895952,0.0,0.0
2025-08-18 00:00:00+08:00,27.670000076293945,28.299999237060547,26.520000457763672,26.979999542236328,12765038,0.0,0.0
2025-08-15 00:00:00+08:00,26.989999771118164,27.34000015258789,26.0,26.100000381469727,9277235,0.0,0.0
2025-08-14 00:00:00+08:00,25.969999313354492,26.540000915527344,25.899999618530273,26.389999389648438,7481100,0.0,0.0
2025-08-13 00:00:00+08:00,26.209999084472656,26.65999984741211,25.959999084472656,26.600000381469727,13600964,0.0,0.0
2025-08-12 00:00:00+08:00,26.549999237060547,26.799999237060547,25.8799991607666,26.799999237060547,10785431,0.0,0.0
2025-08-11 00:00:00+08:00,26.65999984741211,26.65999984741211,25.299999237060547,25.700000762939453,13191880,0.0,0.0
2025-08-08 00:00:00+08:00,25.68000030517578,25.850000381469727,24.989999771118164,25.25,8273846,0.0,0.0
2025-08-07 00:00:00+08:00,25.25,25.850000381469727,25.09000015258789,25.43000030517578,8626093,0.0,0.0
2025-08-06 00:00:00+08:00,25.40999984741211,26.479999542236328,25.270000457763672,25.799999237060547,15322558,0.0,0.0
2025-08-05 00:00:00+08:00,25.799999237060547,26.260000228881836,25.610000610351562,26.239999771118164,9751027,0.0,0.0
2025-08-04 00:00:00+08:00,26.09000015258789,26.1299991607666,24.729999542236328,25.610000610351562,11447030,0.0,0.0
2025-08-01 00:00:00+08:00,25.59000015258789,25.600000381469727,24.899999618530273,25.25,13271733,0.0,0.0
2025-07-31 00:00:00+08:00,25.299999237060547,26.219999313354492,24.889999389648438,24.959999084472656,15862652,0.0,0.0
2025-07-30 00:00:00+08:00,25.010000228881836,25.200000762939453,24.100000381469727,24.25,19766455,0.0,0.0
2025-07-29 00:00:00+08:00,24.469999313354492,24.790000915527344,22.3799991607666,22.3799991607666,28075731,0.0,0.0
2025-07-28 00:00:00+08:00,22.540000915527344,22.549999237060547,21.829999923706055,22.010000228881836,8464578,0.0,0.0
2025-07-25 00:00:00+08:00,22.010000228881836,22.049999237060547,21.600000381469727,21.850000381469727,4509981,0.0,0.0
2025-07-24 00:00:00+08:00,21.84000015258789,22.100000381469727,21.40999984741211,21.510000228881836,6179077,0.0,0.0
2025-07-23 00:00:00+08:00,21.5,21.6200008392334,21.399999618530273,21.549999237060547,6175811,0.0,0.0
2025-07-22 00:00:00+08:00,21.5,21.68000030517578,20.899999618530273,20.93000030517578,10701025,0.0,0.0
2025-07-21 00:00:00+08:00,21.010000228881836,21.399999618530273,20.829999923706055,20.899999618530273,6479328,0.0,0.0
2025-07-18 00:00:00+08:00,20.899999618530273,20.93000030517578,20.59000015258789,20.75,4847210,0.0,0.0
2025-07-17 00:00:00+08:00,20.739999771118164,21.110000610351562,19.729999542236328,19.850000381469727,11108543,0.0,0.0
2025-07-16 00:00:00+08:00,19.850000381469727,20.079999923706055,19.799999237060547,20.0,3095938,0.0,0.0
2025-07-15 00:00:00+08:00,19.940000534057617,20.0,19.75,19.799999237060547,2927659,0.0,0.0
2025-07-14 00:00:00+08:00,19.860000610351562,19.959999084472656,19.739999771118164,19.899999618530273,3157200,0.0,0.0
