,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-15567030.657578,-31193296.930415,12048898.511756,-22289285.329819
Tax Rate For Calcs,0.210325,0.181486,0.187341,0.181844
Normalized EBITDA,9616965824.82,9992948205.06,9208526675.61,7848023359.01
Total Unusual Items,-74014223.23,-171876711.69,64315340.69,-122573334.7
Total Unusual Items Excluding Goodwill,-74014223.23,-171876711.69,64315340.69,-122573334.7
Net Income From Continuing Operation Net Minority Interest,4593870605.31,4946691605.41,4413271587.29,3724115165.87
Reconciled Depreciation,2598385000.69,2540762631.84,2524478649.1,2045785419.83
Reconciled Cost Of Revenue,14188011306.93,17101001522.62,9580684804.43,8841449322.89
EBITDA,9542951601.59,9821071493.37,9272842016.3,7725450024.31
EBIT,6944566600.9,7280308861.53,6748363367.2,5679664604.48
Net Interest Income,-831199654.29,-950875062.39,-1054951828.08,-1091420552.25
Interest Expense,838994863.39,963483489.08,1076088753.42,1098642030.08
Interest Income,13711198.11,20903479.85,28986561.47,23262551.07
Normalized Income,4652317797.882422,5087375020.169585,4361005145.111756,3824399215.240181
Net Income From Continuing And Discontinued Operation,4593870605.31,4946691605.41,4413271587.29,3724115165.87
Total Expenses,14497661402.13,17509435382.52,9896757898.02,9286404250.71
Rent Expense Supplemental,5698453.13,497397.07,,
Total Operating Income As Reported,6139940139.5,6340198826.31,5697779577.69,4620360366.33
Diluted Average Shares,5037691200.0,5037877182.0,5037981264.0,5038034586.0
Basic Average Shares,5037691200.0,5037877182.0,5037981264.0,5038034586.0
Diluted EPS,0.9119,0.9819,0.876,0.7392
Basic EPS,0.9119,0.9819,0.876,0.7392
Net Income Common Stockholders,4593870605.31,4946691605.41,4413271587.29,3724115165.87
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4593870605.31,4946691605.41,4413271587.29,3724115165.87
Minority Interests,-227547650.99,-223715456.13,-196353580.51,-23873702.52
Net Income Including Noncontrolling Interests,4821418256.3,5170407061.54,4609625167.8,3747988868.39
Net Income Continuous Operations,4821418256.3,5170407061.54,4609625167.8,3747988868.39
Tax Provision,1284153481.21,1146418310.91,1062649445.98,833033706.01
Pretax Income,6105571737.51,6316825372.45,5672274613.78,4581022574.4
Other Non Operating Income Expenses,-34368401.99,-23373453.86,-25504963.91,-39337791.93
Special Income Charges,-32392873.66,-22178070.83,-21622131.86,20377107.63
Other Special Charges,361294.49,-11543178.34,-13404236.61,-25731786.68
Write Off,32031579.17,10081882.11,20431539.23,5354679.05
Impairment Of Capital Assets,,23639367.06,14594829.24,
Net Non Operating Interest Income Expense,-831199654.29,-950875062.39,-1054951828.08,-1091420552.25
Total Other Finance Cost,5915989.01,8295053.16,7849636.13,16041073.24
Interest Expense Non Operating,838994863.39,963483489.08,1076088753.42,1098642030.08
Interest Income Non Operating,13711198.11,20903479.85,28986561.47,23262551.07
Operating Income,5791538355.62,5688769032.06,5295252328.02,3969198857.01
Operating Expense,309650095.2,408433859.9,316073093.59,444954927.82
Other Operating Expenses,88660130.47,123367503.18,55851569.11,173622389.37
Depreciation And Amortization In Income Statement,76429424.75,77596174.41,77400738.81,78277832.19
Depreciation Income Statement,76429424.75,77596174.41,77400738.81,78277832.19
Research And Development,91823.92,,,
Selling General And Administration,85564501.35,94433852.2,90248386.01,108312681.3
Selling And Marketing Expense,3760150.58,3298401.39,7646659.62,14499832.29
General And Administrative Expense,81804350.77,91135450.81,82601726.39,93812849.01
Rent And Landing Fees,5698453.13,497397.07,,
Gross Profit,6101188450.82,6097202891.96,5611325421.61,4414153784.83
Cost Of Revenue,14188011306.93,17101001522.62,9580684804.43,8841449322.89
Total Revenue,20289199757.75,23198204414.58,15192010226.04,13255603107.72
Operating Revenue,20289199757.75,23198204414.58,15192010226.04,13255603107.72
