,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,5037747500.0,5037747500.0,5037747500.0,5037747500.0
Share Issued,5037747500.0,5037747500.0,5037747500.0,5037747500.0
Net Debt,25535872156.88,19892930989.21,27575133600.0,27527127571.51
Total Debt,28911554635.49,29464527019.63,31487012639.55,30295567767.58
Tangible Book Value,-12176029001.1,-9391328881.83,-5874412374.28,-7220094006.86
Invested Capital,67589762719.17,59354196611.3,62424581981.12,60400866626.0
Working Capital,-4729085415.93,-7792811461.87,-812665837.7,-4258955847.81
Net Tangible Assets,-12176029001.1,-9391328881.83,-5874412374.28,-7220094006.86
Capital Lease Obligations,29842664.34,16459290.91,18507760.81,20300291.44
Common Stock Equity,41442631833.72,38596795651.66,33987287307.06,31940807710.11
Total Capitalization,67089463803.39,58953915499.3,61420594828.2,57966742558.39
Total Equity Gross Minority Interest,54980962527.34,49733988120.37,40888507875.68,37950331897.95
Minority Interest,13538330693.62,11137192468.71,6901220568.62,6009524187.84
Stockholders Equity,41442631833.72,38596795651.66,33987287307.06,31940807710.11
Retained Earnings,17620027406.25,15688590021.99,13285818750.47,11343860451.93
Additional Paid In Capital,,4061508338.0,4061508338.0,4061508338.0
Capital Stock,5037747500.0,5037747500.0,5037747500.0,5037747500.0
Common Stock,5037747500.0,5037747500.0,5037747500.0,5037747500.0
Total Liabilities Net Minority Interest,41408028894.22,40152087126.76,37772936068.68,40508013176.12
Total Non Current Liabilities Net Minority Interest,29931877144.84,23965580035.62,28223497635.96,26863252588.26
Other Non Current Liabilities,2607640000.0,2220680000.0,,
Tradeand Other Payables Non Current,66154813.08,67984142.52,69733023.45,71404993.74
Non Current Deferred Revenue,127721270.62,49487132.49,61767427.74,73860914.18
Non Current Deferred Taxes Liabilities,1453686427.13,1253849622.06,640181902.82,671751540.62
Long Term Debt And Capital Lease Obligation,25676674634.01,20373579138.55,27451815281.95,26046235139.72
Long Term Capital Lease Obligation,29842664.34,16459290.91,18507760.81,20300291.44
Long Term Debt,25646831969.67,20357119847.64,27433307521.14,26025934848.28
Current Liabilities,11476151749.38,16186507091.14,9549438432.72,13644760587.86
Other Current Liabilities,3859088724.75,4154178736.32,1948679593.51,5374876934.7
Current Debt And Capital Lease Obligation,3234880001.48,9090947881.08,4035197357.6,4249332627.86
Current Debt,500298915.78,400281112.0,1003987152.92,2434124067.61
Payables,4375386483.21,2912217927.72,3525899059.02,3857622106.15
Other Payable,227628379.87,209143458.96,244129859.37,190599395.7
Dividends Payable,118056221.78,117040617.26,105617866.33,104557522.67
Total Tax Payable,266291300.22,266280623.36,228631043.01,383023669.03
Accounts Payable,3763410581.34,2319753228.14,2947520290.31,3179441518.75
Total Assets,96388991421.56,89886075247.13,78661443944.36,78458345074.07
Total Non Current Assets,89641925088.11,81492379617.86,69924671349.34,69072540334.02
Other Non Current Assets,636317801.09,588917416.46,184014945.73,68366860.46
Non Current Deferred Assets,4163672.98,9466684.44,16204355.14,18310574.19
Non Current Deferred Taxes Assets,191941249.22,191744920.22,186751635.49,183314189.73
Investmentin Financial Assets,12769610787.17,12087892196.99,9735367617.03,9866803919.11
Available For Sale Securities,12769610787.17,12087892196.99,9735367617.03,9866803919.11
Long Term Equity Investment,13522480062.12,12756749577.92,11882583176.73,11089989971.83
Investment Properties,530870723.47,441143138.86,288986713.8,308801243.53
Goodwill And Other Intangible Assets,53618660834.82,47988124533.49,39861699681.34,39160901716.97
Other Intangible Assets,53618660834.82,47988124533.49,39861699681.34,39160901716.97
Net PPE,8367879957.24,7428341149.48,7709626369.28,8264147283.11
Accumulated Depreciation,-5486625124.99,-4874142871.24,-4331924161.93,-3828153762.59
Gross PPE,13854505082.23,12302484020.72,12041550531.21,12092301045.7
Construction In Progress,493189548.41,128365133.91,87693849.8,188697382.38
Other Properties,3670900305.89,2957306484.73,2781428009.96,2811876601.76
Machinery Furniture Equipment,5587236995.89,5534458313.24,5526839852.68,5427251121.52
Properties,4103178232.04,3682354088.84,3645588818.77,3664475940.04
Current Assets,6747066333.45,8393695629.27,8736772595.02,9385804740.05
Other Current Assets,222581053.49,210609502.49,246382691.24,1194118913.26
Prepaid Assets,9677343.79,8689460.92,6112638.02,7737346.2
Inventory,1876223486.59,1999541489.81,2238246666.22,2585018115.85
Inventories Adjustments Allowances,,,,
Other Inventories,1872993976.51,1995297006.85,2233129695.72,2580603343.1
Raw Materials,3229510.08,4244482.96,5116970.5,4414772.75
Other Receivables,86846622.62,325204153.56,70252820.54,63708902.02
Accounts Receivable,2099610033.45,1863284456.59,1650030300.22,1127669970.08
Allowance For Doubtful Accounts Receivable,-92093987.81,-60062408.64,-34953770.43,-14522231.2
Gross Accounts Receivable,2191704021.26,1923346865.23,1684984070.65,1142192201.28
Cash Cash Equivalents And Short Term Investments,2452127793.51,3986366565.9,4525747478.78,4407551492.64
Other Short Term Investments,1840869064.94,3121896595.47,3663586404.72,3474620148.26
Cash And Cash Equivalents,611258728.57,864469970.43,862161074.06,932931344.38
Cash Equivalents,351570846.08,464782664.73,320283848.83,9739156.77
Cash Financial,259687882.49,399687305.7,541877225.23,923192187.61
