,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-44467214.91,11891429.84,16829608.28,-43600739.77
Repayment Of Debt,-420500000.0,-310000000.0,-216500000.0,-30000000.0
Issuance Of Debt,535000000.0,315000000.0,305000000.0,134000000.0
Capital Expenditure,-280144926.03,-218804534.64,-253810661.65,-298931738.56
End Cash Position,359835704.37,188270397.84,992138501.19,1196367822.51
Beginning Cash Position,188270397.84,992138501.19,1196367822.51,1400043701.14
Effect Of Exchange Rate Changes,-2509586.57,2430553.77,923438.31,518431.28
Changes In Cash,174074893.1,-806298657.12,-205152759.63,-204194309.91
Financing Cash Flow,49820041.87,-53744855.16,22554385.99,54676258.06
Net Other Financing Charges,27688907.4,-15160528.48,-4963304.7,6607566.06
Cash Dividends Paid,-92368865.53,-43584326.68,-26602309.31,-35491308.0
Net Issuance Payments Of Debt,114500000.0,5000000.0,88500000.0,104000000.0
Net Long Term Debt Issuance,114500000.0,5000000.0,88500000.0,104000000.0
Long Term Debt Payments,-420500000.0,-310000000.0,-216500000.0,-30000000.0
Long Term Debt Issuance,535000000.0,315000000.0,305000000.0,134000000.0
Investing Cash Flow,-111422859.89,-983249766.44,-498347415.55,-514201566.76
Net Other Investing Changes,188939724.77,-767096944.45,-263230652.8,-198422945.2
Net Investment Purchase And Sale,-1223658.63,796065.21,37143548.9,-17000000.0
Sale Of Investment,317341.37,9186045.21,52143548.9,12000000.0
Purchase Of Investment,-1541000.0,-8389980.0,-15000000.0,-29000000.0
Net Business Purchase And Sale,-19000000.0,1739647.44,-19000000.0,0.0
Sale Of Business,0.0,20739647.44,0.0,0.0
Purchase Of Business,-19000000.0,-19000000.0,-19000000.0,0.0
Net PPE Purchase And Sale,-280138926.03,-218688534.64,-253260311.65,-298778621.56
Sale Of PPE,6000.0,116000.0,550350.0,153117.0
Purchase Of PPE,-280144926.03,-218804534.64,-253810661.65,-298931738.56
Operating Cash Flow,235677711.12,230695964.48,270640269.93,255330998.79
Change In Working Capital,-143802077.26,-151687017.27,-100716564.51,-125430141.64
Change In Other Current Assets,5387716.33,-867719.53,5556498.36,1365661.59
Change In Payable,-17242856.55,-109021960.41,-67591396.98,-5470692.24
Change In Inventory,-75872626.87,21514690.46,30493565.23,-84488091.33
Change In Receivables,-56074310.17,-63312027.79,-69175231.12,-36837019.66
Other Non Cash Items,-23759563.76,-28725036.03,-7643925.35,6430425.72
Depreciation And Amortization,162824397.86,144620109.65,132953620.57,122358305.15
Amortization Cash Flow,10680923.06,9803523.37,9835915.47,8954221.98
Depreciation,152143474.8,134816586.28,123117705.1,113404083.17
Gain Loss On Investment Securities,-53500.91,-27715161.04,-34484891.33,-23035307.6
Gain Loss On Sale Of PPE,4729946.08,5148226.46,3305242.25,11554624.66
Net Income From Continuing Operations,229018242.53,287417624.32,277030610.68,256030144.61
Cash Flowsfromusedin Operating Activities Direct,235677711.12,230695964.48,270640269.93,255330998.79
Taxes Refund Paid Direct,-48512156.26,-61159771.89,-77271214.6,-36737362.14
Classesof Cash Payments,-1565150452.08,-1441277643.97,-1556613953.0,-1448316712.69
Other Cash Paymentsfrom Operating Activities,-71436860.5,-65746812.68,-60656699.94,-65713898.33
Paymentson Behalfof Employees,-227391536.08,-210157402.99,-199535327.63,-184364431.85
Paymentsto Suppliersfor Goodsand Services,-1266322055.5,-1165373428.3,-1296421925.43,-1198238382.51
Classesof Cash Receiptsfrom Operating Activities,1849340319.46,1733133380.34,1904525437.53,1740385073.62
Other Cash Receiptsfrom Operating Activities,46268319.98,19401323.52,40646290.72,25263942.81
Receiptsfrom Customers,1803071999.48,1713732056.82,1863879146.81,1715121130.81
