,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,4202400000.0,4202400000.0,4202400000.0,4202400000.0
Share Issued,4202400000.0,4202400000.0,4202400000.0,4202400000.0
Total Debt,12001026448.48,9710274514.86,8534097548.72,7001864266.21
Tangible Book Value,15384655321.13,13876755418.27,13677191071.2,13501910053.41
Invested Capital,28156784588.77,24415230051.44,22960627493.25,21223844187.32
Net Tangible Assets,15384655321.13,13876755418.27,13677191071.2,13501910053.41
Common Stock Equity,16305769337.75,14820907771.21,14611385839.73,14419397200.91
Total Capitalization,28156784588.77,24415230051.44,22960627493.25,21223844187.32
Total Equity Gross Minority Interest,16812078859.81,15293080054.05,15260722699.21,14989150126.54
Minority Interest,506309522.06,472172282.84,649336859.48,569752925.63
Stockholders Equity,16305769337.75,14820907771.21,14611385839.73,14419397200.91
Retained Earnings,2911840121.85,2495799892.64,2490704729.33,2444191907.53
Additional Paid In Capital,6056243120.66,6056243120.66,6056243120.66,6056243120.66
Capital Stock,4202400000.0,4202400000.0,4202400000.0,4202400000.0
Common Stock,4202400000.0,4202400000.0,4202400000.0,4202400000.0
Total Liabilities Net Minority Interest,35930378034.76,29988124647.91,32546175520.56,28158078350.98
Derivative Product Liabilities,668579.41,3137690.11,,
Long Term Debt And Capital Lease Obligation,12001026448.48,9710274514.86,8534097548.72,7001864266.21
Payables,1012691461.32,882043142.01,959146797.1,1103376404.79
Other Payable,926280550.51,726235001.23,879701500.21,989207954.09
Total Tax Payable,38670593.09,12841949.28,57508397.99,93495991.04
Accounts Payable,47740317.72,142966191.5,21936898.9,20672459.66
Total Assets,52742456894.57,45281204701.96,47806898219.77,43147228477.52
Investments And Advances,25745778761.73,23275368457.24,24082895704.17,18825633194.93
Investmentin Financial Assets,23754173144.34,21300157246.7,22262061101.18,17052394976.96
Trading Securities,18690681394.43,18626528262.05,22127464131.01,16886076520.68
Long Term Equity Investment,1991605617.39,1975211210.54,1820834602.99,1773238217.97
Investment Properties,275508950.98,285697702.72,296852570.4,323794357.78
Goodwill And Other Intangible Assets,921114016.62,944152352.94,934194768.53,917487147.5
Other Intangible Assets,913757183.45,936795519.77,924464689.83,907757068.8
Goodwill,7356833.17,7356833.17,9730078.7,9730078.7
Net PPE,849120170.33,623952897.12,585632483.86,457654511.27
Accumulated Depreciation,-283951922.07,-258327198.3,-232793494.24,-202163131.05
Gross PPE,1133072092.4,882280095.42,818425978.1,659817642.32
Construction In Progress,515116781.72,307235949.06,204899524.74,78236468.43
Other Properties,466725861.8,423814697.48,462297004.48,448807615.28
Properties,151229448.88,151229448.88,151229448.88,132773558.61
Receivables,305260799.47,194732084.55,276115895.78,286368112.17
Cash And Cash Equivalents,23102311444.8,18291131124.64,17149506742.46,18944891866.75
Cash Equivalents,7591461011.73,7193217440.95,6116906827.17,7481850384.38
Cash Financial,8581067218.56,7839913270.28,8756864540.48,8936556654.0
Cash Cash Equivalents And Federal Funds Sold,23674243426.29,18987940284.09,18939355765.54,20050020842.84
