,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,72672121.48,617015123.04,975666110.13,717434502.48
Repayment Of Debt,-3649344691.66,-2690466421.83,-2446416044.07,-2563323256.84
Issuance Of Debt,3234671648.73,2403460066.5,3190979389.82,2371618483.07
Capital Expenditure,-16995365.37,-16320071.67,-104067003.52,-32904429.64
End Cash Position,4141981566.42,4077312824.52,3804438722.62,2678433338.15
Beginning Cash Position,4077312824.52,3804438722.62,2678433338.15,2423911485.4
Effect Of Exchange Rate Changes,34887467.52,9970765.38,125946937.86,-48590832.6
Changes In Cash,29781274.38,262903336.52,1000058446.61,303112685.35
Financing Cash Flow,-416858641.11,-414534835.37,553051824.33,-606633184.99
Net Other Financing Charges,100371117.86,-64127616.73,-7316533.41,-192965243.86
Cash Dividends Paid,-102556716.04,-63400863.31,-184194988.01,-221963167.36
Net Issuance Payments Of Debt,-414673042.93,-287006355.33,744563345.75,-191704773.77
Net Long Term Debt Issuance,-414673042.93,-287006355.33,744563345.75,-191704773.77
Long Term Debt Payments,-3649344691.66,-2690466421.83,-2446416044.07,-2563323256.84
Long Term Debt Issuance,3234671648.73,2403460066.5,3190979389.82,2371618483.07
Investing Cash Flow,356972428.64,44102977.18,-632726491.37,159406938.22
Net Other Investing Changes,-479128.89,,70197419.56,-87362122.34
Net Investment Purchase And Sale,373758022.9,59721848.85,-599092797.41,-911095151.19
Sale Of Investment,1314162438.34,318292639.79,263715285.27,564639087.97
Purchase Of Investment,-940404415.44,-258570790.94,-862808082.68,-1475734239.16
Net Business Purchase And Sale,,,,1190529625.22
Sale Of Business,,,,1190529625.22
Net PPE Purchase And Sale,-16306465.37,-15618871.67,-103831113.52,-32665413.47
Sale Of PPE,688900.0,701200.0,235890.0,239016.17
Purchase Of PPE,-16995365.37,-16320071.67,-104067003.52,-32904429.64
Operating Cash Flow,89667486.85,633335194.71,1079733113.65,750338932.12
Change In Working Capital,-180029170.69,-145375303.26,508642179.17,-291942734.66
Change In Other Current Assets,-66898249.58,-199168289.51,-182780090.54,-49134752.77
Change In Payable,847818147.21,3415321692.47,1423168389.58,-1512120847.22
Change In Inventory,-6638057.08,5438334.87,-10553049.16,-1247868.12
Change In Receivables,-954311011.24,-3366967041.09,-721193070.71,1270560733.45
Other Non Cash Items,107092816.84,119174317.84,104422028.05,119390740.92
Depreciation And Amortization,98622660.45,94218348.92,138516979.59,245405599.03
Amortization Cash Flow,5631758.94,11262835.98,56506718.1,96467795.94
Depreciation,92990901.51,82955512.94,82010261.49,148937803.09
Gain Loss On Investment Securities,-25197841.52,-37501472.86,111543721.58,-21879086.14
Gain Loss On Sale Of PPE,-482635.22,723198.24,294814.34,2781376.93
Net Income From Continuing Operations,-296941481.37,111722981.77,-2177342971.32,518086385.98
Cash Flowsfromusedin Operating Activities Direct,89667486.85,633335194.71,1079733113.65,750338932.12
Taxes Refund Paid Direct,-220672499.77,-210017612.26,-269959277.14,-278593753.99
Classesof Cash Payments,-61845165489.99,-49566994468.04,-35748357605.27,-41054200425.75
Other Cash Paymentsfrom Operating Activities,-392383277.78,-417491137.43,-364188246.39,-461278534.71
Paymentson Behalfof Employees,-925183008.69,-969063014.89,-960575856.72,-1918679924.83
Paymentsto Suppliersfor Goodsand Services,-60527599203.52,-48180440315.72,-34423593502.16,-38674241966.21
Classesof Cash Receiptsfrom Operating Activities,62155505476.61,50410347275.01,37098049996.06,42083133111.86
Other Cash Receiptsfrom Operating Activities,166424543.94,200296095.14,49080199.57,146734764.77
Receiptsfrom Customers,61989080932.67,50210051179.87,37048969796.49,41936398347.09
