,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-84600857.99,-108639128.8825,-108706796.604006,-84224184.757334
Tax Rate For Calcs,0.25,0.25,0.042333,0.208081
Normalized EBITDA,264695208.02,637807046.45,526843320.35,1412996563.6
Total Unusual Items,-338403431.96,-434556515.53,-2567904948.12,-404766626.7
Total Unusual Items Excluding Goodwill,-338403431.96,-434556515.53,-2567904948.12,-404766626.7
Net Income From Continuing Operation Net Minority Interest,-290675602.27,116588008.53,-2175157299.35,521809348.14
Reconciled Depreciation,98622660.45,94218348.92,138516979.59,245405599.03
Reconciled Cost Of Revenue,59242110174.23,50806705717.14,34961542974.72,37537695072.66
EBITDA,-73708223.94,203250530.92,-2041061627.77,1008229936.9
EBIT,-172330884.39,109032182.0,-2186271333.06,756177988.86
Net Interest Income,-12742690.87,-43557922.9,-71083990.32,-95082817.03
Interest Expense,104365383.21,112028901.58,87319262.46,101961724.95
Interest Income,105629851.85,77036227.92,25741911.74,14985222.82
Normalized Income,-36873028.3,442505395.1775,284040852.165994,842351790.082666
Net Income From Continuing And Discontinued Operation,-290675602.27,116588008.53,-2175157299.35,521809348.14
Total Expenses,60713168248.74,52177790825.83,36329218084.59,39197533531.06
Total Operating Income As Reported,-286489949.67,2973917.56,-2209211370.07,648112464.24
Diluted Average Shares,3508153820.0,3472834297.0,3488224764.0,3478728988.0
Basic Average Shares,3508153820.0,3472834297.0,3488224764.0,3478728988.0
Diluted EPS,-0.082857,0.033571,-0.623571,0.15
Basic EPS,-0.082857,0.033571,-0.623571,0.15
Net Income Common Stockholders,-290675602.27,116588008.53,-2175157299.35,521809348.14
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-290675602.27,116588008.53,-2175157299.35,521809348.14
Minority Interests,6265879.1,4865026.76,2185671.97,3722962.16
Net Income Including Noncontrolling Interests,-296941481.37,111722981.77,-2177342971.32,518086385.98
Net Income Continuous Operations,-296941481.37,111722981.77,-2177342971.32,518086385.98
Tax Provision,20245213.77,-114719701.35,-96247624.2,136129877.93
Pretax Income,-276696267.6,-2996719.58,-2273590595.52,654216263.91
Other Non Operating Income Expenses,9793682.07,-5970637.14,-64379225.45,6103799.67
Special Income Charges,-385672739.98,-414488788.9,-2381102862.92,-156989209.02
Other Special Charges,-930398.38,466188.6,-503747.05,2639917.85
Write Off,194164897.85,415115690.24,343249188.96,154357934.73
Impairment Of Capital Assets,192438240.51,-1093089.94,2038357421.01,-8643.56
Net Non Operating Interest Income Expense,-12742690.87,-43557922.9,-71083990.32,-95082817.03
Total Other Finance Cost,14007159.51,8565249.24,9506639.6,8106314.9
Interest Expense Non Operating,104365383.21,112028901.58,87319262.46,101961724.95
Interest Income Non Operating,105629851.85,77036227.92,25741911.74,14985222.82
Operating Income,83747908.21,438142922.32,353367239.08,880380103.54
Operating Expense,1471058074.51,1371085108.69,1367675109.87,1659838458.4
Other Operating Expenses,24644432.28,20684243.68,13352236.68,23317579.23
Depreciation And Amortization In Income Statement,88732462.14,93610838.38,145209705.29,252051948.04
Depreciation Income Statement,88732462.14,93610838.38,145209705.29,252051948.04
Research And Development,53935118.45,89364223.88,72426690.42,65422641.72
Selling General And Administration,437545029.13,339861855.76,287029999.21,405029553.69
Selling And Marketing Expense,131311721.31,106930289.49,97950601.56,99558585.45
General And Administrative Expense,306233307.82,232931566.27,189079397.65,305470968.24
Gross Profit,1554805982.72,1809228031.01,1721042348.95,2540218561.94
Cost Of Revenue,59242110174.23,50806705717.14,34961542974.72,37537695072.66
Total Revenue,60796916156.95,52615933748.15,36682585323.67,40077913634.6
Operating Revenue,60796916156.95,52615933748.15,36682585323.67,40077913634.6
