,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-5084525.380344,12674364.150189,-32247269.732504,13324703.960276
Tax Rate For Calcs,0.11646,0.192924,0.224352,0.19237
Total Unusual Items,-43659000.0,65696000.0,-143735000.0,69266000.0
Total Unusual Items Excluding Goodwill,-43659000.0,65696000.0,-143735000.0,69266000.0
Net Income From Continuing Operation Net Minority Interest,34501004000.0,31843213000.0,28750352000.0,25385993000.0
Reconciled Depreciation,1667443000.0,1563779000.0,1429582000.0,1336373000.0
Net Interest Income,67517837000.0,55956762000.0,52644843000.0,52263908000.0
Interest Expense,75138846000.0,74745573000.0,73327514000.0,63442639000.0
Interest Income,142656683000.0,130702335000.0,125972357000.0,115706547000.0
Normalized Income,34539578474.61966,31790191364.15019,28861839730.267494,25330051703.960278
Net Income From Continuing And Discontinued Operation,34501004000.0,31843213000.0,28750352000.0,25385993000.0
Diluted Average Shares,19602843182.0,19298916970.0,18914705263.0,18666171324.0
Basic Average Shares,19602843182.0,19298916970.0,17012042604.0,15866245625.0
Diluted EPS,1.76,1.65,1.52,1.36
Basic EPS,1.76,1.65,1.69,1.6
Net Income Common Stockholders,34501004000.0,31843213000.0,28750352000.0,25385993000.0
Net Income,34501004000.0,31843213000.0,28750352000.0,25385993000.0
Minority Interests,-1782757000.0,-1463190000.0,-1262788000.0,-965995000.0
Net Income Including Noncontrolling Interests,36283761000.0,33306403000.0,30013140000.0,26351988000.0
Net Income Continuous Operations,36283761000.0,33306403000.0,30013140000.0,26351988000.0
Tax Provision,4782585000.0,7961608000.0,8681151000.0,6276802000.0
Pretax Income,41066346000.0,41268011000.0,38694291000.0,32628790000.0
Other Non Operating Income Expenses,-116062000.0,-37873000.0,-58540000.0,-45184000.0
Special Income Charges,-43659000.0,65696000.0,-143735000.0,69266000.0
Other Special Charges,-27445000.0,-65696000.0,-19433000.0,-69266000.0
Write Off,71104000.0,0.0,163168000.0,0.0
Gain On Sale Of Security,12157552000.0,18406022000.0,15941107000.0,10648328000.0
Operating Expense,24655190000.0,21132677000.0,18801098000.0,18220223000.0
Other Operating Expenses,1204479000.0,1149224000.0,975484000.0,913492000.0
Depreciation And Amortization In Income Statement,1409352000.0,1361758000.0,1300860000.0,
Depreciation Income Statement,1409352000.0,1361758000.0,1300860000.0,
Selling General And Administration,10956805000.0,8091584000.0,6461317000.0,8363824000.0
General And Administrative Expense,10956805000.0,8091584000.0,6461317000.0,8363824000.0
Rent And Landing Fees,,,,
Total Revenue,87914922000.0,80749516000.0,74274000000.0,70501156000.0
Operating Revenue,87914922000.0,80749516000.0,74274000000.0,70501156000.0
