,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-35628344.28,-171686604.53,67763875.28,-143642089.62
Repayment Of Debt,-817371200.0,-703211035.0,-685056299.96,-581055900.0
Issuance Of Debt,921331200.0,767000000.0,832915199.96,647103700.0
Capital Expenditure,-105809450.69,-41538331.73,-20497914.44,-40009940.92
End Cash Position,188329388.03,273989498.52,229788647.64,91278564.4
Beginning Cash Position,273989498.52,229788647.64,91278564.4,224861143.23
Effect Of Exchange Rate Changes,-82490.87,-208184.66,711934.62,886880.6
Changes In Cash,-85577619.62,44409035.54,137798148.62,-134469459.43
Financing Cash Flow,34513045.23,194818996.29,64201957.3,-3966011.33
Net Other Financing Charges,-33264939.17,193411491.31,-49984315.7,-20700053.63
Cash Dividends Paid,-36182015.6,-60017425.46,-33672627.0,-49313757.7
Net Issuance Payments Of Debt,103960000.0,63788965.0,147858900.0,66047800.0
Net Long Term Debt Issuance,103960000.0,63788965.0,147858900.0,66047800.0
Long Term Debt Payments,-817371200.0,-703211035.0,-685056299.96,-581055900.0
Long Term Debt Issuance,921331200.0,767000000.0,832915199.96,647103700.0
Investing Cash Flow,-190271771.26,-20261687.95,-14665598.4,-26871299.4
Net Investment Purchase And Sale,-89055503.32,-606154.71,-575716.84,4062920.12
Sale Of Investment,748944496.68,-606154.71,-575716.84,4062920.12
Purchase Of Investment,-838000000.0,,,
Net Business Purchase And Sale,1.0,,,
Sale Of Business,1.0,,,
Net PPE Purchase And Sale,-101216268.94,-19655533.24,-14089881.56,-30934219.52
Sale Of PPE,4593181.75,21882798.49,6408032.88,9075721.4
Purchase Of PPE,-105809450.69,-41538331.73,-20497914.44,-40009940.92
Operating Cash Flow,70181106.41,-130148272.8,88261789.72,-103632148.7
Change In Working Capital,-73506543.32,-225742735.92,21918173.56,-253064732.6
Change In Other Current Assets,-1172922.43,-2469533.45,-5632946.45,-7467747.87
Change In Payable,-6590872.63,-102182179.32,-147665040.39,186832791.75
Change In Inventory,-13842192.16,-4953639.87,66468727.14,-62096794.31
Change In Receivables,-51900556.1,-116137383.28,108747433.26,-370332982.17
Other Non Cash Items,46630557.21,40177428.67,40844412.88,35332690.58
Depreciation And Amortization,80365649.28,79520992.03,73383725.23,73576309.66
Amortization Cash Flow,16351153.65,16398930.08,13421593.97,15735930.55
Depreciation,64014495.63,63122061.95,59962131.26,57840379.11
Gain Loss On Investment Securities,-3851237.37,-2359885.89,2339408.92,-17757593.11
Gain Loss On Sale Of PPE,5577001.25,7235181.21,-1086471.52,-6217874.42
Net Income From Continuing Operations,-21398491.24,-112122184.86,-62862621.33,12364258.65
Cash Flowsfromusedin Operating Activities Direct,70181106.41,-130148272.8,88261789.72,-103632148.7
Taxes Refund Paid Direct,-56645774.74,-42742070.53,-64826440.23,-45368033.79
Classesof Cash Payments,-1000204703.64,-995557242.7,-1127609047.98,-1167980801.95
Other Cash Paymentsfrom Operating Activities,-164930189.08,-161900142.37,-162681212.11,-117955312.2
Paymentson Behalfof Employees,-255134201.27,-238202635.61,-225072649.1,-221632594.55
Paymentsto Suppliersfor Goodsand Services,-580140313.29,-595454464.72,-739855186.77,-828392895.2
Classesof Cash Receiptsfrom Operating Activities,1127031584.79,908151040.43,1280697277.93,1109716687.04
Other Cash Receiptsfrom Operating Activities,79674990.9,102568479.7,145045359.83,78874166.24
Receiptsfrom Customers,1047356593.89,805582560.73,1135651918.1,1030842520.8
