,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,2778000000.0,2778000000.0,2778000000.0,2778000000.0
Share Issued,2778000000.0,2778000000.0,2778000000.0,2778000000.0
Total Debt,22777382853.73,14989936920.41,11505820912.2,9049040072.42
Tangible Book Value,18743936210.99,17802779096.46,17067812669.39,16255866711.26
Invested Capital,41595289839.52,32806430059.29,28543650156.16,25310440528.32
Net Tangible Assets,18743936210.99,17802779096.46,17067812669.39,16255866711.26
Common Stock Equity,18926330616.56,17985641215.78,17216381734.95,16402036884.99
Total Capitalization,41595289839.52,32806430059.29,28543650156.16,25310440528.32
Total Equity Gross Minority Interest,18928478033.02,17989257476.81,17223416339.96,16411850847.0
Minority Interest,2147416.46,3616261.03,7034605.01,9813962.01
Stockholders Equity,18926330616.56,17985641215.78,17216381734.95,16402036884.99
Retained Earnings,3875663571.51,3283227129.73,2892739292.33,2441246097.77
Additional Paid In Capital,,7341149140.21,7341149140.21,7341149140.21
Capital Stock,2778000000.0,2778000000.0,2778000000.0,2778000000.0
Common Stock,2778000000.0,2778000000.0,2778000000.0,2778000000.0
Total Liabilities Net Minority Interest,73994336472.36,56919952601.29,52222628698.03,47919497419.3
Derivative Product Liabilities,1102962.25,,,38894.39
Long Term Debt And Capital Lease Obligation,22777382853.73,14989936920.41,11505820912.2,9049040072.42
Payables,10814508394.16,9405474090.06,13064123107.48,14810245524.74
Other Payable,10352268326.83,8965417988.95,12717750281.73,14427845795.28
Total Tax Payable,137579627.47,55841232.19,41962616.58,45633319.97
Accounts Payable,324660439.86,384214868.92,304410209.17,336766409.49
Total Assets,92922814505.38,74909210078.1,69446045037.99,64331348266.3
Non Current Deferred Taxes Assets,,,,367645302.75
Investments And Advances,24882115968.28,17354256749.11,21624464941.73,13094385868.19
Investmentin Financial Assets,24882115968.28,17354256749.11,21624464941.73,13094385868.19
Trading Securities,18341982131.86,15827239087.21,19221001387.0,11492406794.63
Goodwill And Other Intangible Assets,182394405.57,182862119.32,148569065.56,146170173.73
Other Intangible Assets,182394405.57,182862119.32,148569065.56,146170173.73
Net PPE,179020219.16,245096100.63,262995053.99,210382332.29
Accumulated Depreciation,-434020881.31,-421238001.68,-398711074.34,-389930590.94
Gross PPE,613041100.47,666334102.31,661706128.33,600312923.23
Other Properties,487009254.11,540033041.34,534878156.28,471330010.17
Machinery Furniture Equipment,22858571.6,23127786.21,23654697.29,25809638.3
Properties,103173274.76,103173274.76,103173274.76,103173274.76
Receivables,199057628.23,201617710.49,250361690.46,320307314.53
Cash Cash Equivalents And Short Term Investments,,,,37259977323.8
Cash And Cash Equivalents,66853701553.32,56087054647.77,46182172243.45,49441396915.46
Cash Equivalents,17433867503.85,14107625007.44,12546346517.2,10541248910.29
Cash Financial,37697627505.14,28848750473.97,21348859918.83,26718728413.51
Cash Cash Equivalents And Federal Funds Sold,67014897935.89,56470160688.9,46674772333.28,50100193828.27
