,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-12048495.066932,-5222573.384335,-7260929.890863,-7023000.448718
Tax Rate For Calcs,0.139376,0.12702,0.148183,0.134983
Normalized EBITDA,811223466.07,746526156.89,676921168.78,545657838.59
Total Unusual Items,-86445998.55,-41116217.76,-48999712.0,-52028872.31
Total Unusual Items Excluding Goodwill,-86445998.55,-41116217.76,-48999712.0,-52028872.31
Net Income From Continuing Operation Net Minority Interest,461907440.06,457748771.53,402185138.05,300215672.94
Reconciled Depreciation,143828050.06,143211955.6,136524814.13,121955277.11
Reconciled Cost Of Revenue,5386491235.33,5457164185.73,5345600080.32,4741836298.99
EBITDA,724777467.52,705409939.13,627921456.78,493628966.28
EBIT,580949417.46,562197983.53,491396642.65,371673689.17
Net Interest Income,-20669465.7,-22175838.69,-37714387.93,-28467162.08
Interest Expense,40642345.23,33956760.72,39926427.97,32138950.67
Interest Income,22258758.11,17250382.68,7034669.0,5916455.13
Normalized Income,536304943.543068,493642415.905665,443923920.159137,345221544.801282
Net Income From Continuing And Discontinued Operation,461907440.06,457748771.53,402185138.05,300215672.94
Total Expenses,6347307352.32,6375282193.3,6205552314.91,5461631578.74
Rent Expense Supplemental,32393147.68,10337913.57,5403942.91,4893365.41
Total Operating Income As Reported,556491911.93,532048172.83,457279057.93,342307373.83
Diluted Average Shares,258048849.0,257162231.0,257810986.0,256594592.0
Basic Average Shares,258048849.0,257162231.0,257810986.0,256594592.0
Diluted EPS,1.79,1.78,1.56,1.17
Basic EPS,1.79,1.78,1.56,1.17
Net Income Common Stockholders,461907440.06,457748771.53,402185138.05,300215672.94
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,461907440.06,457748771.53,402185138.05,300215672.94
Minority Interests,-3093808.84,-3395361.59,17615185.49,6512268.37
Net Income Including Noncontrolling Interests,465001248.9,461144133.12,384569952.56,293703404.57
Net Income Continuous Operations,465001248.9,461144133.12,384569952.56,293703404.57
Tax Provision,75305823.33,67097089.69,66900262.12,45831333.93
Pretax Income,540307072.23,528241222.81,451470214.68,339534738.5
Other Non Operating Income Expenses,-16184839.7,-3806950.02,-5808843.25,-2772635.33
Special Income Charges,-115087393.02,-33757412.34,-56002106.63,-69080678.27
Other Special Charges,881982.49,-196400.4,-606471.83,900186.07
Write Off,20274698.98,29341975.49,23826765.97,51504107.81
Impairment Of Capital Assets,93930711.55,4611837.25,32781812.49,16676384.39
Net Non Operating Interest Income Expense,-20669465.7,-22175838.69,-37714387.93,-28467162.08
Total Other Finance Cost,2285878.58,5469460.65,4822628.96,2244666.54
Interest Expense Non Operating,40642345.23,33956760.72,39926427.97,32138950.67
Interest Income Non Operating,22258758.11,17250382.68,7034669.0,5916455.13
Operating Income,631325303.56,587491570.92,496664780.41,425346442.17
Operating Expense,960816116.99,918118007.57,859952234.59,719795279.75
Other Operating Expenses,50185892.34,-275245.79,32324302.24,21711595.13
Depreciation And Amortization In Income Statement,39155875.46,28857240.75,33396057.77,31846954.88
Depreciation Income Statement,39155875.46,28857240.75,33396057.77,31846954.88
Research And Development,241221409.25,264438840.27,259286004.61,224375095.96
Selling General And Administration,244074615.96,262472104.37,229937241.52,175302521.35
Selling And Marketing Expense,91019107.09,136920174.72,101834705.06,78609088.66
General And Administrative Expense,153055508.87,125551929.65,128102536.46,96693432.69
Rent And Landing Fees,32393147.68,10337913.57,5403942.91,4893365.41
Gross Profit,1592141420.55,1505609578.49,1356617015.0,1145141721.92
Cost Of Revenue,5386491235.33,5457164185.73,5345600080.32,4741836298.99
Total Revenue,6978632655.88,6962773764.22,6702217095.32,5886978020.91
Operating Revenue,6978632655.88,6962773764.22,6702217095.32,5886978020.91
