,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,471847350.1,-225896245.28,397099373.82,90174125.62
Repayment Of Debt,-1044656294.75,-684551768.58,-1065891221.52,-1247713147.3
Issuance Of Debt,997429740.01,984838427.64,1081287843.2,1280230773.92
Capital Expenditure,-293750690.85,-326090092.0,-122717693.58,-141653050.96
End Cash Position,1059733541.51,960431802.52,1095911216.75,817530290.62
Beginning Cash Position,960431802.52,1095911216.75,817530290.62,565450768.21
Effect Of Exchange Rate Changes,-13718063.85,-11982506.65,31590347.92,1642792.39
Changes In Cash,113019802.84,-123496907.58,246790578.21,250436730.02
Other Cash Adjustment Inside Changein Cash,,0.01,-0.01,
Financing Cash Flow,-293194005.57,88242712.8,-200979566.92,-107910733.79
Net Other Financing Charges,-43548360.63,-32657615.19,-35676639.37,-31664096.55
Cash Dividends Paid,-201233565.2,-176086726.17,-178411987.47,-106127842.22
Net Issuance Payments Of Debt,-47226554.74,300286659.06,15396621.68,32517626.62
Net Long Term Debt Issuance,-47226554.74,300286659.06,15396621.68,32517626.62
Long Term Debt Payments,-1044656294.75,-684551768.58,-1065891221.52,-1247713147.3
Long Term Debt Issuance,997429740.01,984838427.64,1081287843.2,1280230773.92
Investing Cash Flow,-359384232.54,-311933467.11,-72046922.26,126520287.23
Net Other Investing Changes,-167859741.69,-54277170.2,57561171.75,-89749100.0
Net Investment Purchase And Sale,89482093.74,47726323.3,-23936457.71,342945770.3
Sale Of Investment,91254860.64,57723723.3,8063542.29,427977960.3
Purchase Of Investment,-1772766.9,-9997400.0,-32000000.0,-85032190.0
Net Business Purchase And Sale,7243195.63,18820000.0,10874585.72,
Sale Of Business,7243195.63,18820000.0,10874585.72,
Net PPE Purchase And Sale,-288249780.22,-324202620.21,-116546222.02,-126676383.07
Sale Of PPE,5500910.63,1887471.79,6171471.56,14976667.89
Purchase Of PPE,-293750690.85,-326090092.0,-122717693.58,-141653050.96
Operating Cash Flow,765598040.95,100193846.72,519817067.4,231827176.58
Change In Working Capital,51406442.12,-582455581.65,-85399563.5,-274363093.79
Change In Other Current Assets,-16965911.71,-9001798.02,-1093875.85,-7272087.28
Change In Payable,-491956042.69,-561644626.98,1286992448.62,1555023628.67
Change In Inventory,640915755.62,-226068794.34,-1072723249.59,-674061048.3
Change In Receivables,-80587359.1,214259637.69,-298574886.68,-1148053586.88
Other Non Cash Items,53074773.96,59133906.4,7808946.21,38715359.11
Depreciation And Amortization,143828050.06,143211955.6,136524814.13,121955277.11
Amortization Cash Flow,28319875.74,25109984.06,27324284.96,26081261.47
Depreciation,115508174.32,118101971.54,109200529.17,95874015.64
Gain Loss On Investment Securities,-61649225.25,-13721116.4,15685883.99,-17590839.05
Gain Loss On Sale Of PPE,139658.29,-81132.99,-459633.0,1226576.43
Net Income From Continuing Operations,465001248.9,461144133.12,384569952.56,293703404.57
Cash Flowsfromusedin Operating Activities Direct,765598040.95,100193846.72,519817067.4,231827176.58
Taxes Refund Paid Direct,-52340698.58,-94969052.76,-36785408.18,-39743148.5
Classesof Cash Payments,-5866345224.82,-7552613589.63,-6259281195.8,-5210209831.51
Other Cash Paymentsfrom Operating Activities,-582608424.14,-1175958009.61,-269451186.89,-273241899.13
Paymentson Behalfof Employees,-1060832923.57,-1072499736.89,-929322177.26,-841089365.09
Paymentsto Suppliersfor Goodsand Services,-4222903877.11,-5304155843.13,-5060507831.65,-4095878567.29
Classesof Cash Receiptsfrom Operating Activities,6684283964.35,7747776489.12,6815883671.39,5481780156.59
Other Cash Receiptsfrom Operating Activities,473799915.74,949756644.73,37374514.62,40580996.01
Receiptsfrom Customers,6210484048.61,6798019844.39,6778509156.77,5441199160.58
