,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-2874953.318876,-4822343.097135,-4892185.102361,-4450665.49626
Tax Rate For Calcs,0.077489,0.1425,0.11764,0.098717
Normalized EBITDA,360043123.26,351918620.68,400715707.36,402784038.12
Total Unusual Items,-37101427.46,-33841038.6,-41585942.03,-45084961.06
Total Unusual Items Excluding Goodwill,-37101427.46,-33841038.6,-41585942.03,-45084961.06
Net Income From Continuing Operation Net Minority Interest,91389934.68,91370150.18,138178338.3,147767742.09
Reconciled Depreciation,182508739.69,167953140.74,156775026.19,135845978.04
Reconciled Cost Of Revenue,2739807588.12,2725184605.23,2561640864.06,2631407352.01
EBITDA,322941695.8,318077582.08,359129765.33,357699077.06
EBIT,140432956.11,150124441.34,202354739.14,221853099.02
Net Interest Income,-32294460.17,-36835634.0,-34151107.98,-38213355.01
Interest Expense,31259559.15,44020352.12,39334720.0,45553526.31
Interest Income,6573208.82,10863400.35,9401025.97,7349091.76
Normalized Income,125616408.821124,120388845.682865,174872095.227639,188402037.65374
Net Income From Continuing And Discontinued Operation,91389934.68,91370150.18,138178338.3,147767742.09
Total Expenses,3168604242.41,3086921621.7,2887629360.92,2981327082.23
Rent Expense Supplemental,8206182.18,5888784.81,1713062.44,944595.19
Total Operating Income As Reported,113500219.25,110732066.67,162751921.67,177476112.78
Diluted Average Shares,365559739.0,365480601.0,345445846.0,307849463.0
Basic Average Shares,365559739.0,365480601.0,345445846.0,307849463.0
Diluted EPS,0.25,0.25,0.4,0.48
Basic EPS,0.25,0.25,0.4,0.48
Net Income Common Stockholders,91389934.68,91370150.18,138178338.3,147767742.09
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,91389934.68,91370150.18,138178338.3,147767742.09
Minority Interests,-9323722.55,385878.3,-5663947.45,-11128013.32
Net Income Including Noncontrolling Interests,100713657.23,90984271.88,143842285.75,158895755.41
Net Income Continuous Operations,100713657.23,90984271.88,143842285.75,158895755.41
Tax Provision,8459739.73,15119817.34,19177733.39,17403817.3
Pretax Income,109173396.96,106104089.22,163020019.14,176299572.71
Other Non Operating Income Expenses,-4326822.29,-4627977.45,169888.72,-1525309.63
Special Income Charges,-36652842.38,-33841038.6,-41585942.03,-44516875.13
Other Special Charges,-1516913.12,-98118.52,-610316.54,-2846023.17
Write Off,127927.42,3620173.54,3467102.02,2379337.0
Impairment Of Capital Assets,38041828.08,30318983.58,38729156.55,44983561.3
Net Non Operating Interest Income Expense,-32294460.17,-36835634.0,-34151107.98,-38213355.01
Total Other Finance Cost,7608109.84,3678682.23,4217413.95,8920.46
Interest Expense Non Operating,31259559.15,44020352.12,39334720.0,45553526.31
Interest Income Non Operating,6573208.82,10863400.35,9401025.97,7349091.76
Operating Income,174690089.38,177627625.42,218450845.02,219010787.93
Operating Expense,428796654.29,361737016.47,325988496.86,349919730.22
Other Operating Expenses,28539533.31,26574941.28,23980596.02,21764528.98
Depreciation And Amortization In Income Statement,32532886.17,27467498.5,27202168.33,27896832.16
Amortization,30201781.57,27467498.5,25319560.82,27896832.16
Depreciation Income Statement,2331104.6,0.0,1882607.51,0.0
Research And Development,118943142.74,98700410.06,101332603.33,101839070.71
Selling General And Administration,97434848.36,91397348.19,71303144.24,98500390.78
Selling And Marketing Expense,43837589.44,41651028.4,31791425.42,30931513.11
General And Administrative Expense,53597258.92,49746319.79,39511718.82,67568877.67
Rent And Landing Fees,8206182.18,5888784.81,1713062.44,944595.19
Gross Profit,603486743.67,539364641.89,544439341.88,568930518.15
Cost Of Revenue,2739807588.12,2725184605.23,2561640864.06,2631407352.01
Total Revenue,3343294331.79,3264549247.12,3106080205.94,3200337870.16
Operating Revenue,3343294331.79,3264549247.12,3106080205.94,3200337870.16
