,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-5439581.609626,-1306624.991169,-2060641.194264,-107135217.03
Tax Rate For Calcs,0.172004,0.015829,0.016234,0.25
Normalized EBITDA,432939415.18,474762126.96,380808690.32,111628417.85
Total Unusual Items,-31624770.76,-82548510.85,-126933253.67,-428540868.12
Total Unusual Items Excluding Goodwill,-31624770.76,-82548510.85,-126933253.67,-428540868.12
Net Income From Continuing Operation Net Minority Interest,206896936.11,209930379.96,106063806.49,-395941816.25
Reconciled Depreciation,117395304.73,112913121.66,120808829.9,83865466.17
Reconciled Cost Of Revenue,2151905561.95,2046530386.85,2217904922.98,1970444293.73
EBITDA,401314644.42,392213616.11,253875436.65,-316912450.27
EBIT,283919339.69,279300494.45,133066606.75,-400777916.44
Net Interest Income,9964858.55,10831213.58,408736.61,-18811624.76
Interest Expense,22310275.9,21302976.67,20235849.93,21355168.73
Interest Income,34899515.58,37085862.09,24431421.62,4424728.25
Normalized Income,233082125.260374,291172265.818831,230936418.965736,-74536165.16
Net Income From Continuing And Discontinued Operation,206896936.11,209930379.96,106063806.49,-395941816.25
Total Expenses,3284884490.31,2942029145.6,3400521946.91,3225476001.97
Rent Expense Supplemental,1570609.05,4741425.79,6400462.4,2329263.28
Total Operating Income As Reported,273658839.37,265247788.03,113767741.39,-412658638.93
Diluted Average Shares,417551839.0,415621421.0,417738505.0,411881636.0
Basic Average Shares,417551839.0,413819002.0,412378719.0,411881636.0
Diluted EPS,0.4955,0.5051,0.2539,-0.9613
Basic EPS,0.4955,0.5073,0.2572,-0.9613
Net Income Common Stockholders,206896936.11,209930379.96,106063806.49,-395941816.25
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,206896936.11,209930379.96,106063806.49,-395941816.25
Minority Interests,-9714367.44,-43983405.71,-4935249.82,72691872.43
Net Income Including Noncontrolling Interests,216611303.55,253913785.67,110999056.31,-468633688.68
Net Income Continuous Operations,216611303.55,253913785.67,110999056.31,-468633688.68
Tax Provision,44997760.24,4083732.11,1831700.51,46500603.51
Pretax Income,261609063.79,257997517.78,112830756.82,-422133085.17
Other Non Operating Income Expenses,-12049775.58,-7250270.25,-936984.57,-13812071.98
Special Income Charges,-32785112.5,-37818788.61,-41234767.37,-539777679.31
Other Special Charges,-8070909.53,-8432712.24,572611.9,-209992.85
Write Off,17374242.98,4526284.45,19426888.08,891693.68
Impairment Of Capital Assets,23481779.05,41725216.4,21235267.39,539095978.48
Net Non Operating Interest Income Expense,9964858.55,10831213.58,408736.61,-18811624.76
Total Other Finance Cost,2624381.13,4951671.84,3786835.08,1881184.28
Interest Expense Non Operating,22310275.9,21302976.67,20235849.93,21355168.73
Interest Income Non Operating,34899515.58,37085862.09,24431421.62,4424728.25
Operating Income,173227463.32,359993799.18,254881212.47,33747235.04
Operating Expense,1132978928.36,895498758.75,1182617023.93,1255031708.24
Other Operating Expenses,17086661.4,15299947.87,18282452.17,16082795.36
Depreciation And Amortization In Income Statement,28092814.52,35007467.19,35308849.46,30756241.08
Amortization,6667729.64,10351926.93,11838396.87,9151153.61
Depreciation Income Statement,21425084.88,24655540.26,23470452.59,21605087.47
Research And Development,142642105.82,141408327.63,137846302.24,158889553.81
Selling General And Administration,640146650.76,431484881.76,696283090.27,787712802.94
Selling And Marketing Expense,528639163.14,319702991.59,577396090.08,726465413.56
General And Administrative Expense,111507487.62,111781890.17,118887000.19,61247389.38
Rent And Landing Fees,1570609.05,4741425.79,6400462.4,2329263.28
Gross Profit,1306206391.68,1255492557.93,1437498236.4,1288778943.28
Cost Of Revenue,2151905561.95,2046530386.85,2217904922.98,1970444293.73
Total Revenue,3458111953.63,3302022944.78,3655403159.38,3259223237.01
Operating Revenue,3458111953.63,3302022944.78,3655403159.38,3259223237.01
