,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-5798779.965424,-5607283.03466,-6084719.062526,-8188609.928329
Tax Rate For Calcs,0.082632,0.092223,0.097007,0.121209
Normalized EBITDA,721426257.6,693807349.48,624339537.06,532128974.22
Total Unusual Items,-70175626.92,-60801051.64,-62724524.07,-67557727.75
Total Unusual Items Excluding Goodwill,-70175626.92,-60801051.64,-62724524.07,-67557727.75
Net Income From Continuing Operation Net Minority Interest,316329411.45,333400876.25,269988761.23,199884860.15
Reconciled Depreciation,298944745.65,251904679.68,248183285.37,212221510.74
Reconciled Cost Of Revenue,3167482400.92,2503096301.37,2431328154.73,2581910836.42
EBITDA,651250630.68,633006297.84,561615012.99,464571246.47
EBIT,352305885.03,381101618.16,313431727.62,252349735.73
Net Interest Income,25267875.39,32729068.61,26766631.14,9677487.9
Interest Expense,6451793.1,5712408.29,2325719.95,2905233.09
Interest Income,33629572.78,39935697.16,30266257.69,15834185.41
Normalized Income,380706258.404576,388594644.85534,326628566.237474,259253977.971671
Net Income From Continuing And Discontinued Operation,316329411.45,333400876.25,269988761.23,199884860.15
Total Expenses,3438203790.85,2762639027.55,2679180274.29,2867307656.22
Rent Expense Supplemental,6515192.83,5870635.74,5350280.01,6168181.12
Total Operating Income As Reported,307282998.72,374974414.78,310794380.5,252239130.09
Diluted Average Shares,879425664.0,868910285.0,856563329.0,851661100.0
Basic Average Shares,879425664.0,868910285.0,856563329.0,851661100.0
Diluted EPS,0.3597,0.3837,0.3152,0.2347
Basic EPS,0.3597,0.3837,0.3152,0.2347
Net Income Common Stockholders,316329411.45,333400876.25,269988761.23,199884860.15
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,316329411.45,333400876.25,269988761.23,199884860.15
Minority Interests,-945929.32,-7368643.81,-10937780.22,-19324704.18
Net Income Including Noncontrolling Interests,317275340.77,340769520.06,280926541.45,219209564.33
Net Income Continuous Operations,317275340.77,340769520.06,280926541.45,219209564.33
Tax Provision,28578751.16,34619689.81,30179466.22,30234938.31
Pretax Income,345854091.93,375389209.87,311106007.67,249444502.64
Other Non Operating Income Expenses,38571093.21,414795.09,311627.17,-2794627.45
Special Income Charges,-70294934.23,-70220730.15,-62164288.28,-70485908.13
Other Special Charges,-919029.21,500611.54,-445502.96,1343314.45
Write Off,6530851.15,6540824.85,66334.63,9439301.3
Impairment Of Capital Assets,64683112.29,63179293.76,62543456.61,59703292.38
Net Non Operating Interest Income Expense,25267875.39,32729068.61,26766631.14,9677487.9
Total Other Finance Cost,1909904.29,1494220.26,1173906.6,3251464.42
Interest Expense Non Operating,6451793.1,5712408.29,2325719.95,2905233.09
Interest Income Non Operating,33629572.78,39935697.16,30266257.69,15834185.41
Operating Income,355688779.57,387345407.34,337542068.57,284323719.56
Operating Expense,270721389.93,259542726.18,247852119.56,285396819.8
Other Operating Expenses,15087571.97,17939387.6,14060681.22,8723130.5
Depreciation And Amortization In Income Statement,17071216.94,12309368.48,10911818.26,8741759.98
Depreciation Income Statement,17071216.94,12309368.48,10911818.26,8741759.98
Research And Development,170356983.05,150709177.61,143008089.3,166089475.2
Selling General And Administration,51653732.8,40896756.93,53577190.02,96966876.06
Selling And Marketing Expense,16277934.71,15555049.41,17749245.63,27919416.01
General And Administrative Expense,35375798.09,25341707.52,35827944.39,69047460.05
Rent And Landing Fees,6515192.83,5870635.74,5350280.01,6168181.12
Gross Profit,626410169.5,646888133.52,585394188.13,569720539.36
Cost Of Revenue,3167482400.92,2503096301.37,2431328154.73,2581910836.42
Total Revenue,3793892570.42,3149984434.89,3016722342.86,3151631375.78
Operating Revenue,3793892570.42,3149984434.89,3016722342.86,3151631375.78
