,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-21302327.185,-27437723.89,-8357739.187205,-4846449.372565
Tax Rate For Calcs,0.25,0.25,0.092808,0.112709
Normalized EBITDA,186412466.69,229717863.67,335736710.07,314862732.26
Total Unusual Items,-85209308.74,-109750895.56,-90053976.39,-42999609.37
Total Unusual Items Excluding Goodwill,-85209308.74,-109750895.56,-90053976.39,-42999609.37
Net Income From Continuing Operation Net Minority Interest,53233207.24,69405959.61,185606519.18,213544590.65
Reconciled Depreciation,28388366.53,24406534.47,25078134.01,20694647.82
Reconciled Cost Of Revenue,4116442563.6,3882537794.84,3696825091.7,3334513712.07
EBITDA,101203157.95,119966968.11,245682733.68,271863122.89
EBIT,72814791.42,95560433.64,220604599.67,251168475.07
Net Interest Income,-37515329.75,-28930590.17,-15332862.01,-9956298.29
Interest Expense,36771535.44,30164531.92,16324458.83,10498135.27
Interest Income,2142319.25,3840673.41,3000626.31,1970245.02
Normalized Income,117140188.795,151719131.28,267302756.382795,251697750.647435
Net Income From Continuing And Discontinued Operation,53233207.24,69405959.61,185606519.18,213544590.65
Total Expenses,4529825869.46,4283162488.66,4047783126.46,3643863666.74
Rent Expense Supplemental,9693211.77,11289582.04,5828416.9,3118549.8
Total Operating Income As Reported,37339534.17,66467319.0,205267540.14,241746491.99
Diluted Average Shares,313136513.0,301765042.0,304272982.0,280979725.0
Basic Average Shares,313136513.0,301765042.0,304272982.0,280979725.0
Diluted EPS,0.17,0.23,0.61,0.76
Basic EPS,0.17,0.23,0.61,0.76
Net Income Common Stockholders,53233207.24,69405959.61,185606519.18,213544590.65
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,53233207.24,69405959.61,185606519.18,213544590.65
Minority Interests,738923.1,319993.32,285231.76,
Net Income Including Noncontrolling Interests,52494284.14,69085966.29,185321287.42,213544590.65
Net Income Continuous Operations,52494284.14,69085966.29,185321287.42,213544590.65
Tax Provision,-16451028.16,-3690064.57,18958853.42,27125749.15
Pretax Income,36043255.98,65395901.72,204280140.84,240670339.8
Other Non Operating Income Expenses,-1296278.19,-1071417.28,-987399.3,-1076152.19
Special Income Charges,-86838172.59,-108833938.31,-90632359.9,-43448213.75
Other Special Charges,-189241.8,-612850.84,-483042.51,-475194.32
Write Off,70863588.69,94798023.45,86892698.82,37535142.63
Impairment Of Capital Assets,16163825.7,14648765.7,4222703.59,6388265.44
Net Non Operating Interest Income Expense,-37515329.75,-28930590.17,-15332862.01,-9956298.29
Total Other Finance Cost,2886113.56,2606731.66,2009029.49,1428408.04
Interest Expense Non Operating,36771535.44,30164531.92,16324458.83,10498135.27
Interest Income Non Operating,2142319.25,3840673.41,3000626.31,1970245.02
Operating Income,155334683.35,196825906.33,302941603.9,287786280.45
Operating Expense,413383305.86,400624693.82,350958034.76,309349954.67
Other Operating Expenses,26043032.85,22273566.32,21881493.12,16718538.42
Depreciation And Amortization In Income Statement,9372119.7,6983785.25,5995868.34,5388600.58
Amortization,768430.5,703449.82,667849.55,586637.52
Depreciation Income Statement,8603689.2,6280335.43,5328018.79,4801963.06
Research And Development,144111730.7,149362541.37,133876882.86,121350272.35
Selling General And Administration,81503118.02,86550074.93,85016162.63,81573664.6
Selling And Marketing Expense,21002432.06,23840551.83,31933728.06,28561688.3
General And Administrative Expense,60500685.96,62709523.1,53082434.57,53011976.3
Rent And Landing Fees,9693211.77,11289582.04,5828416.9,3118549.8
Gross Profit,568717989.21,597450600.15,653899638.66,597136235.12
Cost Of Revenue,4116442563.6,3882537794.84,3696825091.7,3334513712.07
Total Revenue,4685160552.81,4479988394.99,4350724730.36,3931649947.19
Operating Revenue,4685160552.81,4479988394.99,4350724730.36,3931649947.19
