,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-69806317.56,-48028695.8,-169542908.15,-190489433.32
Repayment Of Debt,-704260000.0,-501907502.54,-476334000.0,-517741251.37
Issuance Of Debt,797939926.39,835922949.45,519547102.78,528230500.0
Capital Expenditure,-174703750.74,-134931982.82,-129150516.5,-244897298.69
End Cash Position,240228213.2,378806818.84,147241408.39,406746660.47
Beginning Cash Position,378806818.84,147241408.39,406746660.47,193451395.32
Effect Of Exchange Rate Changes,8299518.84,1411080.93,2011878.1,1533832.49
Changes In Cash,-146878124.48,230154329.52,-261517130.18,211761432.66
Financing Cash Flow,70609489.41,417256298.49,-1475131.69,492245566.16
Net Other Financing Charges,2061367.87,118479206.81,-4491643.29,501858408.45
Cash Dividends Paid,-25131804.85,-35238355.23,-40196591.18,-20102090.92
Net Issuance Payments Of Debt,93679926.39,334015446.91,43213102.78,10489248.63
Net Long Term Debt Issuance,93679926.39,334015446.91,43213102.78,10489248.63
Long Term Debt Payments,-704260000.0,-501907502.54,-476334000.0,-517741251.37
Long Term Debt Issuance,797939926.39,835922949.45,519547102.78,528230500.0
Investing Cash Flow,-322385047.07,-274005255.99,-219649606.84,-334891998.87
Net Other Investing Changes,-147946132.33,-140135992.22,-92391285.74,-90166800.18
Net PPE Purchase And Sale,-174438914.74,-133869263.77,-127258321.1,-244725198.69
Sale Of PPE,264836.0,1062719.05,1892195.4,172100.0
Purchase Of PPE,-174703750.74,-134931982.82,-129150516.5,-244897298.69
Operating Cash Flow,104897433.18,86903287.02,-40392391.65,54407865.37
Change In Working Capital,2150623.97,63796820.98,-310473253.49,-189127924.22
Change In Other Current Assets,-13843271.38,-44179409.0,-9742709.11,-7027299.21
Change In Payable,167578856.08,-367759044.12,91608120.45,112514246.68
Change In Inventory,-7224183.05,110605009.54,-153743126.7,-52199379.6
Change In Receivables,-144360777.68,365130264.56,-238595538.13,-242415492.09
Other Non Cash Items,31065260.93,25787556.53,25831090.17,23504643.9
Depreciation And Amortization,176163743.92,165245221.19,152339345.31,114156208.25
Amortization Cash Flow,4154461.38,3549557.9,3482575.57,2634937.91
Depreciation,172009282.54,161695663.29,148856769.74,111521270.34
Gain Loss On Investment Securities,11800.0,2046088.0,2192200.0,
Gain Loss On Sale Of PPE,722531.98,92413.02,-135126.53,2064221.67
Net Income From Continuing Operations,-122453099.06,-192470572.27,73137854.07,98594923.92
Cash Flowsfromusedin Operating Activities Direct,104897433.18,86903287.02,-40392391.65,54407865.37
Taxes Refund Paid Direct,63429881.13,102295134.66,124348214.16,20974488.53
Classesof Cash Payments,-1441544664.81,-1435270330.11,-1470542645.2,-1158768896.32
Other Cash Paymentsfrom Operating Activities,-308502358.69,-308612836.26,-301122210.32,-298372110.94
Paymentson Behalfof Employees,-245829755.08,-300080736.95,-261114377.72,-238976846.62
Paymentsto Suppliersfor Goodsand Services,-887212551.04,-826576756.9,-908306057.16,-621419938.76
Classesof Cash Receiptsfrom Operating Activities,1483012216.86,1419878482.47,1305802039.39,1192202273.16
Other Cash Receiptsfrom Operating Activities,10129526.73,16400849.08,7902567.92,11601465.0
Receiptsfrom Customers,1472882690.13,1403477633.39,1297899471.47,1180600808.16
