,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1915235.160059,-4384585.880602,-2581454.875,-736554.492584
Tax Rate For Calcs,0.100956,0.186498,0.25,0.094644
Normalized EBITDA,99118328.97,-15646057.12,259133202.11,253622029.66
Total Unusual Items,-18971046.2,-23510121.64,-10325819.5,-7782386.33
Total Unusual Items Excluding Goodwill,-18971046.2,-23510121.64,-10325819.5,-7782386.33
Net Income From Continuing Operation Net Minority Interest,-122453099.06,-192470572.27,73137854.07,98594923.92
Reconciled Depreciation,176163743.92,165245221.19,152339345.31,114156208.25
Reconciled Cost Of Revenue,1782013829.73,1529603792.12,1525409544.93,1215488411.88
EBITDA,80147282.77,-39156178.76,248807382.61,245839643.33
EBIT,-96016461.15,-204401399.95,96468037.3,131683435.08
Net Interest Income,-39666406.98,-31284812.57,-22475328.58,-21081787.1
Interest Expense,40187170.22,32193622.7,25435080.89,22781632.45
Interest Income,5363617.54,5339207.13,6298645.98,5047045.58
Normalized Income,-105397288.020059,-173345036.510602,80882218.695,105640755.757416
Net Income From Continuing And Discontinued Operation,-122453099.06,-192470572.27,73137854.07,98594923.92
Total Expenses,2101517286.6,1868640872.08,1831240710.75,1486043720.84
Rent Expense Supplemental,2287666.38,2468148.49,3169459.16,5644533.61
Total Operating Income As Reported,-135608235.07,-237236984.08,71693215.58,108934257.02
Diluted Average Shares,142387324.0,142570794.0,143407557.0,133236384.0
Basic Average Shares,142387324.0,142570794.0,143407557.0,133236384.0
Diluted EPS,-0.86,-1.35,0.51,0.74
Basic EPS,-0.86,-1.35,0.51,0.74
Net Income Common Stockholders,-122453099.06,-192470572.27,73137854.07,98594923.92
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-122453099.06,-192470572.27,73137854.07,98594923.92
Net Income Including Noncontrolling Interests,-122453099.06,-192470572.27,73137854.07,98594923.92
Net Income Continuous Operations,-122453099.06,-192470572.27,73137854.07,98594923.92
Tax Provision,-13750532.31,-44124450.38,-2104897.66,10306878.71
Pretax Income,-136203631.37,-236595022.65,71032956.41,108901802.63
Other Non Operating Income Expenses,-595396.3,641961.43,-660259.17,-32454.39
Special Income Charges,-18971046.2,-23510121.64,-10325819.5,-7782386.33
Other Special Charges,722531.98,92413.02,-633110.86,1769188.55
Write Off,1156325.66,479342.51,1914156.72,1279866.15
Impairment Of Capital Assets,17092188.56,22938366.11,9044773.64,4733331.63
Net Non Operating Interest Income Expense,-39666406.98,-31284812.57,-22475328.58,-21081787.1
Total Other Finance Cost,4842854.3,4430397.0,3338893.67,3347200.23
Interest Expense Non Operating,40187170.22,32193622.7,25435080.89,22781632.45
Interest Income Non Operating,5363617.54,5339207.13,6298645.98,5047045.58
Operating Income,-87893271.26,-187735717.57,102183065.68,139028893.17
Operating Expense,319503456.87,339037079.96,305831165.82,270555308.96
Other Operating Expenses,65231507.25,56969322.51,47452813.2,51691552.57
Depreciation And Amortization In Income Statement,21404434.54,21081414.63,21417005.75,17897800.25
Amortization,2208281.21,2062815.86,1995833.53,1711574.21
Depreciation Income Statement,19196153.33,19018598.77,19421172.22,16186226.04
Research And Development,85702203.57,98483663.65,103910558.57,73632826.4
Selling General And Administration,54486558.06,63886273.64,46003135.54,51434696.12
Selling And Marketing Expense,18091766.11,21117484.89,11199608.59,12546702.96
General And Administrative Expense,36394791.95,42768788.75,34803526.95,38887993.16
Rent And Landing Fees,2287666.38,2468148.49,3169459.16,5644533.61
Gross Profit,231610185.61,151301362.39,408014231.5,409584202.13
Cost Of Revenue,1782013829.73,1529603792.12,1525409544.93,1215488411.88
Total Revenue,2013624015.34,1680905154.51,1933423776.43,1625072614.01
Operating Revenue,2013624015.34,1680905154.51,1933423776.43,1625072614.01
