,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-151772.233125,779125.669428,-43806.01583,-71426.555235
Tax Rate For Calcs,0.089671,0.132979,0.083899,0.125457
Normalized EBITDA,139386041.18,129373991.74,123400627.88,144676337.14
Total Unusual Items,-1692541.56,5859002.25,-522128.83,-569331.72
Total Unusual Items Excluding Goodwill,-1692541.56,5859002.25,-522128.83,-569331.72
Net Income From Continuing Operation Net Minority Interest,94519402.43,94356080.46,93479909.0,109891164.01
Reconciled Depreciation,33719106.09,26154016.66,20336548.63,18046180.85
Reconciled Cost Of Revenue,177463082.09,126410969.06,135909713.8,177289891.08
EBITDA,137693499.62,135232993.99,122878499.05,144107005.42
EBIT,103974393.53,109078977.33,102541950.42,126060824.57
Net Interest Income,19712733.93,24475249.32,23455361.01,3186704.95
Interest Expense,144434.01,251040.48,500914.39,405318.57
Interest Income,19871479.57,24757594.36,24003601.93,3642515.76
Normalized Income,96060171.756875,89276203.879428,93958231.81417,110389069.174765
Net Income From Continuing And Discontinued Operation,94519402.43,94356080.46,93479909.0,109891164.01
Total Expenses,281519997.08,227242827.96,225695563.08,253378741.43
Total Operating Income As Reported,104603445.4,109462682.44,102601696.28,127576925.65
Diluted Average Shares,262553896.0,262100224.0,267085454.0,224267682.0
Basic Average Shares,262553896.0,262100224.0,267085454.0,224267682.0
Diluted EPS,0.36,0.36,0.35,0.49
Basic EPS,0.36,0.36,0.35,0.49
Net Income Common Stockholders,94519402.43,94356080.46,93479909.0,109891164.01
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,94519402.43,94356080.46,93479909.0,109891164.01
Net Income Including Noncontrolling Interests,94519402.43,94356080.46,93479909.0,109891164.01
Net Income Continuous Operations,94519402.43,94356080.46,93479909.0,109891164.01
Tax Provision,9310557.09,14471856.39,8561127.03,15764341.99
Pretax Income,103829959.52,108827936.85,102041036.03,125655506.0
Other Non Operating Income Expenses,-773485.88,-634745.59,-560660.25,-1921419.65
Special Income Charges,-3312340.78,3845548.21,-1784457.6,-736876.11
Other Special Charges,,-652262.64,-34002.85,5756.1
Write Off,3050739.84,-3193285.57,1818460.45,731120.01
Impairment Of Capital Assets,261600.94,,,
Net Non Operating Interest Income Expense,19712733.93,24475249.32,23455361.01,3186704.95
Total Other Finance Cost,14311.63,31304.56,47326.53,50492.24
Interest Expense Non Operating,144434.01,251040.48,500914.39,405318.57
Interest Income Non Operating,19871479.57,24757594.36,24003601.93,3642515.76
Operating Income,84402716.66,75550449.4,73546271.37,115786597.76
Operating Expense,104056914.99,100831858.9,89785849.28,76088850.35
Other Operating Expenses,5566068.35,5274382.5,4918248.77,3762258.9
Depreciation And Amortization In Income Statement,6279596.66,6299547.43,5677412.01,5040122.39
Depreciation Income Statement,6279596.66,6299547.43,5677412.01,5040122.39
Research And Development,35705391.15,36327014.28,34194078.64,22088939.62
Selling General And Administration,35622283.99,34522686.03,25346069.33,22772318.8
Selling And Marketing Expense,27014628.66,25333961.53,22832067.34,15142517.29
General And Administrative Expense,8607655.33,9188724.5,2514001.99,7629801.51
Gross Profit,188459631.65,176382308.3,163332120.65,191875448.11
Cost Of Revenue,177463082.09,126410969.06,135909713.8,177289891.08
Total Revenue,365922713.74,302793277.36,299241834.45,369165339.19
Operating Revenue,365922713.74,302793277.36,299241834.45,369165339.19
