,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,256400.623326,-2018793.228747,-12692382.110438,-5041536.1975
Tax Rate For Calcs,0.231417,0.195567,0.286599,0.25
Normalized EBITDA,1615031941.01,1538566374.85,1115297422.02,481646719.22
Total Unusual Items,1107961.38,-10322744.73,-44286172.91,-20166144.79
Total Unusual Items Excluding Goodwill,1107961.38,-10322744.73,-44286172.91,-20166144.79
Net Income From Continuing Operation Net Minority Interest,725821754.31,811695406.68,482420334.84,73980969.16
Reconciled Depreciation,458236324.7,356155862.19,323699307.42,241613194.76
Reconciled Cost Of Revenue,2232574820.15,2025507705.23,1714142742.06,1190872872.14
EBITDA,1616139902.39,1528243630.12,1071011249.11,461480574.43
EBIT,1157903577.69,1172087767.93,747311941.69,219867379.67
Net Interest Income,-186516377.68,-148076922.3,-95781156.8,-102981292.65
Interest Expense,194332398.34,149086856.44,92910962.5,93878188.52
Interest Income,19984989.2,11916738.74,3940555.19,2209110.88
Normalized Income,724970193.553326,819999358.181253,514014125.639562,89105577.7525
Net Income From Continuing And Discontinued Operation,725821754.31,811695406.68,482420334.84,73980969.16
Total Expenses,2801845384.37,2544565594.96,2323841976.12,1493912280.79
Rent Expense Supplemental,9654758.82,10844585.17,10508293.67,5360862.04
Total Operating Income As Reported,968055639.52,1029518167.18,693029041.33,128425813.34
Diluted Average Shares,414755288.0,395948979.0,398694492.0,411005384.0
Basic Average Shares,412398724.0,394026896.0,398694492.0,411005384.0
Diluted EPS,1.75,2.05,1.21,0.18
Basic EPS,1.76,2.06,1.21,0.18
Net Income Common Stockholders,725821754.31,811695406.68,482420334.84,73980969.16
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,725821754.31,811695406.68,482420334.84,73980969.16
Minority Interests,-14763086.83,-11239789.04,15570158.43,482062.63
Net Income Including Noncontrolling Interests,740584841.14,822935195.72,466850176.41,73498906.53
Net Income Continuous Operations,740584841.14,822935195.72,466850176.41,73498906.53
Tax Provision,222986338.21,200065715.77,187550802.78,52490284.62
Pretax Income,963571179.35,1023000911.49,654400979.19,125989191.15
Other Non Operating Income Expenses,-4484460.17,-4995294.09,-60089924.85,-2441171.54
Special Income Charges,1107961.38,-10322744.73,-44286172.91,-20166144.79
Other Special Charges,-153676.71,2037885.17,4997436.87,-162201.92
Write Off,-7287238.17,10807766.28,39099926.93,9697765.13
Impairment Of Capital Assets,6332953.5,-2522906.72,188809.11,10630581.58
Net Non Operating Interest Income Expense,-186516377.68,-148076922.3,-95781156.8,-102981292.65
Total Other Finance Cost,12168968.54,10906804.6,6810749.49,11312215.01
Interest Expense Non Operating,194332398.34,149086856.44,92910962.5,93878188.52
Interest Income Non Operating,19984989.2,11916738.74,3940555.19,2209110.88
Operating Income,1332927131.36,1187382057.21,874891797.56,267857362.74
Operating Expense,569270564.22,519057889.73,609699234.06,303039408.65
Other Operating Expenses,140364593.78,119582367.65,206169235.03,14272384.44
Depreciation And Amortization In Income Statement,15803380.45,19400603.23,18384878.89,28282587.17
Depreciation Income Statement,15803380.45,19400603.23,18384878.89,28282587.17
Research And Development,131379770.17,135200403.39,116535799.99,60549461.46
Selling General And Administration,185416912.07,153019084.53,195874670.48,120132012.37
Selling And Marketing Expense,36329513.28,27906632.93,12525112.23,7190493.67
General And Administrative Expense,149087398.79,125112451.6,183349558.25,112941518.7
Rent And Landing Fees,9654758.82,10844585.17,10508293.67,5360862.04
Gross Profit,1902197695.58,1706439946.94,1484591031.62,570896771.39
Cost Of Revenue,2232574820.15,2025507705.23,1714142742.06,1190872872.14
Total Revenue,4134772515.73,3731947652.17,3198733773.68,1761769643.53
Operating Revenue,4134772515.73,3731947652.17,3198733773.68,1761769643.53
