,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,462338461.0,400000100.0,400000100.0,400000100.0
Share Issued,462338461.0,400000100.0,400000100.0,400000100.0
Net Debt,664267884.13,1310083403.13,1191099618.18,1082188084.79
Total Debt,4035191903.1,3231669866.28,2340815875.43,1764544128.32
Tangible Book Value,3942841454.79,2605011730.22,2249295179.4,1937348401.9
Invested Capital,7205259009.81,5223034610.32,4258149903.97,3390164388.66
Working Capital,-159259856.75,-1009767755.33,-803982634.84,-1001706856.3
Net Tangible Assets,3942841454.79,2605011730.22,2249295179.4,1937348401.9
Capital Lease Obligations,8188350.33,20404120.9,577961.68,4293216.6
Common Stock Equity,3999193361.72,2663239573.36,2300958512.49,1990131855.27
Total Capitalization,5480223541.96,4168842957.22,3422769975.52,2432731855.27
Total Equity Gross Minority Interest,4265421905.27,2891596420.26,2443363460.5,1988638589.02
Minority Interest,266228543.55,228356846.9,142404948.01,-1493266.25
Stockholders Equity,3999193361.72,2663239573.36,2300958512.49,1990131855.27
Treasury Stock,141185143.49,126117700.44,119989753.38,
Retained Earnings,1759421931.92,1497680753.81,814993820.0,421714476.01
Additional Paid In Capital,1644415492.83,592920860.59,1013534954.84,1013534954.84
Capital Stock,462338461.0,400000100.0,400000100.0,400000100.0
Common Stock,462338461.0,400000100.0,400000100.0,400000100.0
Total Liabilities Net Minority Interest,7689818356.23,6400218472.17,5332985169.35,3904387925.07
Total Non Current Liabilities Net Minority Interest,3137485640.75,2232205616.5,1867444136.7,1054883429.86
Other Non Current Liabilities,129869234.06,122076555.95,99653426.03,52511802.73
Tradeand Other Payables Non Current,1401803585.69,511136456.75,613272654.25,532039538.31
Non Current Deferred Revenue,19185859.87,20491598.79,17443933.47,18861800.07
Non Current Deferred Taxes Liabilities,97408430.56,52493500.25,14684698.24,4577072.15
Long Term Debt And Capital Lease Obligation,1489218530.57,1526007504.76,1122389424.71,446893216.6
Long Term Capital Lease Obligation,8188350.33,20404120.9,577961.68,4293216.6
Long Term Debt,1481030180.24,1505603383.86,1121811463.03,442600000.0
Current Liabilities,4552332715.48,4168012855.67,3465541032.65,2849504495.21
Other Current Liabilities,21753407.44,68626752.48,126911077.5,46250717.26
Current Debt And Capital Lease Obligation,2545973372.53,1705662361.52,1218426450.72,1317650911.72
Current Debt,1725035467.85,1054191653.1,835379928.45,957432533.39
Payables,1931673927.36,2160699292.54,1935652065.45,1400421829.78
Other Payable,653331893.08,795377473.26,617821048.84,241172228.28
Dividends Payable,,12577042.25,19590537.5,
Total Tax Payable,231786783.32,204457162.18,256424606.98,100941191.24
Accounts Payable,1046555250.96,1148287614.85,1041815872.13,1058308410.26
Total Assets,11955240261.5,9291814892.43,7776348629.85,5893026514.09
Total Non Current Assets,7562167402.77,6133569792.09,5114790232.04,4045228875.18
Other Non Current Assets,30717814.3,47749383.38,44043486.95,249382086.37
Non Current Deferred Assets,197647236.44,199124999.63,171320101.25,163611256.68
Non Current Deferred Taxes Assets,35949871.16,5581267.72,3025708.48,1882394.71
Investmentin Financial Assets,,,140184059.0,144142089.46
Available For Sale Securities,,,140184059.0,144142089.46
Investment Properties,2553095.88,3300039.7,4046983.3,4793926.9
Goodwill And Other Intangible Assets,56351906.93,58227843.14,51663333.09,52783453.37
Other Intangible Assets,56351906.93,58227843.14,51663333.09,52783453.37
Net PPE,7231338254.05,5807691269.87,4822818811.15,3426177301.13
Accumulated Depreciation,-2157274064.57,-1786357660.38,-1340563473.74,-1049132991.62
Gross PPE,9388612318.62,7520695048.05,5280313105.71,4460128732.19
Construction In Progress,488194627.89,527357604.98,459904650.09,205011580.69
Other Properties,277942119.1,269882734.11,202912273.64,181841108.87
Machinery Furniture Equipment,2640971184.74,2706832150.63,2508026597.11,2358872623.82
Properties,5981504386.89,4016622558.33,2109469584.87,1714403418.81
Current Assets,4393072858.73,3158245100.34,2661558397.81,1847797638.91
Other Current Assets,144946834.13,113193656.92,63083651.37,21547316.34
Prepaid Assets,129505163.41,242384416.86,326924679.27,110358284.86
Inventory,615466361.46,594636998.06,503903090.23,438040166.25
Inventories Adjustments Allowances,0.0,,,
Other Inventories,,4220.74,2473884.18,
Finished Goods,73729292.05,71328924.97,22842902.07,13362146.3
Work In Process,112988103.64,124949770.2,139886372.04,108830209.41
Raw Materials,428748965.77,398354082.15,338699931.94,315847810.54
Other Receivables,299429837.84,255968539.08,434817827.48,498668229.95
Accounts Receivable,661926897.93,702349855.59,566737376.16,461339192.91
Allowance For Doubtful Accounts Receivable,-115383501.36,-125426055.37,-105543187.18,-81075427.58
Gross Accounts Receivable,777310399.29,827775910.96,671772023.96,542414620.49
Cash Cash Equivalents And Short Term Investments,2541797763.96,1249711633.83,766091773.3,317844448.6
Cash And Cash Equivalents,2541797763.96,1249711633.83,766091773.3,317844448.6
Cash Equivalents,185426705.42,231889051.36,303999026.17,220596054.73
Cash Financial,2356371058.54,1017789908.16,459620526.42,97109361.73
