,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,75000000.0,75000000.0,75000000.0,75000000.0
Share Issued,75000000.0,75000000.0,75000000.0,75000000.0
Total Debt,10859537.91,16604649.94,16138704.35,70968427.07
Tangible Book Value,727791330.79,581328446.76,455989167.63,444980668.22
Invested Capital,735086252.82,588789284.46,463821470.44,509006105.91
Working Capital,539835799.95,405239768.34,283787267.02,290970169.39
Net Tangible Assets,727791330.79,581328446.76,455989167.63,444980668.22
Capital Lease Obligations,5202074.09,11442694.99,11321988.31,10347926.32
Common Stock Equity,735086252.82,588789284.46,463821470.44,452569623.85
Total Capitalization,735086252.82,588789284.46,463821470.44,452569623.85
Total Equity Gross Minority Interest,735086252.82,588789284.46,463821470.44,452569623.85
Stockholders Equity,735086252.82,588789284.46,463821470.44,452569623.85
Retained Earnings,545474963.85,391973644.65,270513674.66,272664782.0
Additional Paid In Capital,60090987.61,60090987.61,60090987.61,60090987.61
Capital Stock,75000000.0,75000000.0,75000000.0,75000000.0
Common Stock,75000000.0,75000000.0,75000000.0,75000000.0
Total Liabilities Net Minority Interest,617144249.57,440420015.8,410751060.73,592426209.19
Total Non Current Liabilities Net Minority Interest,5202074.09,11442694.99,11321988.31,10347926.32
Long Term Debt And Capital Lease Obligation,5202074.09,11442694.99,11321988.31,10347926.32
Long Term Capital Lease Obligation,5202074.09,11442694.99,11321988.31,10347926.32
Current Liabilities,611942175.48,428977320.81,399429072.42,582078282.87
Other Current Liabilities,30858189.22,19912262.48,37111145.38,33550260.92
Current Debt And Capital Lease Obligation,5657463.82,5161954.95,4816716.04,60620500.75
Current Debt,,,,56436482.06
Payables,573010105.11,403423016.09,356858422.9,487385367.28
Other Payable,32882986.2,23126441.88,24213810.19,28456286.61
Total Tax Payable,21066675.66,8034864.42,3659109.91,3977840.59
Accounts Payable,519060443.25,372261709.79,328985502.8,454951240.08
Total Assets,1352230502.39,1029209300.26,874572531.17,1044995833.04
Total Non Current Assets,200452526.96,194992211.11,191356191.73,171947380.78
Other Non Current Assets,28088299.16,23911986.43,20917620.87,28424934.86
Non Current Deferred Assets,5703186.15,7325302.9,6880465.5,7017692.48
Non Current Deferred Taxes Assets,14608380.36,8371559.24,7627991.11,7064474.68
Goodwill And Other Intangible Assets,7294922.03,7460837.7,7832302.81,7588955.63
Other Intangible Assets,7294922.03,7460837.7,7832302.81,7588955.63
Net PPE,144757739.26,147922524.84,148097811.44,121851323.13
Accumulated Depreciation,-113396519.84,-101487823.0,-85638724.0,-71431177.08
Gross PPE,258154259.1,249410347.84,233736535.44,193282500.21
Construction In Progress,18450529.83,11989396.68,8289949.13,479870.05
Other Properties,25414464.77,29079528.19,28160465.16,23535243.59
Machinery Furniture Equipment,161451111.82,155244861.22,144776366.5,118234663.11
Properties,52838152.68,53096561.75,52509754.65,51032723.46
Current Assets,1151777975.43,834217089.15,683216339.44,873048452.26
Other Current Assets,53928376.81,33805837.09,20465642.1,39732952.95
Prepaid Assets,5496964.62,4951779.99,5438369.22,5341050.31
Inventory,329855918.68,230205881.93,213693575.14,288034813.46
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,141899846.78,88141374.51,79927109.85,126848739.19
Work In Process,53626768.11,29543511.61,25891689.86,34468847.7
Raw Materials,134329303.79,112520995.81,107874775.43,126717226.57
Other Receivables,16923108.17,12934504.63,17163671.02,12820007.46
Accounts Receivable,393468310.38,266143767.16,221450590.94,311536155.43
Allowance For Doubtful Accounts Receivable,-20779655.55,-14080174.41,-11787676.38,-16483394.76
Gross Accounts Receivable,414247965.93,280223941.57,233238267.32,328019550.19
Cash Cash Equivalents And Short Term Investments,352105296.77,286175318.35,205004491.02,215583472.65
Other Short Term Investments,,,49001852.2,40000000.0
Cash And Cash Equivalents,352105296.77,286175318.35,156002638.82,175583472.65
Cash Equivalents,35746833.98,47282307.51,26373154.12,55784459.1
Cash Financial,316358462.79,238893010.84,129629484.7,119799013.55
