,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,19405918198.0,19405918198.0,19405918198.0,19405918198.0
Share Issued,19405918198.0,19405918198.0,19405918198.0,19405918198.0
Net Debt,69906000000.0,178740000000.0,215386000000.0,353787000000.0
Total Debt,756251000000.0,783597000000.0,756390000000.0,863296000000.0
Tangible Book Value,461083000000.0,438185000000.0,400280000000.0,362126000000.0
Invested Capital,1225730000000.0,1229762000000.0,1164195000000.0,1231823000000.0
Net Tangible Assets,481036000000.0,458138000000.0,420233000000.0,382079000000.0
Common Stock Equity,474889000000.0,452375000000.0,414727000000.0,375495000000.0
Preferred Stock Equity,19953000000.0,19953000000.0,19953000000.0,19953000000.0
Total Capitalization,1245683000000.0,1249715000000.0,1184148000000.0,1251776000000.0
Total Equity Gross Minority Interest,494842000000.0,472328000000.0,434680000000.0,395448000000.0
Stockholders Equity,494842000000.0,472328000000.0,434680000000.0,395448000000.0
Other Equity Interest,49995000000.0,49991000000.0,49991000000.0,49991000000.0
Retained Earnings,243605000000.0,221255000000.0,186305000000.0,154377000000.0
Additional Paid In Capital,80816000000.0,80816000000.0,80816000000.0,80816000000.0
Capital Stock,39359000000.0,39359000000.0,39359000000.0,39359000000.0
Common Stock,19406000000.0,19406000000.0,19406000000.0,19406000000.0
Preferred Stock,19953000000.0,19953000000.0,19953000000.0,19953000000.0
Total Liabilities Net Minority Interest,5274428000000.0,5114788000000.0,4886834000000.0,4525932000000.0
Derivative Product Liabilities,64553000000.0,42220000000.0,36525000000.0,31092000000.0
Long Term Debt And Capital Lease Obligation,756251000000.0,783597000000.0,756390000000.0,863296000000.0
Payables,30335000000.0,26569000000.0,33245000000.0,29780000000.0
Other Payable,16163000000.0,17189000000.0,18571000000.0,18095000000.0
Total Tax Payable,14172000000.0,9380000000.0,14674000000.0,11685000000.0
Total Assets,5769270000000.0,5587116000000.0,5321514000000.0,4921380000000.0
Investments And Advances,1662486000000.0,1431426000000.0,1384149000000.0,1313127000000.0
Investmentin Financial Assets,1662486000000.0,1431426000000.0,1384149000000.0,1313127000000.0
Trading Securities,629571000000.0,450293000000.0,446133000000.0,389703000000.0
Investment Properties,298000000.0,335000000.0,477000000.0,558000000.0
Goodwill And Other Intangible Assets,13806000000.0,14190000000.0,14447000000.0,13369000000.0
Other Intangible Assets,6238000000.0,6622000000.0,6879000000.0,5801000000.0
Goodwill,7568000000.0,7568000000.0,7568000000.0,7568000000.0
Net PPE,13682000000.0,15590000000.0,17613000000.0,18745000000.0
Accumulated Depreciation,-11707000000.0,-10994000000.0,-9624000000.0,-8294000000.0
Gross PPE,25389000000.0,26584000000.0,27237000000.0,27039000000.0
Other Properties,14287000000.0,15637000000.0,16415000000.0,16157000000.0
Properties,11102000000.0,10947000000.0,10822000000.0,10882000000.0
Cash And Cash Equivalents,680935000000.0,598647000000.0,534082000000.0,502541000000.0
Cash Equivalents,12722000000.0,9680000000.0,16673000000.0,17925000000.0
Cash Financial,3421000000.0,3687000000.0,4162000000.0,3685000000.0
Cash Cash Equivalents And Federal Funds Sold,713654000000.0,709477000000.0,575643000000.0,508929000000.0
