,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-70640049.936617,-9565001.504871,3781336.468697,-16830459.304689
Tax Rate For Calcs,0.147766,0.129282,0.100168,0.120728
Normalized EBITDA,7162980512.74,4194789944.87,2116768162.05,3755871893.82
Total Unusual Items,-478054070.26,-73985422.33,37749977.06,-139408630.43
Total Unusual Items Excluding Goodwill,-478054070.26,-73985422.33,37749977.06,-139408630.43
Net Income From Continuing Operation Net Minority Interest,3783228877.44,1947188832.59,943505301.47,2380732575.42
Reconciled Depreciation,1506841610.53,1533203895.98,1047459845.25,879769132.67
Reconciled Cost Of Revenue,19370582708.28,20182172557.52,17924147111.16,17393222130.53
EBITDA,6684926442.48,4120804522.54,2154518139.11,3616463263.39
EBIT,5178084831.95,2587600626.56,1107058293.86,2736694130.72
Net Interest Income,-79978050.42,-82189516.82,-2997349.04,5773287.88
Interest Expense,103885684.76,108013514.92,30552976.32,11359612.26
Interest Income,44154113.91,39398807.77,35245197.28,19876762.02
Normalized Income,4190642897.763383,2011609253.415129,909536660.878697,2503310746.545311
Net Income From Continuing And Discontinued Operation,3783228877.44,1947188832.59,943505301.47,2380732575.42
Total Expenses,21450472685.07,21996119650.53,19718891175.94,19076973863.47
Rent Expense Supplemental,8624922.44,2054527.16,55320087.69,65323024.75
Total Operating Income As Reported,5079661960.73,2484689972.23,1086816037.8,2754606375.42
Diluted Average Shares,,2704428934.0,2695729433.0,2705377927.0
Basic Average Shares,,2704428934.0,2695729433.0,2705377927.0
Diluted EPS,,0.72,0.35,0.88
Basic EPS,,0.72,0.35,0.88
Net Income Common Stockholders,3783228877.44,1947188832.59,943505301.47,2380732575.42
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3783228877.44,1947188832.59,943505301.47,2380732575.42
Minority Interests,-541177090.6,-211831690.29,-25168723.63,-15579044.22
Net Income Including Noncontrolling Interests,4324405968.04,2159020522.88,968674025.1,2396311619.64
Net Income Continuous Operations,4324405968.04,2159020522.88,968674025.1,2396311619.64
Tax Provision,749793179.15,320566588.76,107831292.44,329022898.82
Pretax Income,5074199147.19,2479587111.64,1076505317.54,2725334518.46
Other Non Operating Income Expenses,-5462813.54,-9731441.07,-10602439.26,-29321551.1
Special Income Charges,-479307325.39,-71603621.01,36571736.73,-143587324.39
Other Special Charges,15982861.19,-545508.94,-66256106.25,-6153309.14
Write Off,13242758.72,-13578203.9,-5521441.63,-262566.51
Impairment Of Capital Assets,450081705.48,85727333.85,35205811.15,150003200.04
Net Non Operating Interest Income Expense,-79978050.42,-82189516.82,-2997349.04,5773287.88
Total Other Finance Cost,20246479.57,13574809.67,7689570.0,2743861.88
Interest Expense Non Operating,103885684.76,108013514.92,30552976.32,11359612.26
Interest Income Non Operating,44154113.91,39398807.77,35245197.28,19876762.02
Operating Income,5540394303.49,2466555296.94,936325727.75,2412150554.24
Operating Expense,2079889976.79,1813947093.01,1794744064.78,1683751732.94
Other Operating Expenses,199398851.23,110628240.32,90701705.57,87009621.48
Depreciation And Amortization In Income Statement,79423530.26,92286132.98,73993987.08,57801599.84
Depreciation Income Statement,79423530.26,92286132.98,73993987.08,57801599.84
Research And Development,1120348344.44,1054152177.76,1000702381.13,823836588.09
Selling General And Administration,290676280.4,269461932.77,212285180.25,282427293.07
Selling And Marketing Expense,71114434.9,50138721.52,23289304.93,38495526.3
General And Administrative Expense,219561845.5,219323211.25,188995875.32,243931766.77
Rent And Landing Fees,8624922.44,2054527.16,55320087.69,65323024.75
Gross Profit,7620284280.28,4280502389.95,2731069792.53,4095902287.18
Cost Of Revenue,19370582708.28,20182172557.52,17924147111.16,17393222130.53
Total Revenue,26990866988.56,24462674947.47,20655216903.69,21489124417.71
Operating Revenue,26990866988.56,24462674947.47,20655216903.69,21489124417.71
