,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-83612023.547739,-101647111.506886,-16264758.645259,-93756152.280882
Tax Rate For Calcs,0.085685,0.10987,0.02013,0.113385
Normalized EBITDA,5476846306.91,4887106147.14,5838258645.57,6321036490.53
Total Unusual Items,-975809903.55,-925154260.36,-808004712.7,-826881737.93
Total Unusual Items Excluding Goodwill,-975809903.55,-925154260.36,-808004712.7,-826881737.93
Net Income From Continuing Operation Net Minority Interest,1685521754.82,1572434477.25,2103017289.02,2157921833.07
Reconciled Depreciation,864452204.41,877020164.35,952338666.15,959107652.65
Reconciled Cost Of Revenue,,,,
EBITDA,4501036403.36,3961951886.78,5030253932.87,5494154752.6
EBIT,3636584198.95,3084931722.43,4077915266.72,4535047099.95
Net Interest Income,-1126985605.27,-556584558.46,48956739.06,-30523317.66
Interest Expense,1262037245.36,857978325.77,317701729.59,314933722.15
Interest Income,153621648.67,300574175.18,353935381.71,235262802.6
Normalized Income,2577719634.822261,2395941626.103114,2894757243.074741,2891047418.719118
Net Income From Continuing And Discontinued Operation,1685521754.82,1572434477.25,2103017289.02,2157921833.07
Total Expenses,92405409765.23,75015861974.29,72193417917.39,68464269680.4
Rent Expense Supplemental,103876767.4,93006331.57,131140875.74,91643630.37
Total Operating Income As Reported,2302302910.48,2168842074.44,3677582387.4,4160466984.86
Diluted Average Shares,2860210003.0,2860011781.0,2860080632.0,2861965296.0
Basic Average Shares,2860210003.0,2860011781.0,2860080632.0,2861965296.0
Diluted EPS,0.5893,0.5498,0.7353,0.754
Basic EPS,0.5893,0.5498,0.7353,0.754
Net Income Common Stockholders,1685521754.82,1572434477.25,2103017289.02,2157921833.07
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1685521754.82,1572434477.25,2103017289.02,2157921833.07
Minority Interests,-485562746.63,-409842555.77,-1581504900.43,-1583693140.01
Net Income Including Noncontrolling Interests,2171084501.45,1982277033.02,3684522189.45,3741614973.08
Net Income Continuous Operations,2171084501.45,1982277033.02,3684522189.45,3741614973.08
Tax Provision,203462452.14,244676363.64,75691347.68,478498404.72
Pretax Income,2374546953.59,2226953396.66,3760213537.13,4220113377.8
Other Non Operating Income Expenses,72244043.11,58111322.22,82631149.73,59646392.94
Special Income Charges,-810668103.92,-1021852415.33,-729190876.73,-847050861.08
Other Special Charges,-63895500.42,-2944443.06,-1547156.03,854438.59
Write Off,226981509.34,158450380.5,136048448.92,150982649.7
Impairment Of Capital Assets,647582095.0,866346477.89,594689583.84,695213772.79
Net Non Operating Interest Income Expense,-1126985605.27,-556584558.46,48956739.06,-30523317.66
Total Other Finance Cost,18570008.58,-819592.13,-12723086.94,-49147601.89
Interest Expense Non Operating,1262037245.36,857978325.77,317701729.59,314933722.15
Interest Income Non Operating,153621648.67,300574175.18,353935381.71,235262802.6
Operating Income,4342929578.8,4008216476.87,5114392856.63,5593379700.17
Operating Expense,9773563146.84,9733746496.42,10035494136.65,9692277150.91
Other Operating Expenses,301614462.35,274374240.25,284409822.93,295986857.39
Depreciation And Amortization In Income Statement,235883746.2,248377649.61,244479199.28,246863369.43
Depreciation Income Statement,235883746.2,248377649.61,244479199.28,246863369.43
Research And Development,4952674806.36,5101818089.81,5643444840.42,5298851200.81
Selling General And Administration,1266533175.1,1276501761.42,1577750139.05,1425303453.86
Selling And Marketing Expense,919128543.09,991247942.65,1247572694.89,1090474313.13
General And Administrative Expense,347404632.01,285253818.77,330177444.16,334829140.73
Rent And Landing Fees,103876767.4,93006331.57,131140875.74,91643630.37
Gross Profit,14116492725.64,13741962973.29,15149886993.28,15285656851.08
Cost Of Revenue,82631846618.39,65282115477.87,62157923780.74,58771992529.49
Total Revenue,96748339344.03,79024078451.16,77307810774.02,74057649380.57
Operating Revenue,96748339344.03,79024078451.16,77307810774.02,74057649380.57
