,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,2873617058.16,1907242174.37,-2797795828.52,3535717343.03
Repayment Of Debt,-10535004460.58,-7457676667.81,-4480734732.76,-4299937221.02
Issuance Of Debt,9240087583.22,17703099173.03,10914657309.4,3224754844.16
Capital Expenditure,-613134434.68,-533513650.48,-940567762.72,-482798694.33
End Cash Position,8574301330.99,7316512142.72,14519405339.39,10382654260.51
Beginning Cash Position,7316512142.72,14519405339.39,10382654260.51,8390136107.5
Effect Of Exchange Rate Changes,-50382499.28,863768.36,-5043499.86,45070033.51
Changes In Cash,1308171687.55,-7203756965.03,4141794578.74,1947448119.5
Financing Cash Flow,-1648941227.82,-9286205948.31,5344518431.13,-2109290869.51
Net Other Financing Charges,1156695426.28,-18280982030.04,557607375.58,815036436.63
Cash Dividends Paid,-940986681.1,-902517062.5,-171807072.62,-462444929.28
Net Issuance Payments Of Debt,-1294916877.36,10245422505.22,6433922576.64,-1075182376.86
Net Long Term Debt Issuance,-1294916877.36,10245422505.22,6433922576.64,-1075182376.86
Long Term Debt Payments,-10535004460.58,-7457676667.81,-4480734732.76,-4299937221.02
Long Term Debt Issuance,9240087583.22,17703099173.03,10914657309.4,3224754844.16
Investing Cash Flow,-529638577.47,-358306841.57,654504213.41,38222951.65
Net Other Investing Changes,-46156986.32,-30269500.0,-109800.0,2685479.62
Net Investment Purchase And Sale,27749508.22,204482454.47,1587497655.47,509178757.68
Sale Of Investment,2339771061.55,2404550492.23,7394427655.47,8585638757.68
Purchase Of Investment,-2312021553.33,-2200068037.76,-5806930000.0,-8076460000.0
Net Business Purchase And Sale,,,6148380.0,8300000.0
Sale Of Business,,,6148380.0,8300000.0
Net PPE Purchase And Sale,-511231099.37,-532519796.04,-939032022.06,-481941285.65
Sale Of PPE,101903335.31,993854.44,1535740.66,857408.68
Purchase Of PPE,-613134434.68,-533513650.48,-940567762.72,-482798694.33
Operating Cash Flow,3486751492.84,2440755824.85,-1857228065.8,4018516037.36
Change In Working Capital,-1662227793.96,-1974239686.43,-7625303205.43,-2138616420.2
Change In Other Current Assets,-283817846.67,-122685486.81,-181484962.96,-255727651.15
Change In Payable,5455320630.4,7586348611.4,3248677726.12,3947909585.49
Change In Inventory,-7092931018.92,-9690721876.74,-7957537108.92,-1991579556.17
Change In Receivables,259200441.23,252819065.72,-2734958859.67,-3839218798.37
Other Non Cash Items,1246326928.08,735968656.02,359903480.63,371844195.32
Depreciation And Amortization,864452204.41,877020164.35,952338666.15,959107652.65
Amortization Cash Flow,112618699.37,111190964.84,130109660.87,147250016.44
Depreciation,751833505.04,765829199.51,822229005.28,811857636.21
Gain Loss On Investment Securities,142296629.74,-170673806.69,-63748686.49,-47749155.69
Gain Loss On Sale Of PPE,-61416948.16,-2627137.21,-1536375.08,882970.16
Net Income From Continuing Operations,2171084501.45,1982277033.02,3684522189.45,3741614973.08
Cash Flowsfromusedin Operating Activities Direct,3486751492.84,2440755824.85,-1857228065.8,4018516037.36
Taxes Refund Paid Direct,-728338724.48,-563799156.9,-949239823.13,-2458663103.26
Classesof Cash Payments,-143875421916.76,-105867729248.83,-102011510519.64,-83496217353.85
Other Cash Paymentsfrom Operating Activities,-3099364382.14,-2749773591.84,-3519227974.24,-2600895700.19
Paymentson Behalfof Employees,-8450047885.76,-9012067966.2,-9834676875.82,-8260018686.6
Paymentsto Suppliersfor Goodsand Services,-132326009648.86,-94105887690.79,-88657605669.58,-72635302967.06
Classesof Cash Receiptsfrom Operating Activities,148090512134.08,108872284230.58,101103522276.97,89973396494.47
Other Cash Receiptsfrom Operating Activities,1096697822.61,1160050413.36,1704647669.16,1605778173.41
Receiptsfrom Customers,146993814311.47,107712233817.22,99398874607.81,88367618321.06
