,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,185159340.0,185385000.0,180000000.0,135000000.0
Share Issued,185159340.0,185385000.0,180000000.0,135000000.0
Total Debt,228823289.8,195154721.02,53260306.62,55826180.29
Tangible Book Value,2317713186.72,2441297968.48,2541034920.31,688644165.62
Invested Capital,2714628484.78,2803420480.04,2628223531.04,776154652.9
Working Capital,1770747424.92,1882478416.08,2108393996.41,447620099.48
Net Tangible Assets,2317713186.72,2441297968.48,2541034920.31,688644165.62
Capital Lease Obligations,57617582.26,50357613.43,21045754.33,19698123.68
Common Stock Equity,2572035382.36,2685267415.87,2608383234.38,751038469.57
Total Capitalization,2572035382.36,2685267415.87,2608383234.38,751038469.57
Total Equity Gross Minority Interest,2737328368.01,2782109979.17,2625051875.67,765946840.25
Minority Interest,165292985.65,96842563.3,16668641.29,14908370.68
Stockholders Equity,2572035382.36,2685267415.87,2608383234.38,751038469.57
Treasury Stock,132469732.96,71149111.52,63715050.0,
Retained Earnings,477486870.05,525063508.46,496969758.4,409306182.89
Additional Paid In Capital,1942025025.97,1913379201.85,1908878016.84,143617653.74
Capital Stock,185159340.0,185385000.0,185085000.0,135000000.0
Common Stock,185159340.0,185385000.0,185085000.0,135000000.0
Total Liabilities Net Minority Interest,1103330655.07,1120825990.51,615925251.07,553065566.98
Total Non Current Liabilities Net Minority Interest,80003133.68,73293871.45,37877652.97,26609387.34
Non Current Deferred Revenue,12648689.4,14020911.2,16831898.64,6911263.66
Non Current Deferred Taxes Liabilities,9736862.02,8915346.82,,
Long Term Debt And Capital Lease Obligation,57617582.26,50357613.43,21045754.33,19698123.68
Long Term Capital Lease Obligation,57617582.26,50357613.43,21045754.33,19698123.68
Current Liabilities,1023327521.39,1047532119.06,578047598.1,526456179.64
Other Current Liabilities,51402106.39,69376578.3,68560169.49,61238689.6
Current Debt And Capital Lease Obligation,171205707.54,144797107.59,32214552.29,36128056.61
Current Debt,142593102.42,118153064.17,19840296.66,25116183.33
Payables,737471090.95,779468565.2,448378979.98,395381797.47
Other Payable,274765632.1,282876697.54,181138576.89,105921069.47
Dividends Payable,5252726.0,1779750.0,,
Total Tax Payable,29879600.09,41563536.33,13621081.45,16214162.6
Accounts Payable,427573132.76,453248581.33,253619321.64,273246565.4
Total Assets,3840659023.08,3902935969.68,3240977126.74,1319012407.23
Total Non Current Assets,1046584076.77,972925434.54,554535532.23,344936128.11
Other Non Current Assets,46171865.37,129832680.75,138394119.98,29105743.35
Non Current Deferred Assets,23161111.23,33569085.24,27795003.88,26945018.46
Non Current Deferred Taxes Assets,38467285.04,30781960.68,17076750.4,17942807.09
Investmentin Financial Assets,15581047.99,13083900.0,12835350.0,12833900.0
Available For Sale Securities,15581047.99,13083900.0,12835350.0,12833900.0
Long Term Equity Investment,11206470.63,13265662.35,5496989.64,8647683.13
Investment Properties,8286700.67,4389035.69,4630972.49,2408441.82
Goodwill And Other Intangible Assets,254322195.64,243969447.39,67348314.07,62394303.95
Other Intangible Assets,71049850.43,68400276.21,49843669.96,48992811.15
Goodwill,183272345.21,175569171.18,17504644.11,13401492.8
Net PPE,649387400.2,501219321.93,280958031.77,184658230.31
Accumulated Depreciation,-299747962.61,-244293162.96,-205569984.03,-169820803.85
Gross PPE,949135362.81,745512484.89,486528015.8,354479034.16
Construction In Progress,250705577.67,147263096.57,18956206.9,2127043.47
Other Properties,176660582.85,154656789.3,118052781.41,77787448.08
Machinery Furniture Equipment,406561024.36,350911096.01,258508127.14,196328804.65
Properties,115208177.93,92681503.01,91010900.35,78235737.96
Current Assets,2794074946.31,2930010535.14,2686441594.51,974076279.12
Other Current Assets,86110743.73,379862686.65,262360162.54,12402239.87
Prepaid Assets,17068332.85,12264057.36,13125922.54,8813119.38
Inventory,32756569.2,37125330.91,30134548.96,32557112.73
Inventories Adjustments Allowances,0.0,0.0,0.0,
Other Inventories,3672775.29,9234431.63,1642884.27,1776711.68
Finished Goods,4539635.75,3217614.67,3887054.25,2969236.85
Work In Process,3097001.3,3172253.85,3942969.92,4050890.14
Raw Materials,21447156.86,21501030.76,20661640.52,23760274.06
Other Receivables,243383817.42,256530569.55,172719722.83,149469321.94
Accounts Receivable,1106480882.43,1109005624.67,674309653.31,562139914.26
Allowance For Doubtful Accounts Receivable,-235362897.59,-187361646.95,-118791885.59,-88666610.25
Gross Accounts Receivable,1341843780.02,1296367271.62,793101538.9,650806524.51
Cash Cash Equivalents And Short Term Investments,1308274600.68,1135222266.0,1533791584.33,208694570.94
Other Short Term Investments,987609048.19,826344906.83,1025354807.23,1728000.0
Cash And Cash Equivalents,320665552.49,308877359.17,508436777.1,206966570.94
Cash Equivalents,14291419.72,36705311.67,9328763.94,11916869.49
Cash Financial,306374132.77,272172047.5,499108013.16,195049701.45
