,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-6307846.904888,-2933662.098714,-944912.345118,-1815986.904299
Tax Rate For Calcs,0.163477,0.173621,0.057523,0.128362
Normalized EBITDA,171944156.8,211309023.78,233228114.06,237737008.79
Total Unusual Items,-38585486.74,-16896962.48,-16426582.71,-14147383.83
Total Unusual Items Excluding Goodwill,-38585486.74,-16896962.48,-16426582.71,-14147383.83
Net Income From Continuing Operation Net Minority Interest,16508307.93,100588173.13,162517366.34,161803278.48
Reconciled Depreciation,88570930.59,60748535.64,41820011.79,33655279.56
Reconciled Cost Of Revenue,866857103.71,862837305.91,710665133.51,681792072.87
EBITDA,133358670.06,194412061.3,216801531.35,223589624.96
EBIT,44787739.47,133663525.66,174981519.56,189934345.4
Net Interest Income,-4691999.2,-1022509.43,227289.78,-4586211.08
Interest Expense,10342794.78,5087508.74,2952150.4,5223403.44
Interest Income,6110353.37,4407134.9,3532053.52,1012732.78
Normalized Income,48785947.765112,114551473.511286,177999036.704882,174134675.405701
Net Income From Continuing And Discontinued Operation,16508307.93,100588173.13,162517366.34,161803278.48
Total Expenses,1276467825.09,1228699827.96,967201041.95,892844005.88
Rent Expense Supplemental,3037912.68,3565433.7,2339627.95,3941175.03
Total Operating Income As Reported,39962868.2,127344135.29,170251227.31,184993590.37
Diluted Average Shares,183425644.0,182887588.0,150479043.0,134836065.0
Basic Average Shares,183425644.0,182887588.0,150479043.0,134836065.0
Diluted EPS,0.09,0.55,1.08,1.2
Basic EPS,0.09,0.55,1.08,1.2
Net Income Common Stockholders,16508307.93,100588173.13,162517366.34,161803278.48
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,16508307.93,100588173.13,162517366.34,161803278.48
Minority Interests,-12305674.03,-5664388.43,383705.71,802207.95
Net Income Including Noncontrolling Interests,28813981.96,106252561.56,162133660.63,161001070.53
Net Income Continuous Operations,28813981.96,106252561.56,162133660.63,161001070.53
Tax Provision,5630962.73,22323455.36,9895708.53,23709871.43
Pretax Income,34444944.69,128576016.92,172029369.16,184710941.96
Other Non Operating Income Expenses,-5517923.51,1231881.63,1778141.85,-282648.41
Special Income Charges,-70792401.63,-50780945.96,-25244839.94,-16287983.83
Other Special Charges,-846409.16,354612.2,-631828.12,-85599.71
Write Off,44144861.63,42308529.93,25131863.55,15221526.22
Impairment Of Capital Assets,27493949.16,8117803.83,744804.51,1152057.32
Net Non Operating Interest Income Expense,-4691999.2,-1022509.43,227289.78,-4586211.08
Total Other Finance Cost,459557.79,342135.59,352613.34,375540.42
Interest Expense Non Operating,10342794.78,5087508.74,2952150.4,5223403.44
Interest Income Non Operating,6110353.37,4407134.9,3532053.52,1012732.78
Operating Income,77411801.57,130629438.16,184880704.82,202955800.62
Operating Expense,409610721.38,365862522.05,256535908.44,211051933.01
Other Operating Expenses,13190593.2,11393049.7,9495310.19,8614932.67
Depreciation And Amortization In Income Statement,31103993.95,22180306.11,13825311.38,11130651.18
Depreciation Income Statement,31103993.95,22180306.11,13825311.38,11130651.18
Research And Development,94623166.26,79335274.94,65353747.78,57239469.22
Selling General And Administration,103321104.89,128294190.89,66614549.45,46450233.76
Selling And Marketing Expense,40717933.42,30457479.99,19532436.3,13831633.94
General And Administrative Expense,62603171.47,97836710.9,47082113.15,32618599.82
Rent And Landing Fees,3037912.68,3565433.7,2339627.95,3941175.03
Gross Profit,487022522.95,496491960.21,441416613.26,414007733.63
Cost Of Revenue,866857103.71,862837305.91,710665133.51,681792072.87
Total Revenue,1353879626.66,1359329266.12,1152081746.77,1095799806.5
Operating Revenue,1353879626.66,1359329266.12,1152081746.77,1095799806.5
