,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,2070088247.04,11896869414.06,19506226.93,-4943757419.83
Repayment Of Debt,-17122984849.93,-17142650000.0,-24414550000.0,-27872360000.0
Issuance Of Debt,17935670169.51,17515000000.0,23543780000.0,33107660000.0
Capital Expenditure,-149237756.73,-191951701.21,-231205898.8,-198489236.75
End Cash Position,33898662481.32,23795574685.67,16204911491.89,17932415272.85
Beginning Cash Position,23795574685.67,16204911491.89,17932415272.85,18625123852.73
Effect Of Exchange Rate Changes,-1899334.81,821525.6,599305.44,2644944.26
Changes In Cash,10104987130.46,7589841668.18,-1728103086.4,-695353524.14
Financing Cash Flow,-503350058.01,-864828782.5,-1831607176.42,4155157436.64
Net Other Financing Charges,-207026345.08,-124156496.86,-194710966.21,-142083933.78
Cash Dividends Paid,-1109009032.51,-1113022285.64,-766126210.21,-938058629.58
Net Issuance Payments Of Debt,812685319.58,372350000.0,-870770000.0,5235300000.0
Net Long Term Debt Issuance,812685319.58,372350000.0,-870770000.0,5235300000.0
Long Term Debt Payments,-17122984849.93,-17142650000.0,-24414550000.0,-27872360000.0
Long Term Debt Issuance,17935670169.51,17515000000.0,23543780000.0,33107660000.0
Investing Cash Flow,8389011184.7,-3634150664.59,-147208035.71,-105242777.7
Net Other Investing Changes,8538063964.64,,82799415.45,79816414.46
Net Investment Purchase And Sale,,,322050.83,13090299.01
Sale Of Investment,,,322050.83,13090299.01
Net Business Purchase And Sale,,-3442582354.35,,
Purchase Of Business,,-3442582354.35,,
Net PPE Purchase And Sale,-149052779.94,-191568310.24,-230329501.99,-198149491.17
Sale Of PPE,184976.79,383390.97,876396.81,339745.58
Purchase Of PPE,-149237756.73,-191951701.21,-231205898.8,-198489236.75
Operating Cash Flow,2219326003.77,12088821115.27,250712125.73,-4745268183.08
Change In Working Capital,-644387433.52,10146144559.1,-1504307554.57,-6789439323.62
Change In Other Current Assets,-80498143.44,79147603.31,109231141.55,-278644953.39
Change In Payable,8820458790.04,-1572971331.35,467734851.81,6381198422.67
Change In Inventory,-14791954.84,162408368.42,19706110.13,-130655613.44
Change In Receivables,-9369556125.28,11477559918.72,-2100979658.06,-12761337179.46
Other Non Cash Items,507670690.39,611434947.98,668890838.9,662035423.19
Provisionand Write Offof Assets,10206335.05,2552118.69,-808429.19,13639907.53
Depreciation And Amortization,264575472.67,236325813.21,220336319.99,217201679.8
Amortization Cash Flow,62017005.73,55212662.77,49461111.82,43877734.13
Depreciation,202558466.94,181113150.44,170875208.17,173323945.67
Gain Loss On Investment Securities,315667057.77,-295798035.07,-280360763.1,739290636.79
Gain Loss On Sale Of PPE,-753357.88,14781.73,269264.6,-18045.5
Net Income From Continuing Operations,1812955974.25,1428086862.83,1197834502.45,460333918.74
Cash Flowsfromusedin Operating Activities Direct,2219326003.77,12088821115.27,250712125.73,-4745268183.08
Classesof Cash Payments,-19459052078.32,-24006102484.47,-14560254972.88,-18398970015.68
Other Cash Paymentsfrom Operating Activities,-13476898054.69,-8022118424.61,-8545795601.99,-9407066751.84
Paymentson Behalfof Employees,-1780457199.44,-1678008400.64,-1636134038.71,-1577462331.89
Classesof Cash Receiptsfrom Operating Activities,21678378082.09,36094923599.74,14810967098.61,13653701832.6
Other Cash Receiptsfrom Operating Activities,7649843985.5,10326773832.11,8566805988.43,3490580207.65
