,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,222713.966908,48300.065749,77720.207355,22103.632945
Tax Rate For Calcs,0.200067,0.180323,0.21799,0.213941
Total Unusual Items,1113196.74,267853.09,356531.37,103316.52
Total Unusual Items Excluding Goodwill,1113196.74,267853.09,356531.37,103316.52
Net Income From Continuing Operation Net Minority Interest,1753652721.0,1403260839.02,1165704235.19,430530182.78
Reconciled Depreciation,264575472.67,236325813.21,220336319.99,217201679.8
Net Interest Income,101507981.16,-113905905.76,-252372697.17,-194636974.02
Interest Expense,1002063462.8,1133049165.61,1288194690.91,1218187802.64
Interest Income,1103571443.96,1019143259.85,1035821993.74,1023550828.62
Normalized Income,1752762238.226908,1403041285.995749,1165425424.027355,430448969.892945
Net Income From Continuing And Discontinued Operation,1753652721.0,1403260839.02,1165704235.19,430530182.78
Diluted Average Shares,4463356378.0,4468983564.0,4469724828.0,4470718409.0
Basic Average Shares,4463356378.0,4468983564.0,4469724828.0,4470718409.0
Diluted EPS,0.3929,0.314,0.2608,0.0963
Basic EPS,0.3929,0.314,0.2608,0.0963
Net Income Common Stockholders,1753652721.0,1403260839.02,1165704235.19,430530182.78
Net Income,1753652721.0,1403260839.02,1165704235.19,430530182.78
Minority Interests,-59303253.25,-24826023.81,-32130267.26,-29803735.96
Net Income Including Noncontrolling Interests,1812955974.25,1428086862.83,1197834502.45,460333918.74
Net Income Continuous Operations,1812955974.25,1428086862.83,1197834502.45,460333918.74
Tax Provision,453428891.67,314168705.28,333903223.33,125288637.57
Pretax Income,2266384865.92,1742255568.11,1531737725.78,585622556.31
Other Non Operating Income Expenses,-2590408.25,974526.92,-12931702.16,-4148651.45
Special Income Charges,1113196.74,267853.09,356531.37,103316.52
Other Special Charges,-1113196.74,-267853.09,-356531.37,-103316.52
Gain On Sale Of Security,2433413984.57,2490463587.51,2287264197.49,1001946364.44
Operating Expense,3705442504.91,4968213931.46,5350451208.25,4705018804.56
Other Operating Expenses,940982672.48,2466765757.58,3069009957.59,2638252517.17
Depreciation And Amortization In Income Statement,287961456.08,259382106.44,243175117.99,250683076.58
Depreciation Income Statement,287961456.08,259382106.44,243175117.99,250683076.58
Selling General And Administration,516723317.26,437100436.22,434062389.73,357961454.11
General And Administrative Expense,516723317.26,437100436.22,434062389.73,357961454.11
Rent And Landing Fees,50902567.86,47599139.75,55820275.59,44527927.4
Total Revenue,5982872546.52,6708307999.87,6885182059.34,5306029101.37
Operating Revenue,5982872546.52,6708307999.87,6885182059.34,5306029101.37
