,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-1495393.763253,4143084.098203,-3145831.980781,-3192140.502247
Tax Rate For Calcs,0.300906,0.222471,0.077785,0.212657
Normalized EBITDA,343471770.43,235449452.28,282108983.92,210358900.06
Total Unusual Items,-4969633.09,18622988.52,-40442584.58,-15010717.33
Total Unusual Items Excluding Goodwill,-4969633.09,18622988.52,-40442584.58,-15010717.33
Net Income From Continuing Operation Net Minority Interest,110046319.98,51977652.31,60089783.11,28962579.1
Reconciled Depreciation,151874517.74,150278949.47,132896868.68,114611029.92
Reconciled Cost Of Revenue,3172215607.24,2772240080.96,3594742209.0,3131532892.67
EBITDA,338502137.34,254072440.8,241666399.34,195348182.73
EBIT,186627619.6,103793491.33,108769530.66,80737152.81
Net Interest Income,-34739167.22,-36727857.93,-44082991.38,-46856463.73
Interest Expense,30894886.93,38323751.59,44024610.66,43319221.64
Interest Income,7422688.58,8267342.28,10086895.79,6176555.13
Normalized Income,113520559.306747,37497747.888203,97386535.709219,40781155.927753
Net Income From Continuing And Discontinued Operation,110046319.98,51977652.31,60089783.11,28962579.1
Total Expenses,3462079361.02,2997942953.69,3812773942.4,3283193031.75
Total Operating Income As Reported,158022823.48,66910391.53,65301522.19,41205195.5
Diluted Average Shares,786045143.0,866294205.0,751122289.0,724064478.0
Basic Average Shares,786045143.0,866294205.0,751122289.0,724064478.0
Diluted EPS,0.14,0.06,0.08,0.04
Basic EPS,0.14,0.06,0.08,0.04
Net Income Common Stockholders,110046319.98,51977652.31,60089783.11,28962579.1
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,110046319.98,51977652.31,60089783.11,28962579.1
Minority Interests,1174543.23,1073063.45,381055.58,-498151.16
Net Income Including Noncontrolling Interests,108871776.75,50904588.86,59708727.53,29460730.26
Net Income Continuous Operations,108871776.75,50904588.86,59708727.53,29460730.26
Tax Provision,46860955.92,14565150.88,5036192.47,7957200.91
Pretax Income,155732732.67,65469739.74,64744920.0,37417931.17
Other Non Operating Income Expenses,-2290090.81,-1440651.79,-556602.19,-3787264.33
Special Income Charges,-4910833.09,18847263.52,-40145759.58,-15590617.33
Other Special Charges,-1970788.66,-494487.26,-991548.56,16668.79
Write Off,5995955.55,-37548549.15,38266831.56,9142332.34
Impairment Of Capital Assets,885666.2,19195772.89,2870476.58,6431616.2
Net Non Operating Interest Income Expense,-34739167.22,-36727857.93,-44082991.38,-46856463.73
Total Other Finance Cost,11266968.87,6671448.62,10145276.51,9713797.22
Interest Expense Non Operating,30894886.93,38323751.59,44024610.66,43319221.64
Interest Income Non Operating,7422688.58,8267342.28,10086895.79,6176555.13
Operating Income,200814656.2,71448156.8,138093722.2,94826667.1
Operating Expense,289863753.78,225702872.73,218031733.4,151660139.08
Other Operating Expenses,34460769.93,29835538.4,25930885.34,25613050.73
Depreciation And Amortization In Income Statement,15017278.55,13434590.08,12638992.79,10964811.08
Depreciation Income Statement,15017278.55,13434590.08,12638992.79,10964811.08
Research And Development,48572041.27,49126332.09,27068098.74,17537922.44
Selling General And Administration,109137061.24,75274561.5,92000856.76,75947581.56
Selling And Marketing Expense,82141475.86,51084011.43,72195375.08,64602331.51
General And Administrative Expense,26995585.38,24190550.07,19805481.68,11345250.05
Gross Profit,490678409.98,297151029.53,356125455.6,246486806.18
Cost Of Revenue,3172215607.24,2772240080.96,3594742209.0,3131532892.67
Total Revenue,3662894017.22,3069391110.49,3950867664.6,3378019698.85
Operating Revenue,3662894017.22,3069391110.49,3950867664.6,3378019698.85
