,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-54812938.20845,-54858975.244272,-78656942.716345,14236032.274578
Tax Rate For Calcs,0.116731,0.143924,0.167814,0.161066
Normalized EBITDA,2218779130.12,2009447440.7,1867404052.15,1033153763.27
Total Unusual Items,-469567530.08,-381165179.02,-468715097.76,88386087.52
Total Unusual Items Excluding Goodwill,-469567530.08,-381165179.02,-468715097.76,88386087.52
Net Income From Continuing Operation Net Minority Interest,1049512515.37,918064819.63,636159328.51,623707609.09
Reconciled Depreciation,360792506.07,286370569.02,249074895.04,145304699.75
Reconciled Cost Of Revenue,16633668465.6,19270404051.73,11587105875.62,11654644278.12
EBITDA,1749211600.04,1628282261.68,1398688954.39,1121539850.79
EBIT,1388419093.97,1341911692.66,1149614059.35,976235151.04
Net Interest Income,-29947647.84,-42550772.98,-39232015.0,-13639693.49
Interest Expense,226915972.95,227882537.35,184082928.04,169194191.64
Interest Income,211459424.31,193698034.22,160940326.54,179183470.51
Normalized Income,1464267107.24155,1244371023.405728,1026217483.553655,549557553.844578
Net Income From Continuing And Discontinued Operation,1049512515.37,918064819.63,636159328.51,623707609.09
Total Expenses,17569496832.39,20132311003.86,12276270926.73,12276398218.87
Rent Expense Supplemental,31297223.66,28204924.47,24981856.5,25395850.22
Total Operating Income As Reported,1156923237.83,1116875266.7,954388427.18,807727855.27
Diluted Average Shares,1039121302.0,1043255477.0,978706659.0,891010870.0
Basic Average Shares,999535729.0,997896543.0,949491535.0,854393985.0
Diluted EPS,1.01,0.88,0.65,0.7
Basic EPS,1.05,0.92,0.67,0.73
Net Income Common Stockholders,1049512515.37,918064819.63,636159328.51,623707609.09
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1049512515.37,918064819.63,636159328.51,623707609.09
Minority Interests,23592446.25,-35628341.69,-167342187.69,-53346137.76
Net Income Including Noncontrolling Interests,1025920069.12,953693161.32,803501516.2,677053746.85
Net Income Continuous Operations,1025920069.12,953693161.32,803501516.2,677053746.85
Tax Provision,135583051.9,160335993.99,162029615.11,129987212.55
Pretax Income,1161503121.02,1114029155.31,965531131.31,807040959.4
Other Non Operating Income Expenses,4579883.19,-2846111.39,11142704.13,-3040552.76
Special Income Charges,-467739624.49,-393397227.07,-377589520.73,10340582.64
Other Special Charges,86001.59,-1896605.6,-235399.68,-100836.92
Write Off,379806009.92,394720398.95,358543123.64,-12514961.33
Impairment Of Capital Assets,87847612.98,573433.72,19281796.77,2275215.61
Net Non Operating Interest Income Expense,-29947647.84,-42550772.98,-39232015.0,-13639693.49
Total Other Finance Cost,14491099.2,8366269.85,16089413.5,23628972.36
Interest Expense Non Operating,226915972.95,227882537.35,184082928.04,169194191.64
Interest Income Non Operating,211459424.31,193698034.22,160940326.54,179183470.51
Operating Income,1510428578.17,1355588581.4,1157002124.72,773614512.77
Operating Expense,935828366.79,861906952.13,689165051.11,621753940.75
Other Operating Expenses,20084625.3,21731621.92,17430766.99,15694470.9
Depreciation And Amortization In Income Statement,6802725.18,23939225.85,25512506.76,26554821.8
Depreciation Income Statement,6802725.18,23939225.85,25512506.76,26554821.8
Research And Development,67218979.23,66398938.45,20229085.3,16076939.36
Selling General And Administration,327051724.81,293677606.73,198899753.86,161235098.08
Selling And Marketing Expense,172425012.97,118488575.46,84269660.21,71874596.56
General And Administrative Expense,154626711.84,175189031.27,114630093.65,89360501.52
Rent And Landing Fees,31297223.66,28204924.47,24981856.5,25395850.22
Gross Profit,2446256944.96,2217495533.53,1846167175.83,1395368453.52
Cost Of Revenue,16633668465.6,19270404051.73,11587105875.62,11654644278.12
Total Revenue,19079925410.56,21487899585.26,13433273051.45,13050012731.64
Operating Revenue,19079925410.56,21487899585.26,13433273051.45,13050012731.64
