,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,469101572.77,514898268.62,419258802.15,798486909.02
Repayment Of Debt,-1805677090.31,-2880017437.94,-2463672425.1,-2995596172.72
Issuance Of Debt,2253806774.57,2651949802.07,2851299300.28,2298599416.79
Capital Expenditure,-184246850.16,-187160143.82,-318775854.1,-698946252.18
End Cash Position,4456138236.73,3878160104.08,4522240352.66,3100490682.6
Beginning Cash Position,3878160104.08,4522240352.66,3100490682.6,4781324960.48
Effect Of Exchange Rate Changes,1604099.18,-13331285.67,-23223914.2,-84360603.52
Changes In Cash,576374033.47,-630748962.91,1444973584.26,-1596473674.36
Financing Cash Flow,89696635.63,-536284750.17,1294853253.23,-949975313.63
Net Other Financing Charges,-24456310.65,-23840756.72,1143222335.35,-7088108.7
Cash Dividends Paid,-293525035.33,-269272076.87,-233956206.52,-245650295.07
Net Issuance Payments Of Debt,448129684.26,-228067635.87,387626875.18,-696996755.93
Net Long Term Debt Issuance,448129684.26,-228067635.87,387626875.18,-696996755.93
Long Term Debt Payments,-1805677090.31,-2880017437.94,-2463672425.1,-2995596172.72
Long Term Debt Issuance,2253806774.57,2651949802.07,2851299300.28,2298599416.79
Investing Cash Flow,-166671025.09,-796522625.18,-587914325.22,-2143931521.93
Net Other Investing Changes,309445395.56,-200000000.0,57241580.0,-490021600.0
Net Investment Purchase And Sale,-292852031.08,-410866455.44,-327192394.55,-956291714.41
Sale Of Investment,6122232.81,10384544.56,21814605.45,171307285.59
Purchase Of Investment,-298974263.89,-421251000.0,-349007000.0,-1127599000.0
Net PPE Purchase And Sale,-183264389.57,-185656169.74,-317963510.67,-697618207.52
Sale Of PPE,982460.59,1503974.08,812343.43,1328044.66
Purchase Of PPE,-184246850.16,-187160143.82,-318775854.1,-698946252.18
Operating Cash Flow,653348422.93,702058412.44,738034656.25,1497433161.2
Change In Working Capital,-1289218159.39,-966479721.44,-669009496.5,546051281.37
Change In Other Current Assets,-100308509.37,-99161193.97,-65399144.94,15194292.94
Change In Payable,-595545981.22,248530265.82,-531543360.12,920250922.3
Change In Inventory,-246565796.12,-411566842.92,35180727.77,-325546923.73
Change In Receivables,-346797872.68,-704281950.37,-107247719.21,-63847010.14
Other Non Cash Items,81500534.15,12579955.24,-205918225.44,322985716.97
Depreciation And Amortization,360792506.07,286370569.02,249074895.04,145304699.75
Amortization Cash Flow,82899275.91,82245679.71,78965675.75,55935382.37
Depreciation,277893230.16,204124889.31,170109219.29,89369317.38
Gain Loss On Investment Securities,5160893.9,22440367.94,182036130.21,-184091921.23
Gain Loss On Sale Of PPE,1538956.18,-1839752.31,524916.33,369383.21
Net Income From Continuing Operations,1025920069.12,953693161.32,803501516.2,677053746.85
Cash Flowsfromusedin Operating Activities Direct,653348422.93,702058412.44,738034656.25,1497433161.2
Taxes Refund Paid Direct,-163425980.8,-1732530.72,175607997.22,278035789.09
Classesof Cash Payments,-19028078687.16,-20537645712.77,-15067204898.95,-13904969541.3
Other Cash Paymentsfrom Operating Activities,-712120153.69,-969249779.91,-1020028468.03,-2017673857.01
Paymentson Behalfof Employees,-915224271.82,-793422152.38,-657214742.97,-525023392.02
Paymentsto Suppliersfor Goodsand Services,-17400734261.65,-18774973780.48,-13389961687.95,-11362272292.27
Classesof Cash Receiptsfrom Operating Activities,19844853090.89,21241436655.93,15629631557.98,15124366913.41
Other Cash Receiptsfrom Operating Activities,638610604.32,1014210358.04,883334304.85,1676920078.03
Receiptsfrom Customers,19206242486.57,20227226297.89,14746297253.13,13447446835.38
