,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,155297146.34,18471760.99,-218113496.56,-1571442330.07
Repayment Of Debt,-35178777.53,-1619057289.84,-1168431890.82,-520964184.78
Issuance Of Debt,,965164345.34,834569754.01,1170294618.99
Capital Expenditure,-297483706.83,-336427478.01,-733324742.77,-2206144367.97
End Cash Position,4326490779.81,4249529974.51,5345259044.41,1205780995.63
Beginning Cash Position,4249529974.51,5345259044.41,1205780995.63,1951850750.27
Effect Of Exchange Rate Changes,5470277.19,3858778.05,7313045.86,-1523748.42
Changes In Cash,71490528.11,-1099587847.95,4132165002.92,-744546006.22
Financing Cash Flow,-110163148.69,-890575843.83,4219630268.37,637797692.3
Net Other Financing Charges,-3370589.34,-76868802.07,4873338435.85,68752688.77
Cash Dividends Paid,-67445941.82,-155646257.26,-317762110.67,-78486430.68
Net Issuance Payments Of Debt,-35178777.53,-653892944.5,-333862136.81,649330434.21
Net Long Term Debt Issuance,-35178777.53,-653892944.5,-333862136.81,649330434.21
Long Term Debt Payments,-35178777.53,-1619057289.84,-1168431890.82,-520964184.78
Long Term Debt Issuance,,965164345.34,834569754.01,1170294618.99
Investing Cash Flow,-271127176.37,-563911243.12,-602676511.66,-2017045736.42
Net Other Investing Changes,,16802005.96,40000000.0,89977546.32
Net Investment Purchase And Sale,5228761.01,-385449363.05,-126017065.99,35163485.23
Sale Of Investment,224228761.01,718250936.95,62495663.33,68048488.83
Purchase Of Investment,-219000000.0,-1103700300.0,-188512729.32,-32885003.6
Net Business Purchase And Sale,,129409650.0,87831050.1,
Sale Of Business,,129409650.0,87831050.1,
Net PPE Purchase And Sale,-276355937.38,-324673536.03,-604490495.77,-2142186767.97
Sale Of PPE,21127769.45,11753941.98,128834247.0,63957600.0
Purchase Of PPE,-297483706.83,-336427478.01,-733324742.77,-2206144367.97
Operating Cash Flow,452780853.17,354899239.0,515211246.21,634702037.9
Change In Working Capital,-588167051.31,-367851973.99,-213656534.81,-568734241.11
Change In Other Current Assets,17124168.88,13767604.57,5313590.3,-1392298.62
Change In Payable,215253323.1,-33161906.92,-357859477.25,-129699897.17
Change In Inventory,-354189916.82,-44983277.37,130370407.84,-456273551.77
Change In Receivables,-466354626.47,-303474394.27,8518944.3,18631506.45
Other Non Cash Items,41806776.09,48823209.92,58620765.03,68754482.03
Depreciation And Amortization,616451086.43,497920655.13,428877492.75,326121666.87
Amortization Cash Flow,15436939.76,12957099.7,11795385.66,8032620.82
Depreciation,601014146.67,484963555.43,417082107.09,318089046.05
Gain Loss On Investment Securities,-58126767.34,-49952416.01,-132769499.64,-124194909.24
Gain Loss On Sale Of PPE,-253048.75,-4896781.32,-133096023.69,-50676382.36
Net Income From Continuing Operations,330947413.75,181186020.52,339652728.96,950902158.06
Cash Flowsfromusedin Operating Activities Direct,452780853.17,354899239.0,515211246.21,634702037.9
Taxes Refund Paid Direct,-181066459.06,-53015227.81,77146926.73,-273929661.28
Classesof Cash Payments,-3964318422.28,-3758598952.92,-2928041548.77,-3312506972.09
Other Cash Paymentsfrom Operating Activities,-187682535.04,-268061972.6,-322826031.62,-256101176.97
Paymentson Behalfof Employees,-1074252450.28,-924909862.21,-1037722795.24,-1069809172.5
Paymentsto Suppliersfor Goodsand Services,-2702383436.96,-2565627118.11,-1567492721.91,-1986596622.62
Classesof Cash Receiptsfrom Operating Activities,4598165734.51,4166513419.73,3366105868.25,4221138671.27
Other Cash Receiptsfrom Operating Activities,263198722.54,382677150.91,461718809.12,364982469.07
Receiptsfrom Customers,4334967011.97,3783836268.82,2904387059.13,3856156202.2
