,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-11049959.361783,-473577.411362,-1756147.942718,2147956.829
Tax Rate For Calcs,0.101045,0.01091,0.022266,0.118655
Normalized EBITDA,1106931235.46,735851346.93,884359434.41,1412888050.14
Total Unusual Items,-109356758.27,-43406361.09,-78870544.41,18102492.42
Total Unusual Items Excluding Goodwill,-109356758.27,-43406361.09,-78870544.41,18102492.42
Net Income From Continuing Operation Net Minority Interest,337368788.8,173478853.85,327237346.74,943116841.86
Reconciled Depreciation,616451086.43,497920655.13,428877492.75,326121666.87
Reconciled Cost Of Revenue,3992211249.67,3616353835.77,3177849230.31,3491448668.56
EBITDA,997574477.19,692444985.84,805488890.0,1430990542.56
EBIT,381123390.76,194524330.71,376611397.25,1104868875.69
Net Interest Income,77391675.67,131272438.64,123048207.89,19650165.75
Interest Expense,12976561.37,11339706.81,29223660.71,25946897.03
Interest Income,91529400.21,143190016.91,152898023.71,47612689.62
Normalized Income,435675587.708217,216411637.528638,404351743.207282,927162306.269
Net Income From Continuing And Discontinued Operation,337368788.8,173478853.85,327237346.74,943116841.86
Total Expenses,4588910854.34,4158044439.96,3728309565.79,4132789658.86
Total Operating Income As Reported,390009762.41,207450831.08,327651803.74,1087798860.2
Diluted Average Shares,1163340651.0,1156525692.0,1055604344.0,898206516.0
Basic Average Shares,1163340651.0,1156525692.0,1055604344.0,898206516.0
Diluted EPS,0.29,0.15,0.31,1.05
Basic EPS,0.29,0.15,0.31,1.05
Net Income Common Stockholders,337368788.8,173478853.85,327237346.74,943116841.86
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,337368788.8,173478853.85,327237346.74,943116841.86
Minority Interests,6421375.05,-7707166.67,-12415382.22,-7785316.2
Net Income Including Noncontrolling Interests,330947413.75,181186020.52,339652728.96,950902158.06
Net Income Continuous Operations,330947413.75,181186020.52,339652728.96,950902158.06
Tax Provision,37199415.64,1998603.38,7735007.58,128019820.6
Pretax Income,368146829.39,183184623.9,347387736.54,1078921978.66
Other Non Operating Income Expenses,-21862933.02,-24266207.18,19735932.8,-8876881.54
Special Income Charges,-109356758.27,-44380316.61,-79049981.45,18102492.42
Other Special Charges,-765686.03,-5290208.14,-88532336.16,-50631756.07
Write Off,36999925.91,17220981.13,30063850.22,91658.59
Impairment Of Capital Assets,73122518.39,32449543.62,137518467.39,32437605.06
Net Non Operating Interest Income Expense,77391675.67,131272438.64,123048207.89,19650165.75
Total Other Finance Cost,1161163.17,577871.46,626155.11,2015626.84
Interest Expense Non Operating,12976561.37,11339706.81,29223660.71,25946897.03
Interest Income Non Operating,91529400.21,143190016.91,152898023.71,47612689.62
Operating Income,350335183.77,63385083.29,145622429.98,922270263.92
Operating Expense,596699604.67,541690604.19,550460335.48,641340990.3
Other Operating Expenses,41387808.91,33589910.73,33183255.17,49789008.51
Depreciation And Amortization In Income Statement,42619819.57,50644555.13,42458599.66,30776138.35
Depreciation Income Statement,42619819.57,50644555.13,42458599.66,30776138.35
Research And Development,240401749.26,193099924.63,225330651.63,245223646.95
Selling General And Administration,56457107.27,66673801.49,59503915.15,74302121.06
Selling And Marketing Expense,16251215.83,18584139.17,16059701.45,15654116.2
General And Administrative Expense,40205891.44,48089662.32,43444213.7,58648004.86
Gross Profit,947034788.44,605075687.48,696082765.46,1563611254.22
Cost Of Revenue,3992211249.67,3616353835.77,3177849230.31,3491448668.56
Total Revenue,4939246038.11,4221429523.25,3873931995.77,5055059922.78
Operating Revenue,4939246038.11,4221429523.25,3873931995.77,5055059922.78
