,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,400472840.0,400044500.0,400044500.0,360040000.0
Share Issued,400472840.0,400044500.0,400044500.0,360040000.0
Net Debt,,,,
Total Debt,369683597.53,185958045.44,25342753.2,199981938.72
Tangible Book Value,4481014800.54,3981403405.53,3534358134.18,1644219488.53
Invested Capital,4943854681.97,4253904039.11,3665208345.11,1948535523.08
Working Capital,2224484551.33,1321532669.86,1737453190.41,745684953.5
Net Tangible Assets,4481014800.54,3981403405.53,3534358134.18,1644219488.53
Capital Lease Obligations,55949545.71,64348562.22,20687087.39,3038651.71
Common Stock Equity,4642854062.53,4143904039.11,3665208345.11,1756009521.61
Total Capitalization,4642854062.53,4143904039.11,3665208345.11,1783967896.95
Total Equity Gross Minority Interest,4642854062.53,4151327063.28,3669875946.05,1759105756.53
Minority Interest,,7423024.17,4667600.94,3096234.92
Stockholders Equity,4642854062.53,4143904039.11,3665208345.11,1756009521.61
Retained Earnings,1981304710.14,1553879546.92,1116842403.84,702075663.69
Additional Paid In Capital,2103633094.53,2093275833.33,2093275833.33,1321762970.28
Capital Stock,400472840.0,400044500.0,400044500.0,360040000.0
Common Stock,400472840.0,400044500.0,400044500.0,360040000.0
Total Liabilities Net Minority Interest,1193845825.92,858183911.67,473371226.07,524398741.39
Total Non Current Liabilities Net Minority Interest,200152769.92,163384757.47,116110333.1,105480445.56
Other Non Current Liabilities,,,,550000.0
Tradeand Other Payables Non Current,46796912.92,19147895.38,19126372.66,
Non Current Deferred Revenue,28249773.79,31509951.55,34770129.31,38030307.07
Non Current Deferred Taxes Liabilities,69156537.5,48378348.32,41526743.74,35903111.44
Long Term Debt And Capital Lease Obligation,55949545.71,64348562.22,20687087.39,30997027.05
Long Term Capital Lease Obligation,55949545.71,64348562.22,20687087.39,3038651.71
Long Term Debt,,,,27958375.34
Current Liabilities,993693056.0,694799154.2,357260892.97,418918295.83
Other Current Liabilities,1108788.4,4656803.29,2888998.08,2986340.61
Current Debt And Capital Lease Obligation,313734051.82,121609483.22,4655665.81,168984911.67
Current Debt,301000619.44,110000000.0,,164567626.13
Payables,610330519.5,459424828.89,292521656.98,202360791.75
Other Payable,148529833.2,125080581.96,66061024.43,53159017.46
Total Tax Payable,85118479.49,67113033.81,42423948.01,7354670.66
Accounts Payable,376682206.81,267231213.12,184036684.54,141847103.63
Total Assets,5836699888.45,5009510974.95,4143247172.12,2283504497.92
Total Non Current Assets,2618522281.12,2993179150.89,2048533088.74,1118901248.59
Other Non Current Assets,421039392.54,162901181.51,57202220.85,17507997.23
Non Current Deferred Assets,17281463.72,26065898.86,14644915.37,3956778.94
Non Current Deferred Taxes Assets,50478771.68,35355474.58,36632435.89,36407640.74
Investmentin Financial Assets,195200687.29,1136994977.55,832112571.93,
Held To Maturity Securities,195200687.29,1136994977.55,832112571.93,
Long Term Equity Investment,,,,640747.65
Goodwill And Other Intangible Assets,161839261.99,162500633.58,130850210.93,111790033.08
Other Intangible Assets,161839261.99,162500633.58,130850210.93,111790033.08
Net PPE,1772682703.9,1469360984.81,977090733.77,948598050.95
Accumulated Depreciation,-614816646.46,-481079409.06,-390346317.53,-307589751.85
Gross PPE,2387499350.36,1950440393.87,1367437051.3,1256187802.8
Construction In Progress,58920004.85,313989916.38,33647631.94,24699942.89
Other Properties,275270895.07,206399456.14,125279435.92,87085109.92
Machinery Furniture Equipment,913574926.91,698597586.61,559056958.86,513982484.41
Properties,1139733523.53,731453434.74,649453024.58,630420265.58
Current Assets,3218177607.33,2016331824.06,2094714083.38,1164603249.33
Other Current Assets,973763722.6,63383795.0,98248065.25,32024955.73
Prepaid Assets,57425786.03,38635998.66,27892945.97,42964498.89
Inventory,932904095.96,780432093.04,657187046.54,735786969.79
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,-735786969.79
Finished Goods,461255187.96,386139803.46,352460322.67,871780786.68
Work In Process,57782337.95,48633992.75,36719627.03,74374345.18
Raw Materials,413866570.05,345658296.83,268007096.84,525418807.72
Other Receivables,26070482.05,38903005.0,24594728.45,23430308.65
Accounts Receivable,408545102.9,400197798.41,277697481.49,132410313.35
Allowance For Doubtful Accounts Receivable,,-19800414.16,-20554894.39,-14016984.94
Gross Accounts Receivable,,419998212.57,298252375.88,278837611.64
Cash Cash Equivalents And Short Term Investments,819468417.79,694779133.95,1009093815.68,197986202.92
Cash And Cash Equivalents,819468417.79,694779133.95,1009093815.68,197986202.92
Cash Equivalents,15052139.63,5156041.0,5987245.45,11767711.22
Cash Financial,804416278.16,689623092.95,1003106570.23,384204694.62
