,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-2097516.38311,-3856817.979438,-5159143.824678,-330542.260747
Tax Rate For Calcs,0.236115,0.226562,0.180717,0.164348
Normalized EBITDA,1049490908.66,941801512.21,657973993.35,435553887.62
Total Unusual Items,-8883461.95,-17023210.56,-28548129.6,-2011230.24
Total Unusual Items Excluding Goodwill,-8883461.95,-17023210.56,-28548129.6,-2011230.24
Net Income From Continuing Operation Net Minority Interest,673144046.69,624721447.54,428842376.18,266884460.89
Reconciled Depreciation,154099550.16,111980702.68,102847194.78,91946965.81
Reconciled Cost Of Revenue,3892851376.09,3028052180.93,2732908575.19,2290365517.94
EBITDA,1040607446.71,924778301.65,629425863.75,433542657.38
EBIT,886507896.55,812797598.97,526578668.97,341595691.57
Net Interest Income,4888012.17,12657456.49,6330948.07,-26950342.54
Interest Expense,4327694.53,1688085.21,1315762.91,23684874.62
Interest Income,9895383.34,14924106.94,8865483.62,3880568.18
Normalized Income,679929992.25689,637887840.120562,452231361.955322,268565148.869253
Net Income From Continuing And Discontinued Operation,673144046.69,624721447.54,428842376.18,266884460.89
Total Expenses,5924209785.11,4479152212.08,3787460107.59,3086746974.95
Rent Expense Supplemental,,,13846689.71,34241816.14
Total Operating Income As Reported,875569592.83,810324099.12,526303583.45,319052937.53
Diluted Average Shares,400680980.0,400462466.0,372906414.0,360654677.0
Basic Average Shares,400680980.0,400462466.0,372906414.0,360654677.0
Diluted EPS,1.68,1.56,1.15,0.74
Basic EPS,1.68,1.56,1.15,0.74
Net Income Common Stockholders,673144046.69,624721447.54,428842376.18,266884460.89
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,673144046.69,624721447.54,428842376.18,266884460.89
Minority Interests,-740398.9,-2621217.72,-1496381.92,1221744.66
Net Income Including Noncontrolling Interests,673884445.59,627342665.26,430338758.1,265662716.23
Net Income Continuous Operations,673884445.59,627342665.26,430338758.1,265662716.23
Tax Provision,208295756.43,183766848.5,94924147.96,52248100.72
Pretax Income,882180202.02,811109513.76,525262906.06,317910816.95
Other Non Operating Income Expenses,6610609.19,785414.64,-1040677.39,-11492624.11
Special Income Charges,-8883461.95,-17023210.56,-28548129.6,-2011230.24
Other Special Charges,860509.32,1676259.26,2194664.61,-242305.98
Write Off,4190595.18,7123023.18,14485790.77,-1833803.26
Impairment Of Capital Assets,3832357.45,8223928.12,11867674.22,4087339.48
Net Non Operating Interest Income Expense,4888012.17,12657456.49,6330948.07,-26950342.54
Total Other Finance Cost,679676.64,578565.24,1218772.64,7146036.1
Interest Expense Non Operating,4327694.53,1688085.21,1315762.91,23684874.62
Interest Income Non Operating,9895383.34,14924106.94,8865483.62,3880568.18
Operating Income,844749910.2,765811624.0,539502968.76,310792265.23
Operating Expense,2031358409.02,1451100031.15,1054551532.4,796381457.01
Other Operating Expenses,37138567.3,36632853.11,47704045.16,-660126663.96
Depreciation And Amortization In Income Statement,49359978.68,40464423.68,44223671.44,71323943.78
Depreciation Income Statement,49359978.68,40464423.68,44223671.44,71323943.78
Research And Development,92349584.43,85476187.37,73276704.58,67847168.34
Selling General And Administration,1471669715.3,1028234129.14,675637184.91,967251901.98
Selling And Marketing Expense,1313388297.98,908744373.35,600730488.65,859730598.98
General And Administrative Expense,158281417.32,119489755.79,74906696.26,107521303.0
Rent And Landing Fees,,,13846689.71,34241816.14
Gross Profit,2876108319.22,2216911655.15,1594054501.16,1107173722.24
Cost Of Revenue,3892851376.09,3028052180.93,2732908575.19,2290365517.94
Total Revenue,6768959695.31,5244963836.08,4326963076.35,3397539240.18
Operating Revenue,6768959695.31,5244963836.08,4326963076.35,3397539240.18
