,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,43313800000.0,7261206000.0,186307335000.0,161458621000.0
Repurchase Of Capital Stock,-2017951000.0,-1261193000.0,0.0,
Repayment Of Debt,-17475771000.0,-10712485000.0,-41755908000.0,-28237329000.0
Issuance Of Debt,8544272000.0,9978002000.0,7140456000.0,7984659000.0
Issuance Of Capital Stock,3302000.0,77663000.0,181652000.0,242006000.0
Capital Expenditure,-25999119000.0,-15322623000.0,-10491470000.0,-9549916000.0
End Cash Position,184189078000.0,181165440000.0,235613923000.0,178428462000.0
Beginning Cash Position,181165440000.0,235689473000.0,178428462000.0,52665382000.0
Effect Of Exchange Rate Changes,1302416000.0,1263432000.0,8741077000.0,-1958108000.0
Changes In Cash,1721222000.0,-55787465000.0,48444384000.0,127721188000.0
Financing Cash Flow,-40620065000.0,-60029170000.0,-115377634000.0,-34789332000.0
Net Other Financing Charges,-656620000.0,-2026344000.0,-4723693000.0,3759608000.0
Interest Paid Cff,-1955059000.0,-2222080000.0,-1894207000.0,-2072228000.0
Cash Dividends Paid,-12050398000.0,-30867888000.0,-46013481000.0,-2072230612.07
Common Stock Dividend Paid,-12050398000.0,-30867888000.0,-46013481000.0,0.0
Net Common Stock Issuance,-2014649000.0,-1183530000.0,181652000.0,242006000.0
Common Stock Payments,-2017951000.0,-1261193000.0,0.0,
Common Stock Issuance,3302000.0,77663000.0,181652000.0,242006000.0
Net Issuance Payments Of Debt,-8931499000.0,-734483000.0,-34615452000.0,-20252670000.0
Net Long Term Debt Issuance,-8931499000.0,-734483000.0,-34615452000.0,-20252670000.0
Long Term Debt Payments,-17475771000.0,-10712485000.0,-41755908000.0,-28237329000.0
Long Term Debt Issuance,8544272000.0,9978002000.0,7140456000.0,7984659000.0
Investing Cash Flow,-26971632000.0,-18342124000.0,-32976787000.0,-8498017000.0
Net Other Investing Changes,-32001000.0,90166000.0,116710000.0,120967000.0
Interest Received Cfi,19432000.0,24018000.0,39974000.0,51719000.0
Dividends Received Cfi,3240882000.0,2482176000.0,1748487000.0,1500537000.0
Net Investment Purchase And Sale,40780000.0,258848000.0,431944000.0,476280000.0
Sale Of Investment,40780000.0,258848000.0,431944000.0,476280000.0
Purchase Of Investment,,,-26303919246.87,-1443090502.72
Net Business Purchase And Sale,-4614752000.0,-6249787000.0,-25879892000.0,-1506637000.0
Sale Of Business,95197000.0,20752000.0,424228000.0,841407000.0
Purchase Of Business,-4709949000.0,-6270539000.0,-26304120000.0,-2348044000.0
Net PPE Purchase And Sale,-25625973000.0,-14947545000.0,-9434010000.0,-9140883000.0
Sale Of PPE,373146000.0,375078000.0,1057460000.0,409033000.0
Purchase Of PPE,-25999119000.0,-15322623000.0,-10491470000.0,-9549916000.0
Operating Cash Flow,69312919000.0,22583829000.0,196798805000.0,171008537000.0
Taxes Refund Paid,-8599466000.0,-10749583000.0,-26566228000.0,-11702768000.0
Interest Received Cfo,6487638000.0,7469436000.0,5337262000.0,1108077000.0
Change In Working Capital,-5535787000.0,-15932807000.0,37899717000.0,40274955000.0
Change In Other Current Assets,-8233000.0,77306000.0,-786693000.0,-7040000.0
Change In Payable,-3850968000.0,-16960576000.0,36370918000.0,43663332000.0
Change In Inventory,225685000.0,455682000.0,-1607792000.0,-2177696000.0
Change In Receivables,-1738090000.0,3339252000.0,1873996000.0,-3230085000.0
Other Non Cash Items,-3102735000.0,-3782749000.0,-1575340000.0,2542097000.0
Depreciation And Amortization,18640275000.0,19481548000.0,20378674000.0,13081548000.0
Amortization Cash Flow,306577000.0,320045000.0,309891000.0,342433000.0
Depreciation,18333698000.0,19161503000.0,20068783000.0,12739115000.0
Gain Loss On Investment Securities,-66368000.0,-49366000.0,31088000.0,67641000.0
Net Foreign Currency Exchange Gain Loss,-612922000.0,-1923200000.0,-2981880000.0,408970000.0
Gain Loss On Sale Of PPE,-133135000.0,-93398000.0,-389423000.0,-259371000.0
Gain Loss On Sale Of Business,14035000.0,0.0,-234690000.0,-135890000.0
Net Income From Continuing Operations,67086756000.0,33079791000.0,167175970000.0,128006540000.0
Cash Flowsfromusedin Operating Activities Direct,,,196798805100.41,171008537026.07
Taxes Refund Paid Direct,,,-29098872473.17,-12199201953.09
Classesof Cash Payments,,,-176015669104.69,-153738323805.98
Other Cash Paymentsfrom Operating Activities,,,-4197480676.33,-4971164119.26
Paymentson Behalfof Employees,,,-16885871172.43,-12798609984.3
Paymentsto Suppliersfor Goodsand Services,,,-154932317255.93,-135968549702.42
Classesof Cash Receiptsfrom Operating Activities,,,401913346678.27,336946062785.14
Other Cash Receiptsfrom Operating Activities,,,8048067949.19,5089843900.99
Receiptsfrom Customers,,,393865278729.08,331856218884.15
