,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-1905084410.34,-1043440105.77,-1634202128.8,-2267681539.48
Repayment Of Debt,-10784278953.86,-16034290000.0,-18370500000.0,-17772500000.0
Issuance Of Debt,10697180009.38,17600264302.0,17045000000.0,18845000000.0
Capital Expenditure,-871996687.95,-640749938.53,-614013339.61,-890439740.8
End Cash Position,3801421378.17,5007400496.14,4497656841.16,4855682499.16
Beginning Cash Position,5007400496.14,4497656841.16,4855682499.16,2010650560.1
Effect Of Exchange Rate Changes,-48.76,32.33,30568.17,16928.25
Changes In Cash,-1205979069.21,509743622.65,-358056226.17,2845015010.81
Financing Cash Flow,-316720632.7,914960751.21,2344944354.08,5107009327.79
Net Other Financing Charges,84977180.07,-298314981.77,4051570271.01,4254008387.01
Cash Dividends Paid,-298821854.34,-333854409.89,-372463853.64,-209089702.65
Net Issuance Payments Of Debt,-87098944.48,1565974302.0,-1325500000.0,1072500000.0
Net Long Term Debt Issuance,-87098944.48,1565974302.0,-1325500000.0,1072500000.0
Long Term Debt Payments,-10784278953.86,-16034290000.0,-18370500000.0,-17772500000.0
Long Term Debt Issuance,10697180009.38,17600264302.0,17045000000.0,18845000000.0
Investing Cash Flow,143829285.88,-2526961.32,-1682811791.06,-884752518.3
Net Other Investing Changes,1014821111.11,20250000.0,-1118292629.42,
Net Investment Purchase And Sale,,538069.44,23768886.44,1542988.73
Sale Of Investment,,538069.44,23768886.44,1542988.73
Net Business Purchase And Sale,,615495135.73,,
Sale Of Business,,615495135.73,,
Net PPE Purchase And Sale,-870991825.23,-638810166.49,-588288048.08,-886295507.03
Sale Of PPE,1004862.72,1939772.04,25725291.53,4144233.77
Purchase Of PPE,-871996687.95,-640749938.53,-614013339.61,-890439740.8
Operating Cash Flow,-1033087722.39,-402690167.24,-1020188789.19,-1377241798.68
Change In Working Capital,-2397048817.46,-1695315527.46,-2757469108.85,-3054336183.55
Change In Other Current Assets,-25053108.15,-19600616.56,-46883180.18,-11975859.02
Change In Payable,1973539002.46,659562751.56,-399933659.31,4342256778.8
Change In Inventory,-2610418596.13,-1580499947.68,-725178375.56,-5088557338.57
Change In Receivables,-1735116115.64,-754777714.78,-1585473893.8,-2296059764.76
Other Non Cash Items,156871013.13,222620836.67,211304805.18,246263858.4
Depreciation And Amortization,727475948.32,722222255.41,693169282.26,635241067.6
Amortization Cash Flow,76859975.98,69543780.16,82298089.08,83150982.26
Depreciation,650615972.34,652678475.25,610871193.18,552090085.34
Gain Loss On Investment Securities,2619442.53,-306916514.57,-113477234.76,896638.42
Gain Loss On Sale Of PPE,3347499.62,-297981.52,4898337.81,1820038.5
Net Income From Continuing Operations,250686242.52,601777545.72,590798097.03,657403549.33
Cash Flowsfromusedin Operating Activities Direct,-1033087722.39,-402690167.24,-1020188789.19,-1377241798.68
Taxes Refund Paid Direct,-487066765.17,-461188994.9,-447567335.3,-373499426.03
Classesof Cash Payments,-13851561399.91,-13851680001.3,-19564984122.98,-17344695172.38
Other Cash Paymentsfrom Operating Activities,-746300741.03,-820225941.66,-995334153.17,-763899916.13
Paymentson Behalfof Employees,-4565321412.41,-4910305064.13,-5037830283.25,-4612231019.05
Paymentsto Suppliersfor Goodsand Services,-8539939246.47,-8121148995.51,-13531819686.56,-11968564237.2
Classesof Cash Receiptsfrom Operating Activities,13305540442.69,13910178828.96,18992362669.09,16340952799.73
Other Cash Receiptsfrom Operating Activities,201686644.37,401737069.33,404950048.18,336609112.59
Receiptsfrom Customers,13103853798.32,13508441759.63,18587412620.91,16004343687.14
