,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-17145709.040474,-16190368.781806,-27657083.371769,-107230289.335884
Tax Rate For Calcs,0.1566,0.153644,0.168212,0.147349
Normalized EBITDA,2823084736.81,2302293702.16,2012370594.59,2241180777.61
Total Unusual Items,-109487259.64,-105375815.92,-164418246.45,-727728147.77
Total Unusual Items Excluding Goodwill,-109487259.64,-105375815.92,-164418246.45,-727728147.77
Net Income From Continuing Operation Net Minority Interest,1135679007.05,930345572.18,644601244.53,659052805.91
Reconciled Depreciation,824267954.53,662834863.44,602818737.05,461131413.37
Reconciled Cost Of Revenue,12861868306.98,12309595718.71,11890180974.97,14181643369.1
EBITDA,2713597477.17,2196917886.24,1847952348.14,1513452629.84
EBIT,1889329522.64,1534083022.8,1245133611.09,1052321216.47
Net Interest Income,44231861.51,7060119.22,-4372132.74,-24464497.96
Interest Expense,172532640.31,249157447.04,254005325.31,244502322.14
Interest Income,232332193.9,267023134.38,260149087.78,234050620.32
Normalized Income,1228020557.649526,1019531019.318194,781362407.608231,1279550664.344116
Net Income From Continuing And Discontinued Operation,1135679007.05,930345572.18,644601244.53,659052805.91
Total Expenses,14198477753.76,13591656229.04,13093792140.27,15156780054.36
Rent Expense Supplemental,14159872.82,6159820.46,5740521.11,10123848.48
Total Operating Income As Reported,1713674193.24,1237154221.82,967669905.47,807600304.84
Diluted Average Shares,1566021797.0,1560458860.0,1560400011.0,1560627056.0
Basic Average Shares,1566021797.0,1560458860.0,1560400011.0,1560627056.0
Diluted EPS,0.7252,0.5962,0.4131,0.4223
Basic EPS,0.7252,0.5962,0.4131,0.4223
Net Income Common Stockholders,1135679007.05,930345572.18,644601244.53,659052805.91
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1135679007.05,930345572.18,644601244.53,659052805.91
Minority Interests,-312267417.95,-157158814.03,-179807603.33,-29734477.46
Net Income Including Noncontrolling Interests,1447946425.0,1087504386.21,824408847.86,688787283.37
Net Income Continuous Operations,1447946425.0,1087504386.21,824408847.86,688787283.37
Tax Provision,268850457.33,197421189.55,166719437.92,119031610.96
Pretax Income,1716796882.33,1284925575.76,991128285.78,807818894.33
Other Non Operating Income Expenses,-160816250.23,39656609.04,-28541817.9,2567019.69
Special Income Charges,-15819192.71,-110624588.79,-204801719.5,-133422829.25
Other Special Charges,-21409717.92,35683059.95,-39739318.89,-11245131.41
Write Off,-4027900.16,-10516332.75,12805109.61,18543074.49
Impairment Of Capital Assets,41256810.79,85457861.59,231735928.78,126124886.17
Net Non Operating Interest Income Expense,44231861.51,7060119.22,-4372132.74,-24464497.96
Total Other Finance Cost,15567692.08,10805568.12,10515895.21,14012796.14
Interest Expense Non Operating,172532640.31,249157447.04,254005325.31,244502322.14
Interest Income Non Operating,232332193.9,267023134.38,260149087.78,234050620.32
Operating Income,1548915338.74,1235510279.49,1170856246.62,961595108.02
Operating Expense,1336609446.78,1282060510.33,1203611165.3,975136685.26
Other Operating Expenses,125350033.67,101326963.06,91754641.66,108402740.67
Depreciation And Amortization In Income Statement,87194500.47,70534516.78,82124215.64,63563070.53
Depreciation Income Statement,87194500.47,70534516.78,82124215.64,63563070.53
Research And Development,459801113.7,423242226.7,362019207.03,312947869.09
Selling General And Administration,288008702.33,234949125.61,227352149.76,165571681.5
Selling And Marketing Expense,81341645.26,68667648.24,60508476.3,28903194.22
General And Administrative Expense,206667057.07,166281477.37,166843673.46,136668487.28
Rent And Landing Fees,14159872.82,6159820.46,5740521.11,10123848.48
Gross Profit,2885524785.52,2517570789.82,2374467411.92,1936731793.28
Cost Of Revenue,12861868306.98,12309595718.71,11890180974.97,14181643369.1
Total Revenue,15747393092.5,14827166508.53,14264648386.89,16118375162.38
Operating Revenue,15747393092.5,14827166508.53,14264648386.89,16118375162.38
