,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,1573728420.0,1560587588.0,1560587588.0,1560587588.0
Share Issued,1573728420.0,1560587588.0,1560587588.0,1560587588.0
Net Debt,,,,1786962463.1
Total Debt,5546063784.93,7817857636.55,9028645762.57,11031174327.48
Tangible Book Value,12785514175.76,11550198475.34,10495789942.08,9715201714.01
Invested Capital,18540308167.74,18955989095.95,17948440593.83,21003058377.26
Working Capital,4263414897.18,3908909919.0,3055505968.82,3231338230.12
Net Tangible Assets,12785514175.76,11550198475.34,10495789942.08,9715201714.01
Capital Lease Obligations,73318859.91,31415887.24,38675815.1,4877825.96
Common Stock Equity,13096699266.25,11876799194.96,10962137542.77,10318929498.82
Total Capitalization,13207150201.25,13764389194.96,12361197545.55,12320412684.24
Total Equity Gross Minority Interest,16288289461.1,13858004476.77,12781408968.14,11962433070.99
Minority Interest,3191590194.85,1981205281.81,1819271425.37,1643503572.17
Stockholders Equity,13096699266.25,11876799194.96,10962137542.77,10318929498.82
Retained Earnings,7287911039.84,6368390958.28,5614385251.43,5036883484.53
Additional Paid In Capital,2411965903.51,2050423667.79,2050423667.79,2050423667.79
Capital Stock,1573728420.0,1560587588.0,1560587588.0,1560587588.0
Common Stock,1573728420.0,1560587588.0,1560587588.0,1560587588.0
Total Liabilities Net Minority Interest,10409539045.51,12915181972.05,14601245807.59,15850506396.82
Total Non Current Liabilities Net Minority Interest,567569189.64,2273037314.01,1943298762.1,2444774848.58
Other Non Current Liabilities,40332679.61,7997425.96,7790989.69,1934295.31
Non Current Deferred Revenue,135102477.71,128332515.43,157054503.69,136579120.02
Non Current Deferred Taxes Liabilities,208364237.41,217701485.38,340717450.84,299900421.87
Long Term Debt And Capital Lease Obligation,183769794.91,1919005887.24,1437735817.88,2006361011.38
Long Term Capital Lease Obligation,73318859.91,31415887.24,38675815.1,4877825.96
Long Term Debt,110450935.0,1887590000.0,1399060002.78,2001483185.42
Current Liabilities,9841969855.87,10642144658.04,12657947045.49,13405731548.24
Other Current Liabilities,169249567.87,100205710.95,69279185.76,86220950.23
Current Debt And Capital Lease Obligation,5362293990.02,5898851749.31,7590909944.69,9024813316.1
Current Debt,5333157966.49,5191599900.99,5587243048.28,8682645693.02
Payables,3883538051.78,4256842217.47,4192178485.93,3669528428.84
Other Payable,746737733.54,567252815.69,526969228.68,823051532.05
Dividends Payable,,,,
Total Tax Payable,242561735.68,180906574.83,289845773.49,313985139.4
Accounts Payable,2894238582.56,3508682826.95,3375363483.76,2532491757.39
Total Assets,26697828506.61,26773186448.82,27382654775.73,27812939467.81
Total Non Current Assets,12592443753.56,12222131871.78,11669201761.42,11175869689.45
Other Non Current Assets,168507025.32,466003760.08,179886364.55,87459493.33
Non Current Deferred Assets,241836301.32,199570596.27,159694133.95,179967411.72
Non Current Deferred Taxes Assets,359988418.27,144745605.99,154137422.05,113645041.73
Investmentin Financial Assets,256704039.98,392608605.03,588134607.48,570170730.94
Available For Sale Securities,256704039.98,392608605.03,588134607.48,570170730.94
Long Term Equity Investment,798708812.21,872217217.37,855831177.18,794427592.04
Investment Properties,3968872400.0,3975852230.0,2501622512.6,1583802900.0
Goodwill And Other Intangible Assets,311185090.49,326600719.62,466347600.69,603727784.81
Other Intangible Assets,300871525.08,316287154.21,456034035.28,593414219.4
Goodwill,10313565.41,10313565.41,10313565.41,10313565.41
Net PPE,6458455292.32,5844533137.42,6763547942.92,7242668734.88
Accumulated Depreciation,-6254022623.94,-5635291502.56,-5153947038.43,-4918979251.93
Gross PPE,12712477916.26,11479824639.98,11917494981.35,12161647986.81
Construction In Progress,26850202.6,169803245.93,1864280070.6,3019192365.91
Other Properties,3304973892.13,3134059208.15,3090831044.05,3166774636.48
Machinery Furniture Equipment,5711306760.77,4571440292.28,3830352311.5,3351477546.26
Properties,3669347060.76,3604521893.62,3132031555.2,2624203438.16
Current Assets,14105384753.05,14551054577.04,15713453014.31,16637069778.36
Other Current Assets,155915458.69,376292292.94,373779428.7,329769758.99
Hedging Assets Current,6346658.06,16136295.49,60538821.76,20155348.71
Prepaid Assets,158377272.39,132968836.62,75424465.49,74200321.11
Inventory,2428301058.9,2629809717.77,3525859256.48,4522889446.08
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,30562897.86,2049461.69,690014062.03,
Finished Goods,909904438.54,1081280421.8,1180297628.09,1258914880.54
Work In Process,218998959.96,180318298.88,218614397.55,298448530.44
Raw Materials,1268834762.54,1366161535.4,2126947230.84,2965526035.1
Other Receivables,178818632.08,137431970.52,259503685.17,118760883.83
Accounts Receivable,4249582366.92,3936468718.61,3695047693.61,2674127604.3
Allowance For Doubtful Accounts Receivable,,-111701037.21,-121044737.87,-109347852.1
Gross Accounts Receivable,,4048169755.82,3816092431.48,2783475456.4
Cash Cash Equivalents And Short Term Investments,6928043306.01,7321946745.09,7723299663.1,8897166415.34
Other Short Term Investments,100000000.0,,,
Cash And Cash Equivalents,6828043306.01,7321946745.09,7723299663.1,8897166415.34
Cash Equivalents,427169003.57,267140367.12,522774572.55,21569447.39
Cash Financial,6400874302.44,7054806377.97,7200525090.55,8875596967.95
